Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"3,050","3,143","2,016","1,742","1,650","1,492","1,768","1,599","1,465","1,357",Upgrade
Depreciation & Amortization,"1,123","1,074","1,096",962,494,481,438,423,388,358,Upgrade
Share-Based Compensation,367,348,290,252,193,149,109,88,93,129,Upgrade
Other Operating Activities,"-1,075","-1,049",-20,-595,91,-229,-308,-222,173,-503,Upgrade
Operating Cash Flow,"3,465","3,516","3,382","2,361","2,428","1,893","2,007","1,888","2,119","1,341",Upgrade
Operating Cash Flow Growth,-1.45%,3.96%,43.24%,-2.76%,28.26%,-5.68%,6.30%,-10.90%,58.02%,1.44%,Upgrade
Capital Expenditures,-470,-406,-348,-421,-311,-294,-249,-323,-365,-396,Upgrade
Acquisitions,-453,-775,-549,"-4,000",-774,-655,-813,-881,-554,-137,Upgrade
Change in Investments,64,13,107,92,4,-13,2,-65,-298,93,Upgrade
Other Investing Activities,9,4,-3,-66,-8,6,4,4,-5,-6,Upgrade
Investing Cash Flow,-850,"-1,164",-793,"-4,395","-1,089",-956,"-1,056","-1,265","-1,222",-446,Upgrade
Dividends Paid,"-1,138","-1,026",-943,-890,-807,-740,-682,-632,-582,-533,Upgrade
Share Issuance / Repurchase,"-1,824",-998,132,-327,-582,-734,-612,"-1,176",-537,-198,Upgrade
Debt Issued / Paid,619,-273,-778,"5,110",293,672,385,"1,030",290,13,Upgrade
Other Financing Activities,"1,297","1,000",664,438,-214,-207,-158,-128,-139,-116,Upgrade
Financing Cash Flow,"-1,046","-1,297",-925,"4,331","-1,310","-1,009","-1,067",-906,-968,-834,Upgrade
Net Cash Flow,728,700,"2,175","2,432",-139,179,-348,-584,-345,2,Upgrade
Free Cash Flow,"2,995","3,110","3,034","1,940","2,117","1,599","1,758","1,565","1,754",945,Upgrade
Free Cash Flow Growth,-3.70%,2.50%,56.39%,-8.36%,32.40%,-9.04%,12.33%,-10.78%,85.61%,-6.25%,Upgrade
Free Cash Flow Margin,14.45%,15.69%,17.61%,11.65%,14.16%,11.40%,13.31%,12.14%,13.54%,7.71%,Upgrade
Free Cash Flow Per Share,6.00,6.13,6.00,3.83,4.18,3.12,3.39,2.95,3.22,1.72,Upgrade
