Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Net Income,-64.15,-7.39,-22.95,-64.53,19.87,26.18,-24.66,-14.15,15.98,50.36,Upgrade
Other Operating Activities,64.15,7.39,24.95,64.53,-17.73,-26.91,27.83,-34.1,33.01,-114.63,Upgrade
Operating Cash Flow,0,-0,2,0,2.14,-0.73,3.17,-48.25,48.99,-64.27,Upgrade
Dividends Paid,0,0,0,0,0,0,0,0,-53.16,-2.88,Upgrade
Share Issuance / Repurchase,0,0,-2,0,-2,-1.1,-2.01,-20,-10,13.5,Upgrade
Other Financing Activities,-,-,-,-,-0.25,-,-,-,-,-,Upgrade
Financing Cash Flow,0,0,-2,0,-2.25,-1.1,-2.01,-20,-63.16,10.62,Upgrade
Net Cash Flow,0,-0,0,0,-0.11,-1.82,1.17,-68.25,-14.17,-53.65,Upgrade
Free Cash Flow,0,-0,2,0,2.14,-0.73,3.17,-48.25,48.99,-64.27,Upgrade
Free Cash Flow Margin,-,-0.01%,54.80%,-,61.65%,-46.35%,361.31%,-2296.66%,2014.62%,-5317.29%,Upgrade
Free Cash Flow Per Share,-,-,0.29,-,0.30,-0.10,0.43,-6.26,5.40,-7.08,Upgrade
