Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,-2.6,142.8,133.3,184.4,18.34,169.46,83.77,93.48,104.24,110.89,Upgrade
Depreciation & Amortization,27.6,18.4,23.4,15.6,7.36,6.62,0,0,0,0,Upgrade
Share-Based Compensation,8.9,8.4,6.7,7.3,8.35,8.59,0,0,0,0,Upgrade
Other Operating Activities,137.6,35.3,96.4,-79.7,166.84,71.92,127.67,114.23,117.69,95.04,Upgrade
Operating Cash Flow,171.5,204.9,259.8,127.6,200.89,256.59,211.43,207.71,221.93,205.94,Upgrade
Operating Cash Flow Growth,-16.30%,-21.13%,103.61%,-36.48%,-21.71%,21.36%,1.79%,-6.41%,7.77%,1.52%,Upgrade
Acquisitions,-164.4,0,0,-421.5,0,0,0,0,0,0,Upgrade
Change in Investments,-50.2,-302,-406.8,477.4,-186.5,-228.66,-325.36,-377.83,-549.47,-563.33,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-38.02,-16.04,-35,Upgrade
Investing Cash Flow,-214.6,-302,-406.8,55.9,-186.5,-228.66,-325.36,-415.85,-565.52,-598.33,Upgrade
Dividends Paid,-52.6,-51.4,-49.6,-47.3,-46.69,-46.11,-44.31,-42.52,-39.24,-32.55,Upgrade
Share Issuance / Repurchase,-24,-5,0.2,1.7,-1.46,2.53,-18.18,-20.32,2.84,15.45,Upgrade
Debt Issued / Paid,-73.9,-296.7,11.3,-194.6,21.87,45.25,11.25,9.73,-27,20.89,Upgrade
Other Financing Activities,102.7,561.6,181.9,70.3,16.17,-38.63,166.33,265.09,400.47,391.61,Upgrade
Financing Cash Flow,-47.8,208.5,143.8,-169.9,-10.11,-36.97,115.09,211.97,337.07,395.4,Upgrade
Net Cash Flow,-90.9,111.4,-3.2,13.6,4.28,-9.04,1.16,3.83,-6.51,3.01,Upgrade
Free Cash Flow,171.5,204.9,259.8,127.6,200.89,256.59,211.43,207.71,221.93,205.94,Upgrade
Free Cash Flow Growth,-16.30%,-21.13%,103.61%,-36.48%,-21.71%,21.36%,1.79%,-6.41%,7.77%,1.52%,Upgrade
Free Cash Flow Margin,12.40%,15.40%,19.83%,8.92%,16.86%,21.90%,18.73%,19.22%,20.92%,19.97%,Upgrade
Free Cash Flow Per Share,4.12,4.88,6.20,3.06,4.83,6.20,5.14,4.96,5.33,5.10,Upgrade
