Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Net Income,13.24,12.25,8.56,10.37,14.9,8.48,8.89,9.16,10.69,24.47,Upgrade
Depreciation & Amortization,2.15,2.16,2.17,1.84,1.63,1.26,1.08,0.81,0.76,0.8,Upgrade
Share-Based Compensation,0.77,0.71,0.43,0.5,0.65,0.57,0.62,0.44,0.38,1.42,Upgrade
Other Operating Activities,11.83,3.32,0.82,0.37,1.5,1.79,6.68,6.31,6.76,-11.48,Upgrade
Operating Cash Flow,27.99,18.44,11.97,13.08,18.68,12.11,17.27,16.72,18.59,15.21,Upgrade
Operating Cash Flow Growth,51.82%,53.98%,-8.46%,-29.96%,54.25%,-29.89%,3.31%,-10.06%,22.23%,14.95%,Upgrade
Capital Expenditures,-0.91,-2.02,-2.28,-2.98,-2.35,-2.82,-1.83,-1.78,-0.21,-0.02,Upgrade
Acquisitions,0,0,0,0,0,71.66,0,0,0,0,Upgrade
Change in Investments,-133.14,-46.37,15.13,-77.72,-40.45,-178.98,-135.44,-29.78,24.9,-15.67,Upgrade
Other Investing Activities,-0.07,-0.82,-0.07,-1.15,-,-2.34,0.99,-13.75,3.53,13.08,Upgrade
Investing Cash Flow,-134.12,-49.21,12.78,-81.85,-42.8,-112.48,-136.28,-45.31,28.22,-2.61,Upgrade
Dividends Paid,-4.34,-4.09,-3.87,-3.48,-3.2,-2.78,-2.8,-3.24,-2.94,-1.9,Upgrade
Share Issuance / Repurchase,-0.94,-11.04,-5.71,-7.39,-1.79,-3.93,-40.51,-17.78,-13.96,-25.07,Upgrade
Debt Issued / Paid,50,-25,-17.7,-8.8,-69.5,44.5,46,-10,16.5,35.93,Upgrade
Other Financing Activities,12.34,63.8,60.03,94.41,99.49,47.36,41.97,61.28,2.06,-53.73,Upgrade
Financing Cash Flow,57.05,23.67,32.75,74.75,25,85.15,44.65,30.26,1.67,-44.76,Upgrade
Net Cash Flow,-49.07,-7.1,57.5,5.98,0.88,-15.22,-74.36,1.66,48.47,-32.17,Upgrade
Free Cash Flow,27.09,16.42,9.69,10.1,16.33,9.29,15.44,14.93,18.38,15.19,Upgrade
Free Cash Flow Growth,64.98%,69.41%,-4.05%,-38.15%,75.75%,-39.81%,3.36%,-18.73%,20.99%,16.05%,Upgrade
Free Cash Flow Margin,52.09%,33.82%,22.53%,23.30%,33.98%,23.09%,43.42%,44.02%,52.43%,47.46%,Upgrade
Free Cash Flow Per Share,3.01,1.76,1.00,1.01,1.58,0.90,1.30,1.10,1.25,0.92,Upgrade
