Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Net Income,16.12,15.13,11.36,14.07,13.38,10.27,9.18,9.63,9.39,6.04,Upgrade
Depreciation & Amortization,6.03,5.57,4.18,3.96,4.57,5.02,5.42,6.05,6.89,8.45,Upgrade
Share-Based Compensation,0.25,0.18,0.03,0.27,0.09,0.59,0.93,0.49,0.39,0.17,Upgrade
Other Operating Activities,0.25,6.02,-6.41,-5.1,-0.85,2.72,-3.29,-2.31,-14.75,9.6,Upgrade
Operating Cash Flow,22.66,26.9,9.16,13.2,17.19,18.59,12.24,13.86,1.92,24.92,Upgrade
Operating Cash Flow Growth,-15.77%,193.60%,-30.58%,-23.22%,-7.57%,51.92%,-11.71%,623.16%,-92.31%,30.98%,Upgrade
Capital Expenditures,-4.56,0.03,-2.49,-2.69,-0.33,-5.56,-1.61,-2.35,-3.12,-2.43,Upgrade
Change in Investments,-251.48,-106.32,-146.21,-45.54,-18.49,-18.59,-23.09,-34.06,-12.23,-22.6,Upgrade
Other Investing Activities,0.07,0.15,-0.27,0.04,0.23,0.04,1.08,6.29,3.46,5.8,Upgrade
Investing Cash Flow,-255.98,-106.14,-148.97,-48.18,-18.59,-24.11,-23.62,-30.13,-11.9,-19.23,Upgrade
Dividends Paid,-4.94,-3.79,-4.39,-3.94,-3.13,-2.64,-2.11,-1.57,-1.02,-0.68,Upgrade
Share Issuance / Repurchase,-0.71,-3.61,-3,-2.49,0,0,-1.98,-1.92,-0.05,0,Upgrade
Debt Issued / Paid,10.59,10.89,1.83,-38.87,20.34,-18.68,-14.94,-27.06,-11.97,5.82,Upgrade
Other Financing Activities,22.47,191.66,254.57,89.3,-29.74,14.03,60.74,17.48,15.34,17.1,Upgrade
Financing Cash Flow,27.42,195.16,249,44,-12.53,-7.28,41.71,-13.07,2.31,22.24,Upgrade
Net Cash Flow,-205.9,115.92,109.19,9.02,-13.93,-12.79,30.33,-29.34,-7.68,27.93,Upgrade
Free Cash Flow,18.09,26.93,6.67,10.51,16.86,13.04,10.63,11.51,-1.2,22.49,Upgrade
Free Cash Flow Growth,-32.81%,303.76%,-36.54%,-37.64%,29.29%,22.66%,-7.65%,-,-,24.17%,Upgrade
Free Cash Flow Margin,23.71%,38.44%,10.62%,16.76%,28.77%,23.51%,19.69%,23.72%,-2.56%,54.30%,Upgrade
Free Cash Flow Per Share,3.21,4.76,1.15,1.78,2.81,2.17,1.78,1.90,-0.20,3.64,Upgrade
