Year,2022,2020,2019
Net Income,-315.85,10.62,6.89
Depreciation & Amortization,49.39,3.34,2.74
Share-Based Compensation,17.85,0.13,0.2
Other Operating Activities,222.97,-9.06,9.98
Operating Cash Flow,-25.64,5.03,19.81
Operating Cash Flow Growth,-,-74.63%,-
Capital Expenditures,-2.32,-3.28,-3.73
Change in Investments,-2.37,-1.52,-2.36
Investing Cash Flow,-4.69,-4.8,-6.09
Share Issuance / Repurchase,-10.45,0,0
Debt Issued / Paid,0,2.81,6.3
Other Financing Activities,-1.34,-1.99,-1.59
Financing Cash Flow,-11.79,0.83,4.71
Net Cash Flow,-42.11,1.05,18.42
Free Cash Flow,-27.96,1.75,16.07
Free Cash Flow Growth,-,-89.14%,-
Free Cash Flow Margin,-28.38%,2.51%,30.22%
Free Cash Flow Per Share,-0.33,0.04,-
