Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"8,442","8,759","8,051","6,136","6,910","6,972","7,793","6,566","7,387","8,127","8,425","8,694","7,531","6,592","8,655","8,543","7,861","6,057","5,384","5,378","4,842","5,544","5,027","5,441","5,648","5,923","5,606","4,952","5,061","5,170","4,963","4,885","4,675","3,823","3,746","4,052","4,339","4,067","4,323","4,038","3,863",Upgrade
Market Cap Growth,-,25.63%,3.32%,-6.56%,-6.46%,-14.22%,-7.51%,-24.47%,-1.91%,23.28%,-2.65%,1.76%,-4.19%,8.84%,60.76%,58.84%,62.33%,9.25%,7.09%,-1.16%,-14.27%,-6.40%,-10.33%,9.89%,11.61%,14.56%,12.95%,1.37%,8.26%,35.25%,32.50%,20.56%,7.74%,-6.00%,-13.36%,0.33%,12.31%,-0.03%,10.48%,3.72%,-1.82%,Upgrade
Enterprise Value,"8,810","8,836","8,027","6,101","6,681","6,577","7,102","6,264","6,735","7,977","7,825","8,542","7,480","6,831","8,660","9,055","8,573","6,227","5,267","5,916","5,284","5,886","4,655","5,849","6,014","6,414","6,134","5,410","5,560","5,678","5,417","5,329","5,249","4,092","3,470","4,001","4,294","3,989","4,165","4,021","3,828",Upgrade
PE Ratio,-63.42,-63.42,-7.34,-4.60,-7.21,-39.41,-106.13,-69.47,18.31,15.55,11.52,15.11,13.35,18.50,12.16,14.37,13.32,14.62,27.29,19.36,-18.64,-19.77,-20.54,-31.66,11.77,13.31,11.67,9.84,11.71,14.01,12.14,10.02,9.75,7.25,7.34,6.66,6.03,6.49,6.49,9.21,8.79,Upgrade
PS Ratio,1.37,1.37,1.59,1.39,1.48,1.32,1.48,1.24,1.46,1.58,1.63,1.78,1.64,1.54,2.06,2.34,2.44,2.46,2.60,2.67,2.39,2.71,2.39,2.77,3.18,3.38,3.25,2.83,3.04,3.27,3.28,3.35,3.43,2.94,2.97,3.01,2.95,2.92,3.13,3.07,2.94,Upgrade
PB Ratio,1.49,1.49,1.51,1.26,1.20,1.14,1.18,0.97,1.02,1.15,1.11,1.18,1.02,1.16,1.45,1.44,1.33,1.09,1.07,1.10,1.00,1.25,1.15,1.24,1.14,1.22,1.15,1.03,1.08,1.09,1.05,1.04,0.97,0.80,0.97,1.09,1.13,1.08,1.11,1.09,1.08,Upgrade
Debt / Equity Ratio,0.19,0.19,0.22,0.24,0.20,0.19,0.18,0.17,0.16,0.16,0.15,0.15,0.15,0.20,0.23,0.23,0.23,0.21,0.20,0.20,0.20,0.22,0.23,0.22,0.20,0.19,0.19,0.20,0.20,0.20,0.20,0.21,0.20,0.17,0.06,0.07,0.07,0.07,0.06,0.07,0.07,Upgrade
Dividend Yield,0.77%,0.19%,0.20%,0.26%,0.24%,0.23%,0.21%,0.26%,0.24%,0.22%,0.21%,0.21%,0.20%,0.23%,0.17%,0.18%,0.19%,0.24%,0.25%,0.25%,0.27%,0.24%,0.25%,0.24%,0.23%,0.22%,0.23%,0.26%,0.26%,0.26%,0.27%,0.28%,0.30%,0.30%,0.30%,0.29%,0.27%,0.30%,0.29%,0.31%,0.32%,Upgrade
Payout Ratio,-42.50%,2.90%,3.60%,-1.90%,-4.90%,-4.10%,8.20%,-3.70%,3.80%,-6.10%,9.40%,37.20%,2.80%,-18.50%,45.90%,41.00%,4.10%,5.30%,-15.60%,40.20%,6.90%,23.20%,-290.90%,-2.50%,7.50%,14.20%,17.90%,8.70%,9.60%,10.40%,14.20%,17.90%,18.80%,7.20%,6.60%,16.90%,9.70%,8.00%,4.60%,6.80%,45.90%,Upgrade
Buyback Yield / Dilution,0.60%,0.60%,5.04%,7.22%,10.98%,13.27%,9.43%,8.03%,-12.73%,-14.87%,-15.08%,-15.97%,0.28%,-4.60%,-9.65%,-9.68%,-9.72%,-5.46%,-0.59%,0.00%,0.93%,2.25%,2.74%,2.29%,5.74%,5.10%,6.14%,10.31%,6.42%,-12.56%,-13.81%,-13.38%,-13.57%,8.01%,13.25%,9.16%,8.90%,5.77%,7.77%,11.74%,14.01%,Upgrade
Total Shareholder Return,1.35%,0.79%,5.24%,7.48%,11.21%,13.51%,9.64%,8.29%,-12.48%,-14.65%,-14.87%,-15.77%,0.49%,-4.36%,-9.48%,-9.51%,-9.53%,-5.22%,-0.34%,0.25%,1.20%,2.49%,2.99%,2.53%,5.97%,5.32%,6.37%,10.56%,6.68%,-12.30%,-13.54%,-13.10%,-13.28%,8.31%,13.55%,9.45%,9.17%,6.07%,8.06%,12.04%,14.34%,Upgrade
