Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,168,179,203,188,163,179,181,191,188,163,135,108,121,146,189,181,189,176,186,206,219,184,202,192,164,161,172,149,155,132,132,124,126,119,135,113,123,113,153,160,182,Upgrade
Market Cap Growth,-,-0.12%,11.88%,-1.30%,-13.47%,10.00%,33.75%,76.07%,54.88%,11.81%,-28.50%,-40.05%,-35.99%,-17.29%,1.66%,-12.18%,-13.53%,-4.23%,-7.89%,7.31%,33.99%,14.16%,17.30%,28.77%,5.85%,22.40%,30.39%,20.26%,22.86%,11.14%,-2.23%,9.29%,2.62%,5.15%,-11.65%,-29.28%,-32.74%,-15.70%,21.63%,26.62%,41.53%,Upgrade
Enterprise Value,285,296,268,182,116,-1,4,82,98,95,125,236,132,158,185,197,256,201,231,256,249,203,251,247,210,207,234,227,233,154,157,157,168,111,135,139,110,93,175,283,289,Upgrade
PE Ratio,5.72,5.98,6.95,7.60,6.26,6.59,6.32,6.21,6.29,6.37,6.12,5.86,7.32,7.82,10.04,9.80,10.15,9.86,10.34,19.15,25.29,23.82,30.78,14.79,12.45,11.77,12.81,11.74,11.91,10.66,10.56,9.80,10.10,9.81,10.96,8.84,9.50,8.46,10.60,10.38,10.97,Upgrade
PS Ratio,1.39,1.47,1.71,1.62,1.36,1.41,1.35,1.34,1.31,1.19,1.07,0.96,1.15,1.41,1.83,1.79,1.90,1.80,1.92,2.15,2.35,1.99,2.23,2.12,1.82,1.80,1.95,1.73,1.82,1.58,1.58,1.49,1.53,1.46,1.67,1.40,1.53,1.42,1.96,2.05,2.31,Upgrade
PB Ratio,0.83,0.89,1.04,1.02,0.83,0.90,0.86,0.93,0.93,0.82,0.70,0.57,0.66,0.82,1.15,1.12,1.19,1.14,1.23,1.38,1.50,1.29,1.43,1.31,1.13,1.14,1.24,1.07,1.12,0.99,1.01,0.96,1.00,0.95,1.09,0.93,1.03,0.96,1.36,1.47,1.72,Upgrade
Debt / Equity Ratio,0.99,0.99,0.47,0.50,0.47,0.44,0.43,0.45,0.39,0.40,0.39,0.81,0.50,0.89,0.98,1.00,1.02,1.05,1.05,1.07,1.13,1.17,1.18,1.13,1.14,1.17,1.18,1.20,1.24,1.30,1.35,1.38,1.44,1.33,1.35,1.40,1.42,1.48,1.50,1.53,1.58,Upgrade
Dividend Yield,3.43%,0.85%,0.72%,0.79%,0.87%,0.79%,0.78%,0.75%,0.78%,0.86%,1.02%,1.28%,1.14%,0.95%,0.69%,0.70%,0.68%,0.73%,0.69%,0.61%,0.54%,0.65%,0.59%,0.60%,0.70%,0.71%,0.66%,0.74%,0.72%,0.84%,0.82%,0.82%,0.81%,0.86%,0.76%,0.90%,0.84%,0.90%,0.63%,0.63%,0.54%,Upgrade
Payout Ratio,19.60%,23.70%,14.20%,22.70%,20.90%,25.20%,23.80%,18.50%,18.30%,19.80%,17.40%,20.40%,36.90%,38.80%,29.70%,26.10%,21.90%,34.30%,32.70%,24.70%,23.40%,30.60%,-35.80%,37.90%,27.70%,42.30%,37.10%,34.80%,23.50%,44.40%,47.80%,29.40%,24.80%,39.00%,42.30%,30.90%,27.30%,34.10%,33.70%,28.70%,22.70%,Upgrade
Buyback Yield / Dilution,2.40%,2.40%,1.71%,2.02%,4.00%,3.58%,3.04%,1.54%,-0.98%,-0.73%,-6.61%,-6.30%,-5.13%,-4.90%,2.11%,2.03%,0.95%,0.41%,-0.24%,-0.46%,-0.46%,-0.51%,-0.78%,-0.82%,-0.98%,-0.97%,-1.64%,-1.95%,-1.73%,-1.03%,-0.01%,0.38%,1.40%,2.21%,-1.56%,2.29%,-0.86%,-3.57%,-3.71%,-4.56%,-3.55%,Upgrade
Total Shareholder Return,5.83%,3.25%,2.43%,2.81%,4.87%,4.37%,3.82%,2.29%,-0.19%,0.13%,-5.58%,-5.02%,-3.98%,-3.94%,2.79%,2.73%,1.63%,1.14%,0.45%,0.15%,0.08%,0.13%,-0.19%,-0.22%,-0.28%,-0.26%,-0.98%,-1.21%,-1.02%,-0.19%,0.81%,1.20%,2.21%,3.07%,-0.81%,3.19%,-0.02%,-2.67%,-3.07%,-3.93%,-3.00%,Upgrade
