Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,234,265,346,320,310,359,367,352,345,364,279,201,247,247,372,340,351,341,268,260,249,233,224,227,212,223,160,114,103,81,101,79,85,86,79,77,69,71,50,54,56,Upgrade
Market Cap Growth,-,-26.04%,-5.58%,-8.98%,-10.18%,-1.30%,31.42%,74.98%,39.78%,46.91%,-24.91%,-40.90%,-29.58%,-27.35%,38.47%,30.82%,41.04%,45.95%,19.90%,14.41%,17.24%,4.50%,39.77%,99.61%,105.30%,176.06%,59.08%,43.26%,22.24%,-6.06%,27.00%,3.29%,21.71%,21.05%,57.67%,42.98%,24.97%,33.16%,24.19%,30.47%,22.00%,Upgrade
Enterprise Value,532,561,845,465,273,149,307,226,229,110,325,370,412,186,598,558,522,355,471,388,407,221,306,295,278,109,230,167,156,-62,191,168,152,12,166,129,104,37,103,92,83,Upgrade
PE Ratio,5.25,6.05,8.78,8.37,8.43,9.38,9.04,8.85,9.14,10.35,8.67,6.77,8.35,7.84,11.18,10.32,16.10,21.29,20.36,27.52,15.14,13.73,15.30,15.95,14.94,14.23,10.19,7.47,6.98,6.35,9.01,7.77,9.13,10.29,10.35,11.76,11.73,13.04,10.01,9.05,9.69,Upgrade
PS Ratio,1.57,1.77,2.52,2.55,2.57,2.89,2.91,2.82,2.86,3.21,2.59,1.92,2.38,2.35,3.49,3.22,3.55,3.74,3.22,3.40,3.32,3.19,3.16,3.33,3.15,3.27,2.37,1.69,1.56,1.28,1.66,1.35,1.47,1.56,1.46,1.43,1.31,1.36,0.99,1.09,1.16,Upgrade
PB Ratio,0.68,0.76,1.03,1.06,1.03,1.10,1.03,1.01,0.98,1.04,0.80,0.59,0.73,0.75,1.13,1.03,1.08,1.09,0.90,0.90,1.31,1.24,1.21,1.25,1.19,1.28,1.16,0.82,0.76,0.62,0.80,0.64,0.70,0.72,0.68,0.66,0.61,0.66,0.39,0.52,0.54,Upgrade
Debt / Equity Ratio,1.00,1.00,1.62,0.61,0.65,0.62,0.57,0.37,0.37,0.53,0.52,1.06,1.07,0.59,0.83,0.85,0.68,0.57,0.82,0.67,1.05,0.57,0.67,0.56,0.59,0.39,0.78,0.62,0.69,0.55,1.00,0.99,0.85,0.58,1.00,0.65,0.74,0.78,0.68,0.85,0.87,Upgrade
Dividend Yield,3.81%,0.83%,0.64%,0.67%,0.66%,0.58%,0.57%,0.60%,0.54%,0.52%,0.63%,0.88%,0.71%,0.74%,0.46%,0.51%,0.49%,0.41%,0.52%,0.37%,0.29%,0.31%,0.32%,0.27%,0.29%,0.27%,0.31%,0.42%,0.38%,0.48%,0.39%,0.49%,0.46%,0.45%,0.49%,0.50%,0.55%,0.43%,0.61%,0.57%,0.55%,Upgrade
Payout Ratio,19.60%,17.10%,17.90%,19.40%,26.40%,24.60%,19.20%,21.90%,20.30%,17.60%,17.20%,22.90%,26.80%,23.40%,22.90%,22.90%,20.40%,14.80%,16.10%,-29.00%,26.90%,10.80%,19.40%,18.20%,18.80%,12.80%,15.40%,14.60%,8.20%,9.10%,13.90%,13.90%,14.30%,13.90%,20.80%,20.00%,20.80%,14.80%,40.00%,23.50%,22.20%,Upgrade
Buyback Yield / Dilution,-5.85%,-5.85%,-4.67%,-1.50%,6.37%,6.11%,5.58%,5.60%,2.88%,4.36%,-2.81%,-2.18%,-2.34%,-6.01%,-0.50%,-45.03%,-52.29%,-52.84%,-51.43%,-6.10%,-0.99%,-1.30%,-23.44%,-26.70%,-28.80%,-28.44%,-5.04%,-2.34%,-0.78%,-0.59%,-1.76%,-1.76%,-1.54%,-1.20%,-,-,-,-,-,-,-,Upgrade
Total Shareholder Return,-2.04%,-5.02%,-4.03%,-0.83%,7.02%,6.69%,6.15%,6.20%,3.42%,4.88%,-2.18%,-1.30%,-1.63%,-5.27%,-0.05%,-44.52%,-51.80%,-52.43%,-50.91%,-5.73%,-0.70%,-1.00%,-23.13%,-26.43%,-28.51%,-28.17%,-4.74%,-1.92%,-0.40%,-0.10%,-1.37%,-1.27%,-1.08%,-0.75%,0.49%,0.50%,0.55%,0.43%,0.61%,0.57%,0.55%,Upgrade
