Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,808","4,743","5,452","4,812","4,745","4,762","4,687","4,700","4,715","4,976","4,204","2,786","2,814","2,344","3,926","3,858","3,787","3,700","3,210","3,774","3,827","3,703","3,648","3,899","4,110","3,424","3,536","2,877","2,615","2,555","2,574","2,642","2,794","2,605","2,592","2,139","2,233","2,106","1,586","1,460","1,332",Upgrade
Market Cap Growth,-,-0.40%,16.32%,2.37%,0.63%,-4.30%,11.49%,68.73%,67.58%,112.26%,7.09%,-27.79%,-25.70%,-36.65%,22.30%,2.23%,-1.06%,-0.07%,-12.02%,-3.22%,-6.88%,8.13%,3.18%,35.52%,57.17%,33.99%,37.40%,8.92%,-6.41%,-1.91%,-0.70%,23.48%,25.11%,23.72%,63.46%,46.58%,67.72%,57.39%,29.57%,16.55%,2.34%,Upgrade
Enterprise Value,"4,929","5,864","6,710","4,974","4,091","2,994","1,962","1,684","2,050","3,046","3,075","2,279","2,635","3,756","5,362","4,984","4,506","4,561","4,040","4,218","4,728","4,127","3,824","4,009","4,385","3,098","3,483","3,398","3,419","3,103","3,154","2,895","3,240","3,239","3,380","3,156","3,112","3,139","2,175","1,942","1,786",Upgrade
PE Ratio,9.60,11.97,14.36,13.60,13.82,13.90,12.75,12.17,11.85,13.99,14.55,10.72,12.67,9.91,15.09,14.80,14.61,14.33,12.52,17.94,18.88,21.34,24.23,22.71,26.27,22.65,24.04,20.34,19.37,18.51,18.65,19.18,20.55,19.39,19.95,18.40,21.23,22.36,18.52,16.74,15.79,Upgrade
PS Ratio,3.63,4.52,5.29,4.75,4.72,4.75,4.49,4.40,4.23,4.65,4.48,3.31,3.93,3.41,5.55,5.47,5.40,5.32,4.62,5.35,5.38,5.29,5.59,6.55,7.65,7.10,7.51,6.31,5.92,5.83,5.91,6.01,6.38,5.99,5.96,5.39,6.03,6.12,5.00,4.55,4.14,Upgrade
PB Ratio,0.83,1.03,1.21,1.08,1.06,1.04,0.99,1.06,1.07,1.15,0.98,0.65,0.67,0.70,1.17,1.15,1.14,1.13,0.99,1.16,1.18,1.14,1.13,1.20,1.27,1.52,1.58,1.42,1.30,1.47,1.50,1.55,1.66,1.55,1.57,1.29,1.36,1.30,1.52,1.43,1.32,Upgrade
Debt / Equity Ratio,0.66,0.66,0.54,0.34,0.22,0.23,0.22,0.23,0.23,0.24,0.25,0.27,0.45,0.82,0.68,0.63,0.59,0.62,0.57,0.52,0.61,0.48,0.57,0.57,0.52,0.60,0.62,0.81,0.95,0.84,0.84,0.74,0.81,0.78,0.93,0.97,0.97,1.00,0.97,0.81,0.83,Upgrade
Dividend Yield,5.10%,1.02%,0.89%,1.01%,1.02%,1.03%,1.01%,0.96%,0.96%,0.91%,1.08%,1.63%,1.49%,1.51%,0.90%,0.90%,0.92%,0.94%,1.09%,0.94%,0.93%,0.97%,0.98%,0.89%,0.80%,0.78%,0.72%,0.88%,0.91%,0.90%,0.89%,0.84%,0.80%,0.85%,0.86%,1.04%,0.99%,0.95%,1.02%,1.07%,1.17%,Upgrade
Payout Ratio,49.00%,49.30%,48.60%,47.40%,50.70%,60.00%,64.30%,49.30%,47.90%,42.20%,48.60%,43.80%,79.50%,87.50%,56.50%,52.30%,51.50%,54.80%,54.80%,54.80%,54.00%,57.60%,226.70%,61.10%,89.20%,68.80%,64.70%,61.10%,75.00%,66.00%,68.80%,64.00%,64.00%,64.00%,66.70%,66.70%,66.70%,66.70%,82.10%,70.50%,70.50%,Upgrade
Buyback Yield / Dilution,1.17%,1.17%,-2.64%,-4.34%,-4.52%,-5.85%,-1.33%,0.38%,-7.63%,-27.11%,-27.60%,-27.28%,-17.48%,0.75%,1.60%,2.14%,2.77%,2.85%,1.95%,1.08%,-5.35%,-29.34%,-36.05%,-37.08%,-38.73%,-16.63%,-10.88%,-9.98%,-3.19%,-0.34%,-0.51%,-0.61%,-0.63%,-10.80%,-37.41%,-37.24%,-37.20%,-24.59%,-0.40%,-0.35%,-0.19%,Upgrade
Total Shareholder Return,6.27%,2.19%,-1.75%,-3.33%,-3.49%,-4.82%,-0.32%,1.34%,-6.67%,-26.21%,-26.52%,-25.65%,-15.99%,2.26%,2.50%,3.03%,3.68%,3.79%,3.04%,2.02%,-4.42%,-28.38%,-35.06%,-36.19%,-37.93%,-15.84%,-10.16%,-9.11%,-2.29%,0.56%,0.38%,0.24%,0.17%,-9.94%,-36.55%,-36.20%,-36.21%,-23.64%,0.62%,0.72%,0.99%,Upgrade
