Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+30 Quarters
Market Capitalization,"31,214","8,503","7,443","6,573","5,405","6,474","7,797","6,118","5,969","6,631","5,530","3,772","3,206","3,313","3,578","4,128","4,071","3,896","4,104","4,153","4,604","4,806","4,232","3,219","2,544","2,360","2,482","2,373","2,265","2,516","2,776","2,490","2,430","1,989","1,705","1,425","1,273","1,185","1,216",938,759,Upgrade
Market Cap Growth,-,31.34%,-4.54%,7.43%,-9.45%,-2.36%,41.01%,62.19%,86.19%,100.12%,54.54%,-8.61%,-21.24%,-14.96%,-12.82%,-0.61%,-11.59%,-18.93%,-3.02%,29.02%,80.97%,103.61%,70.50%,35.67%,12.31%,-6.18%,-10.60%,-4.71%,-6.80%,26.47%,62.85%,74.77%,90.89%,67.93%,40.16%,51.90%,67.82%,67.26%,87.23%,40.86%,13.07%,Upgrade
Enterprise Value,"38,911","16,208","13,111","13,325","13,455","15,687","17,380","14,076","14,947","16,274","11,347","7,033","6,320","4,431","7,488","6,040","5,382","5,870","6,242","5,868","7,018","7,337","9,042","6,510","5,044","6,075","7,069","6,923","6,974","6,134","6,686","6,682","6,722","6,371","6,238","6,239","5,852","6,329","5,745","5,178","5,866",Upgrade
PE Ratio,16.90,18.69,19.59,21.13,21.28,23.63,25.32,19.61,18.89,25.90,28.36,22.45,20.29,20.97,22.22,25.80,24.97,22.65,24.28,33.49,39.69,49.04,55.68,39.25,35.83,31.47,29.55,24.46,22.88,26.48,56.66,62.24,115.73,153.02,37.88,35.07,23.55,23.96,32.87,22.07,19.69,Upgrade
PS Ratio,8.97,2.44,2.43,2.44,2.28,2.63,2.87,2.26,2.14,2.57,2.49,1.78,1.57,1.73,1.85,2.14,2.14,2.02,2.16,2.16,2.41,2.59,2.49,2.33,1.96,1.84,1.78,1.61,1.52,1.67,2.34,2.21,2.59,2.31,1.64,1.31,1.03,0.98,1.13,0.87,0.71,Upgrade
PB Ratio,10.40,2.83,2.61,2.46,2.14,2.64,3.26,2.63,2.78,3.26,2.83,2.34,2.09,2.23,2.46,2.94,2.95,2.94,3.20,3.34,3.89,4.25,3.88,2.94,2.42,2.37,2.55,2.42,2.48,2.81,3.22,2.96,3.14,2.66,2.23,1.90,1.67,1.64,1.72,1.46,1.21,Upgrade
Debt / Equity Ratio,3.64,3.64,3.20,3.71,4.33,4.84,5.00,4.63,5.67,6.03,5.18,4.07,4.05,2.84,4.68,3.52,3.24,3.41,3.69,3.84,4.15,3.92,6.00,4.88,4.40,5.39,6.69,6.22,6.72,5.98,6.39,6.87,6.89,7.18,7.57,7.76,7.32,8.49,8.12,9.01,10.41,Upgrade
Dividend Yield,0.53%,0.12%,0.14%,0.16%,0.18%,0.15%,0.13%,0.16%,0.15%,0.14%,0.16%,0.21%,0.24%,0.23%,0.22%,0.19%,0.19%,0.20%,0.18%,0.18%,0.16%,0.15%,0.17%,0.22%,0.28%,0.29%,0.28%,0.29%,0.29%,0.26%,0.23%,0.26%,0.25%,0.29%,0.35%,0.41%,0.45%,0.47%,0.44%,0.54%,0.65%,Upgrade
Payout Ratio,8.90%,6.90%,7.50%,10.20%,13.70%,13.50%,14.90%,22.70%,9.90%,8.50%,11.90%,16.90%,24.40%,16.70%,17.50%,21.70%,23.30%,15.40%,17.50%,19.20%,17.50%,15.60%,-333.30%,22.70%,30.30%,28.60%,166.70%,33.30%,24.40%,19.20%,37.00%,28.60%,26.30%,-45.50%,83.30%,166.70%,37.00%,28.60%,166.70%,30.30%,47.60%,Upgrade
Buyback Yield / Dilution,-4.86%,-4.86%,-4.70%,-5.74%,-8.13%,-8.13%,-12.75%,-22.59%,-18.16%,-18.30%,-13.52%,-2.29%,-1.88%,-2.09%,-2.02%,-2.64%,-4.45%,-4.78%,-4.75%,-4.71%,-4.66%,-4.85%,-4.94%,-5.12%,-5.40%,-5.98%,-5.96%,-6.94%,-8.90%,-11.60%,-9.87%,-9.98%,-6.52%,-4.34%,-10.23%,-14.18%,-16.91%,-17.52%,-12.73%,-6.94%,-4.38%,Upgrade
Total Shareholder Return,-4.32%,-4.73%,-4.57%,-5.58%,-7.95%,-7.97%,-12.63%,-22.43%,-18.00%,-18.17%,-13.36%,-2.08%,-1.63%,-1.86%,-1.81%,-2.45%,-4.26%,-4.58%,-4.56%,-4.52%,-4.50%,-4.70%,-4.77%,-4.89%,-5.13%,-5.69%,-5.69%,-6.65%,-8.61%,-11.34%,-9.64%,-9.72%,-6.27%,-4.05%,-9.88%,-13.77%,-16.46%,-17.04%,-12.29%,-6.40%,-3.73%,Upgrade
