Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,730","4,503","5,462","5,453","5,240","7,128","6,966","6,427","6,521","6,800","4,784","3,119","3,024","2,586","5,745","5,519","5,513","5,468","3,723","5,373","6,268","5,927","5,730","5,596","5,413","5,019","5,024","3,999","3,638","3,652","4,229","3,907","4,105","3,779","3,700","3,287","3,388","3,297","3,500","3,228","2,317",Upgrade
Market Cap Growth,-,-36.83%,-21.59%,-15.16%,-19.65%,4.81%,45.59%,106.10%,115.64%,162.99%,-16.71%,-43.49%,-45.15%,-52.71%,54.30%,2.70%,-12.05%,-7.74%,-35.02%,-3.98%,15.79%,18.10%,14.04%,39.94%,48.78%,37.43%,18.80%,2.35%,-11.38%,-3.36%,14.30%,18.87%,21.16%,14.64%,5.70%,1.81%,46.27%,51.15%,81.63%,73.18%,48.74%,Upgrade
Enterprise Value,"5,960","6,732","8,344","8,260","5,724","6,881","5,424","5,206","4,656","4,969","1,962","3,364","4,306","5,402","8,631","8,921","8,271","7,476","5,124","6,688","7,040","6,910","6,664","5,930","6,819","6,299","6,404","4,984","4,715","4,935","5,378","4,893","4,764","4,394","4,747","4,374","4,479","4,214","4,543","3,813","2,515",Upgrade
PE Ratio,4.95,5.96,7.54,7.58,7.45,10.02,9.58,9.49,11.20,13.90,14.05,9.12,7.83,5.69,10.62,11.05,11.70,12.81,9.07,16.01,18.90,19.99,21.60,18.40,19.94,19.61,21.24,17.66,16.61,17.03,19.59,18.55,20.58,19.83,20.00,19.31,20.76,22.03,29.52,4.08,3.01,Upgrade
PS Ratio,1.68,2.03,2.57,2.58,2.53,3.44,3.33,3.19,3.34,3.68,2.88,1.89,1.82,1.50,3.08,3.16,3.38,3.64,2.70,3.97,4.60,4.47,4.40,4.40,4.50,4.27,4.39,3.58,3.31,3.37,3.93,3.66,3.87,3.60,3.53,3.18,3.29,3.21,3.52,3.65,2.74,Upgrade
PB Ratio,0.78,0.94,1.22,1.29,1.14,1.48,1.32,1.22,1.25,1.32,0.93,0.62,0.60,0.51,1.16,1.13,1.16,1.19,1.19,1.77,1.98,2.01,1.94,1.87,1.81,1.69,1.72,1.38,1.23,1.24,1.41,1.30,1.37,1.25,1.22,1.07,1.11,1.10,1.19,1.10,0.65,Upgrade
Debt / Equity Ratio,1.17,1.17,1.09,1.11,0.47,0.27,0.28,0.28,0.27,0.29,0.28,0.44,0.56,0.92,0.82,0.94,0.82,0.71,0.81,0.77,0.59,0.69,0.63,0.68,0.75,0.78,0.79,0.81,0.81,0.87,0.79,0.72,0.77,0.76,0.75,0.73,0.78,0.76,0.74,0.71,0.59,Upgrade
Dividend Yield,5.48%,1.24%,0.91%,0.91%,0.95%,0.70%,0.70%,0.76%,0.76%,0.73%,1.03%,1.57%,1.61%,1.89%,0.78%,0.84%,0.87%,0.89%,0.79%,0.55%,0.48%,0.50%,0.31%,0.33%,0.34%,0.37%,0.29%,0.37%,0.41%,0.42%,0.37%,0.34%,0.33%,0.36%,0.37%,0.30%,0.29%,0.30%,0.28%,0.30%,0.39%,Upgrade
Payout Ratio,26.90%,28.60%,25.00%,25.40%,29.10%,30.40%,25.00%,27.00%,27.50%,27.50%,34.40%,57.90%,56.90%,157.10%,30.90%,35.70%,30.90%,41.10%,28.40%,29.40%,27.20%,29.40%,65.20%,19.00%,25.00%,26.30%,22.20%,23.50%,26.10%,30.80%,27.90%,23.80%,25.00%,26.30%,27.00%,21.90%,21.90%,21.20%,26.90%,25.90%,28.00%,Upgrade
Buyback Yield / Dilution,-0.04%,-0.04%,0.17%,0.87%,2.29%,2.08%,1.32%,0.19%,-1.36%,-0.93%,-0.19%,3.94%,7.13%,8.82%,-26.91%,-30.44%,-33.52%,-36.41%,2.66%,3.05%,3.16%,3.04%,2.45%,1.45%,2.13%,3.75%,6.10%,6.57%,5.93%,5.81%,4.82%,5.32%,4.26%,2.70%,1.19%,-1.92%,-7.25%,-7.21%,-7.15%,-5.41%,-0.13%,Upgrade
Total Shareholder Return,5.44%,1.20%,1.08%,1.78%,3.24%,2.78%,2.01%,0.94%,-0.61%,-0.20%,0.84%,5.50%,8.74%,10.72%,-26.13%,-29.60%,-32.66%,-35.51%,3.44%,3.60%,3.64%,3.54%,2.76%,1.77%,2.47%,4.12%,6.39%,6.94%,6.35%,6.23%,5.19%,5.66%,4.58%,3.05%,1.56%,-1.62%,-6.96%,-6.91%,-6.87%,-5.11%,0.27%,Upgrade
