Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+58 Quarters
Market Capitalization,165,195,215,196,220,218,217,211,207,195,158,138,132,161,206,203,234,227,199,204,239,221,228,223,193,187,171,136,138,124,128,131,123,132,128,130,136,125,157,159,154,Upgrade
Market Cap Growth,-,-10.44%,-0.95%,-7.31%,6.31%,11.92%,37.03%,53.05%,56.80%,21.37%,-23.25%,-32.16%,-43.65%,-29.22%,3.73%,-0.21%,-2.06%,2.57%,-12.91%,-8.66%,23.42%,18.38%,33.38%,63.76%,40.44%,51.19%,33.37%,4.41%,11.88%,-6.01%,0.33%,0.59%,-9.68%,5.10%,-18.62%,-18.48%,-11.36%,-19.62%,14.86%,46.26%,31.86%,Upgrade
Enterprise Value,228,261,264,164,246,163,215,160,161,49,61,-0,-12,28,96,69,130,114,73,94,267,205,272,190,155,90,138,55,83,119,166,108,163,100,181,153,125,124,163,225,186,Upgrade
PE Ratio,5.59,6.70,7.46,7.04,7.85,8.15,8.20,8.38,8.51,8.37,8.21,7.57,9.10,11.78,13.20,11.87,10.58,11.55,10.12,17.37,28.22,24.89,30.69,17.79,16.63,18.15,17.05,14.81,15.47,12.53,13.59,11.07,13.66,15.72,15.66,25.14,17.80,14.93,17.98,16.98,15.33,Upgrade
PS Ratio,1.67,2.00,2.23,2.09,2.36,2.39,2.42,2.37,2.37,2.30,1.98,1.78,1.81,2.22,2.76,2.70,2.86,2.85,2.47,2.76,3.40,3.12,3.33,3.09,2.72,2.66,2.41,1.93,1.95,1.76,1.84,1.74,1.65,1.80,1.77,1.97,2.13,1.99,2.53,2.59,2.48,Upgrade
PB Ratio,0.92,1.10,1.29,1.26,1.26,1.18,1.02,1.02,1.01,1.00,0.79,0.70,0.68,0.84,1.13,1.12,1.31,1.32,1.20,1.30,1.57,1.47,1.52,1.45,1.27,1.26,1.19,0.94,0.96,0.88,0.93,0.94,0.90,0.97,0.96,0.93,0.96,0.89,1.13,1.18,1.16,Upgrade
Debt / Equity Ratio,0.56,0.56,0.64,0.07,0.32,0.06,0.12,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.03,0.03,0.42,0.10,0.50,0.15,0.17,0.20,0.29,0.37,0.37,0.36,0.47,0.38,0.51,0.39,0.62,0.42,0.39,0.40,0.42,0.78,0.43,Upgrade
Dividend Yield,3.48%,0.75%,0.68%,0.74%,0.66%,0.67%,0.67%,0.69%,0.70%,0.63%,0.77%,0.90%,0.96%,0.79%,0.62%,0.62%,0.54%,0.56%,0.63%,0.62%,0.53%,0.57%,0.55%,0.56%,0.64%,0.67%,0.73%,0.91%,0.90%,1.00%,0.96%,0.94%,1.00%,0.93%,0.95%,0.94%,0.89%,0.97%,0.77%,0.76%,0.79%,Upgrade
Payout Ratio,20.00%,20.10%,19.60%,22.60%,18.00%,21.20%,22.50%,21.80%,21.40%,18.70%,23.40%,21.80%,21.70%,51.00%,29.90%,65.00%,25.50%,28.30%,22.00%,18.20%,50.00%,28.30%,-57.80%,34.20%,41.90%,41.90%,41.90%,44.80%,76.50%,45.60%,57.80%,50.00%,47.30%,54.20%,27.40%,-371.40%,63.40%,59.10%,83.90%,55.30%,45.60%,Upgrade
Buyback Yield / Dilution,-0.68%,-0.68%,-0.34%,-0.30%,-0.21%,0.02%,0.36%,1.99%,3.51%,4.19%,3.65%,2.01%,0.33%,-0.72%,-0.70%,-0.77%,-0.79%,-0.79%,-0.67%,-0.67%,-0.65%,-0.67%,-0.80%,-0.78%,-0.78%,-0.84%,-0.91%,-0.91%,-0.91%,-0.91%,-0.90%,-0.81%,-0.77%,-0.64%,-0.49%,-0.52%,-0.49%,-0.45%,-0.47%,-0.40%,-0.47%,Upgrade
Total Shareholder Return,2.89%,0.07%,0.34%,0.44%,0.45%,0.69%,1.03%,2.68%,4.21%,4.81%,4.42%,2.91%,1.29%,0.07%,-0.09%,-0.14%,-0.25%,-0.23%,-0.03%,-0.05%,-0.12%,-0.10%,-0.25%,-0.22%,-0.13%,-0.18%,-0.18%,-0.00%,-0.01%,0.09%,0.06%,0.13%,0.23%,0.29%,0.46%,0.42%,0.40%,0.52%,0.30%,0.36%,0.32%,Upgrade
