Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"1,024","1,066","1,309","1,142","1,123","1,145","1,230","1,181","1,174","1,204","1,030",788,909,828,"1,323","1,168","1,191","1,159","1,047","1,366","1,387","1,314","1,283","1,318","1,243","1,216","1,155",923,837,824,805,808,814,767,819,680,745,779,777,656,579,Upgrade
Market Cap Growth,-,-6.89%,6.43%,-3.36%,-4.35%,-4.91%,19.44%,49.92%,29.21%,45.43%,-22.18%,-32.52%,-23.71%,-28.57%,26.34%,-14.53%,-14.12%,-11.79%,-18.33%,3.70%,11.59%,8.01%,11.02%,42.69%,48.43%,47.61%,43.48%,14.27%,2.87%,7.40%,-1.66%,18.84%,9.22%,-1.50%,5.39%,3.61%,28.70%,34.94%,44.85%,21.37%,5.59%,Upgrade
Enterprise Value,"1,339","1,380","1,507","1,471","1,116","1,055","1,035",900,"1,017","1,189","1,078",940,"1,046","1,129","1,516","1,368","1,411","1,477","1,278","1,673","1,649","1,749","1,548","1,664","1,603","1,548","1,472","1,167","1,093","1,048","1,075","1,144","1,115","1,014","1,113",930,"1,096","1,101","1,128",903,830,Upgrade
PE Ratio,8.30,8.58,10.86,9.74,9.60,9.72,10.38,10.07,11.20,12.93,12.65,10.25,11.18,9.61,14.39,12.77,13.70,13.56,12.71,17.30,18.19,18.51,18.85,20.18,19.93,20.21,19.99,16.20,14.78,14.26,14.01,13.92,13.78,13.24,14.10,11.97,13.13,13.86,14.14,12.25,11.20,Upgrade
PS Ratio,2.92,3.04,3.83,3.39,3.31,3.36,3.61,3.48,3.64,3.93,3.51,2.73,3.09,2.73,4.28,3.81,3.98,3.93,3.59,4.76,4.85,4.69,4.66,4.89,4.75,4.74,4.57,3.67,3.34,3.29,3.25,3.30,3.37,3.25,3.49,2.95,3.19,3.32,3.33,2.81,2.52,Upgrade
PB Ratio,1.13,1.17,1.52,1.38,1.31,1.32,1.34,1.30,1.30,1.35,1.16,0.90,1.05,0.97,1.60,1.44,1.50,1.49,1.37,1.82,1.87,1.81,1.79,1.85,1.78,1.77,1.72,1.38,1.26,1.27,1.25,1.26,1.29,1.23,1.33,1.13,1.25,1.31,1.33,1.14,1.02,Upgrade
Debt / Equity Ratio,0.45,0.45,0.37,0.54,0.32,0.38,0.36,0.39,0.35,0.36,0.33,0.35,0.37,0.50,0.33,0.40,0.40,0.50,0.43,0.56,0.55,0.67,0.48,0.63,0.62,0.62,0.63,0.51,0.50,0.48,0.54,0.63,0.60,0.51,0.59,0.55,0.79,0.70,0.74,0.59,0.56,Upgrade
Dividend Yield,3.09%,0.74%,0.60%,0.69%,0.68%,0.67%,0.62%,0.65%,0.64%,0.61%,0.69%,0.91%,0.79%,0.89%,0.56%,0.59%,0.58%,0.60%,0.62%,0.48%,0.45%,0.43%,0.40%,0.37%,0.40%,0.38%,0.40%,0.50%,0.56%,0.57%,0.58%,0.53%,0.53%,0.56%,0.53%,0.63%,0.58%,0.53%,0.53%,0.63%,0.72%,Upgrade
Payout Ratio,25.40%,25.60%,25.60%,24.20%,26.30%,28.20%,27.90%,24.00%,25.20%,26.40%,27.20%,35.90%,38.90%,45.30%,34.10%,28.40%,29.70%,31.40%,30.10%,32.90%,28.60%,30.10%,29.40%,28.80%,29.70%,29.00%,30.50%,32.70%,32.10%,34.00%,33.30%,30.90%,27.80%,32.20%,29.30%,29.30%,30.40%,31.00%,30.30%,28.40%,30.50%,Upgrade
Buyback Yield / Dilution,0.23%,0.23%,0.57%,1.06%,1.80%,2.28%,2.96%,2.47%,1.55%,0.79%,-0.18%,-0.13%,0.29%,0.92%,1.76%,1.72%,1.32%,0.74%,-0.11%,-0.12%,-0.12%,-0.18%,-0.27%,-0.27%,-0.28%,0.08%,0.82%,1.14%,1.37%,1.27%,0.63%,0.37%,1.03%,1.84%,1.89%,2.02%,1.19%,0.03%,-0.18%,-0.32%,-0.39%,Upgrade
Total Shareholder Return,3.32%,0.97%,1.17%,1.75%,2.48%,2.95%,3.58%,3.13%,2.20%,1.40%,0.52%,0.78%,1.08%,1.81%,2.32%,2.31%,1.90%,1.34%,0.51%,0.36%,0.33%,0.25%,0.14%,0.11%,0.11%,0.46%,1.23%,1.64%,1.93%,1.84%,1.22%,0.91%,1.56%,2.40%,2.42%,2.65%,1.78%,0.56%,0.36%,0.31%,0.33%,Upgrade
