Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"23,450","25,335","24,371","23,700","25,823","34,485","44,195","44,638","44,911","39,116","34,280","29,104","28,102","23,049","28,471","26,913","25,944","23,655","22,217","26,552","28,110","26,393","25,426","21,788","17,905","16,589","18,321","16,529","18,111","18,231","17,951","17,794","20,255","21,114","22,271","20,623","22,177","21,595","21,856","18,712","18,984",Upgrade
Market Cap Growth,-,-26.54%,-44.86%,-46.91%,-42.50%,-11.84%,28.93%,53.38%,59.81%,69.70%,20.40%,8.14%,8.32%,-2.56%,28.15%,1.36%,-7.71%,-10.37%,-12.62%,21.86%,57.00%,59.10%,38.78%,31.82%,-1.14%,-9.01%,2.06%,-7.11%,-10.58%,-13.65%,-19.40%,-13.72%,-8.67%,-2.23%,1.90%,10.22%,16.82%,11.86%,31.70%,16.45%,18.20%,Upgrade
Enterprise Value,"21,602","23,564","22,945","21,654","23,912","32,700","42,921","41,362","41,534","36,431","32,282","27,051","26,211","21,660","26,836","24,847","24,296","22,159","20,792","24,461","26,625","24,711","23,523","19,919","16,362","15,008","17,116","15,128","16,836","16,908","16,779","16,630","18,986","19,303","20,765","18,979","20,473","19,856","20,458","17,018","17,528",Upgrade
PE Ratio,17.04,17.95,15.64,11.66,10.65,11.89,14.34,14.28,15.01,14.08,14.45,13.63,13.79,11.75,13.36,13.89,13.14,12.47,12.09,14.49,17.13,16.86,16.98,14.24,12.20,12.79,15.08,14.52,16.65,14.97,14.68,14.40,16.05,17.10,18.11,17.17,18.99,19.45,20.86,18.86,19.59,Upgrade
PS Ratio,3.79,4.11,3.76,3.42,3.54,4.47,5.76,6.00,6.34,5.95,5.52,4.90,4.87,4.01,5.07,4.93,4.79,4.40,4.14,4.95,5.40,5.23,5.24,4.63,3.92,3.75,4.28,3.95,4.38,4.37,4.27,4.27,4.89,5.21,5.59,5.30,5.91,5.96,6.27,5.60,5.88,Upgrade
PB Ratio,2.58,2.80,2.76,2.66,2.88,3.81,4.90,5.40,5.69,4.88,4.45,4.08,4.16,3.58,4.01,3.94,3.94,3.75,3.63,4.11,4.60,4.47,4.37,3.94,3.46,3.32,3.66,3.42,3.73,3.83,3.77,3.81,4.08,4.22,4.13,3.95,4.21,4.29,4.54,4.12,4.40,Upgrade
Debt / Equity Ratio,0.04,0.04,0.04,0.04,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,4.61%,1.08%,1.10%,1.14%,1.06%,0.79%,0.55%,0.55%,2.06%,0.63%,0.59%,0.70%,0.73%,0.92%,0.62%,0.67%,0.69%,0.76%,0.76%,0.64%,0.60%,0.65%,0.54%,0.63%,0.77%,0.84%,0.72%,0.81%,0.74%,0.74%,0.73%,0.75%,3.24%,0.64%,0.51%,0.56%,0.52%,0.53%,0.45%,0.53%,0.52%,Upgrade
Payout Ratio,78.60%,66.70%,103.40%,71.90%,81.60%,49.40%,33.60%,32.30%,116.60%,33.80%,26.90%,32.70%,34.90%,62.90%,33.50%,33.60%,34.90%,36.00%,48.60%,29.90%,38.70%,38.70%,40.70%,35.80%,37.50%,36.50%,35.30%,41.50%,66.70%,44.60%,43.30%,48.10%,196.90%,44.80%,36.40%,38.30%,37.90%,37.90%,34.50%,36.90%,40.00%,Upgrade
Buyback Yield / Dilution,1.62%,1.62%,0.57%,0.55%,-0.19%,-0.06%,0.74%,0.02%,0.30%,3.43%,3.10%,3.64%,3.77%,0.09%,2.90%,3.14%,2.34%,3.35%,0.68%,-1.18%,-0.36%,-0.42%,0.46%,3.30%,2.79%,1.92%,3.05%,2.99%,4.75%,4.81%,3.20%,2.60%,0.82%,0.57%,0.58%,-1.12%,-1.31%,-1.70%,-2.37%,-2.48%,-1.66%,Upgrade
Total Shareholder Return,6.25%,2.70%,1.67%,1.69%,0.86%,0.73%,1.29%,0.57%,2.37%,4.06%,3.69%,4.34%,4.50%,1.02%,3.52%,3.80%,3.03%,4.11%,1.44%,-0.54%,0.24%,0.23%,1.00%,3.93%,3.56%,2.76%,3.77%,3.80%,5.49%,5.55%,3.92%,3.35%,4.06%,1.22%,1.09%,-0.56%,-0.79%,-1.17%,-1.92%,-1.95%,-1.14%,Upgrade
