Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,81,86,96,101,105,114,113,108,101,96,83,64,71,87,102,111,102,104,95,94,91,84,86,80,79,81,79,64,61,51,52,52,53,54,55,59,49,44,47,35,31,Upgrade
Market Cap Growth,-,-23.96%,-15.64%,-6.43%,3.97%,18.96%,36.26%,68.39%,42.83%,9.48%,-18.26%,-42.13%,-30.62%,-16.30%,7.52%,17.28%,12.35%,24.77%,10.19%,17.70%,14.76%,2.98%,9.35%,26.35%,29.49%,60.62%,51.72%,23.15%,15.34%,-6.82%,-6.59%,-12.56%,7.95%,23.73%,18.53%,70.03%,56.19%,69.31%,204.55%,149.06%,136.07%,Upgrade
Enterprise Value,73,79,59,82,10,84,19,-41,0,-20,-3,-12,5,52,57,48,85,89,74,46,59,57,48,50,54,76,58,38,51,46,21,51,23,41,9,2,-32,-56,-74,-23,1,Upgrade
PE Ratio,9.66,10.55,11.89,13.29,11.16,9.77,8.36,7.35,7.11,7.75,8.07,7.62,9.55,11.54,13.06,12.44,10.66,12.40,11.49,15.07,16.96,18.02,19.51,14.08,14.78,14.01,12.37,11.04,11.80,11.83,18.18,16.41,15.08,11.01,9.78,2.70,1.87,1.72,1.90,4.31,11.59,Upgrade
PS Ratio,1.98,2.12,2.39,2.57,2.52,2.54,2.43,2.27,2.16,2.18,2.01,1.62,1.84,2.27,2.66,2.90,2.64,2.85,2.59,2.66,2.60,2.44,2.52,2.31,2.32,2.36,2.27,1.91,1.90,1.67,1.87,1.79,1.79,1.72,1.65,1.71,1.29,1.20,1.34,1.04,1.11,Upgrade
PB Ratio,0.81,0.86,0.98,1.13,1.09,1.13,1.03,0.98,0.93,0.91,0.81,0.63,0.72,0.92,1.10,1.22,1.15,1.22,1.14,1.18,1.11,1.02,1.06,1.00,1.00,1.05,1.03,0.85,0.83,0.71,0.74,0.75,0.78,0.81,0.73,0.73,0.62,0.50,0.55,0.52,0.51,Upgrade
Debt / Equity Ratio,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.09,0.09,0.12,0.12,0.13,0.13,0.15,0.15,0.15,-,-,-,-,-,-,-,Upgrade
Dividend Yield,1.44%,0.31%,0.28%,0.27%,0.26%,0.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,12.70%,15.80%,10.50%,14.30%,11.50%,17.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,1.87%,1.87%,2.47%,2.88%,4.05%,3.81%,5.00%,3.97%,2.10%,2.00%,0.15%,0.15%,0.20%,-0.12%,-0.40%,-5.08%,-7.54%,-7.50%,-7.27%,-2.49%,-0.20%,-0.20%,-0.19%,-0.19%,-0.20%,-0.20%,-0.13%,-0.13%,-0.13%,-0.13%,-0.28%,-0.28%,-0.72%,-0.72%,-1.04%,-1.76%,-0.95%,-0.56%,-0.02%,0.69%,0.39%,Upgrade
Total Shareholder Return,3.31%,2.18%,2.75%,3.14%,4.31%,4.05%,5.00%,3.97%,2.10%,2.00%,0.15%,0.15%,0.20%,-0.12%,-0.40%,-5.08%,-7.54%,-7.50%,-7.27%,-2.49%,-0.20%,-0.20%,-0.19%,-0.19%,-0.20%,-0.20%,-0.13%,-0.13%,-0.13%,-0.13%,-0.28%,-0.28%,-0.72%,-0.72%,-1.04%,-1.76%,-0.95%,-0.56%,-0.02%,0.69%,0.39%,Upgrade
