Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+67 Quarters
Market Capitalization,"12,068","13,480","13,178","10,725","11,653","14,019","16,805","14,945","16,133","14,960","12,610","10,081","10,387","8,293","12,940","14,536","17,663","16,885","15,218","16,028","17,314","19,133","24,001","24,823","25,141","23,823","22,513","20,493","19,519","23,143","22,147","22,871","30,328","31,912","34,461","34,147","36,306","34,179","36,418","32,109","28,919",Upgrade
Market Cap Growth,-,-3.85%,-21.58%,-28.24%,-27.77%,-6.29%,33.27%,48.25%,55.33%,80.39%,-2.55%,-30.65%,-41.20%,-50.88%,-14.97%,-9.31%,2.02%,-11.75%,-36.59%,-35.43%,-31.13%,-19.69%,6.61%,21.13%,28.80%,2.94%,1.65%,-10.40%,-35.64%,-27.48%,-35.73%,-33.02%,-16.46%,-6.63%,-5.37%,6.35%,25.54%,6.64%,36.47%,20.76%,21.08%,Upgrade
Enterprise Value,"18,792","20,241","18,750","15,305","16,609","17,955","20,324","17,886","18,975","16,413","13,930","12,529","5,094","3,877","8,078","9,326","12,634","11,670","9,290","9,846","11,389","11,485","16,126","17,171","17,783","16,727","15,793","14,093","13,441","17,268","15,998","16,658","24,105","26,268","28,675","28,700","30,798","29,498","31,976","28,081","25,077",Upgrade
PE Ratio,14.47,15.88,13.12,8.30,6.76,7.35,8.67,8.16,12.97,13.65,15.89,12.62,10.12,8.45,10.19,12.16,12.69,10.91,9.37,20.97,25.20,27.50,35.65,14.63,14.42,13.39,13.10,11.87,12.10,13.85,11.56,11.24,13.09,13.34,14.68,14.32,16.12,15.35,16.27,14.93,13.56,Upgrade
PS Ratio,1.53,1.71,1.64,1.30,1.37,1.62,1.94,1.77,2.03,2.16,2.04,1.81,1.99,1.50,2.29,2.56,3.08,2.90,2.54,2.58,2.70,2.96,3.72,3.88,3.94,3.72,3.51,3.10,2.84,3.19,2.90,2.88,3.69,3.82,4.08,4.02,4.36,4.13,4.45,4.02,3.70,Upgrade
PB Ratio,1.02,1.14,1.13,0.94,1.01,1.22,1.46,1.33,1.48,1.42,1.21,1.00,1.03,0.84,1.28,1.47,1.78,1.71,1.56,1.62,1.76,1.90,2.04,1.97,2.03,1.95,1.88,1.72,1.66,1.97,1.88,1.93,2.51,2.70,2.98,2.95,3.21,3.15,3.24,3.19,2.96,Upgrade
Debt / Equity Ratio,0.93,0.93,0.86,0.82,0.82,0.78,0.70,0.68,0.66,0.55,0.55,0.64,0.17,0.16,0.11,0.08,0.07,0.07,0.07,0.07,0.07,0.11,0.09,0.09,0.12,0.14,0.14,0.17,0.18,0.18,0.18,0.18,0.18,0.21,0.18,0.19,0.19,0.21,0.20,0.23,0.24,Upgrade
Dividend Yield,4.90%,1.11%,1.14%,1.35%,1.24%,1.04%,0.87%,0.94%,0.88%,0.95%,1.12%,2.65%,-,1.62%,1.04%,0.90%,0.75%,0.78%,0.88%,0.76%,0.72%,9.31%,0.53%,0.45%,0.45%,0.47%,0.51%,0.51%,0.54%,0.46%,0.49%,0.40%,0.31%,0.29%,0.27%,0.22%,0.21%,0.22%,0.21%,0.20%,0.21%,Upgrade
Payout Ratio,71.10%,78.90%,93.80%,63.00%,58.00%,42.60%,32.60%,21.40%,32.60%,37.80%,41.80%,360.00%,0.00%,168.80%,38.60%,42.60%,54.20%,36.10%,48.10%,24.50%,30.70%,408.90%,-21.70%,26.30%,27.40%,27.00%,26.00%,22.00%,23.40%,29.50%,24.30%,25.40%,18.30%,15.30%,16.50%,11.80%,13.00%,13.50%,12.50%,12.50%,11.10%,Upgrade
Buyback Yield / Dilution,0.35%,0.35%,0.45%,0.89%,0.87%,0.65%,0.55%,-1.51%,-1.82%,-1.71%,-1.31%,1.65%,2.41%,2.48%,2.93%,4.44%,6.04%,7.65%,7.37%,5.49%,3.76%,2.41%,2.62%,3.20%,4.04%,4.61%,5.43%,6.14%,5.44%,4.69%,3.36%,1.83%,1.45%,1.43%,1.34%,1.56%,1.59%,1.06%,0.95%,0.41%,1.20%,Upgrade
Total Shareholder Return,5.26%,1.47%,1.58%,2.24%,2.12%,1.69%,1.42%,-0.57%,-0.95%,-0.77%,-0.19%,4.30%,2.41%,4.09%,3.97%,5.34%,6.79%,8.43%,8.24%,6.25%,4.48%,11.72%,3.15%,3.65%,4.48%,5.09%,5.94%,6.65%,5.98%,5.15%,3.84%,2.24%,1.76%,1.72%,1.61%,1.78%,1.80%,1.28%,1.16%,0.61%,1.41%,Upgrade
