Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+11 Quarters
Market Capitalization,76,78,65,77,80,102,105,114,110,90,77,49,42,32,119,141,127,169,145,208,189,217,284,325,348,419,409,418,367,369,424,430,516,537,543,617,683,629,556,458,390,Upgrade
Market Cap Growth,-,-24.24%,-38.06%,-32.83%,-27.13%,14.21%,36.54%,134.88%,164.73%,183.21%,-35.07%,-65.58%,-67.31%,-81.31%,-18.05%,-32.20%,-32.56%,-21.86%,-49.04%,-36.01%,-45.70%,-48.24%,-30.49%,-22.17%,-5.13%,13.65%,-3.44%,-2.73%,-28.89%,-31.42%,-21.93%,-30.43%,-24.44%,-14.53%,-2.41%,34.76%,75.18%,38.41%,120.52%,88.01%,86.92%,Upgrade
Enterprise Value,144,146,126,132,134,142,124,122,135,108,92,143,140,142,241,309,344,494,480,542,469,585,701,704,746,859,814,815,871,868,987,"1,021","1,066","1,087","1,092","1,102","1,074","1,010",873,706,655,Upgrade
PE Ratio,-24.07,-24.07,-9.37,-12.55,-9.46,13.29,8.41,89.26,11.50,8.77,-1.01,-0.74,-0.42,-0.23,-1.44,-1.46,-1.44,-2.00,-1.63,-1.88,-1.90,-3.10,-5.33,-21.57,-56.58,85.99,23.29,-14.94,-8.88,-7.84,-11.88,-29.11,48.34,28.45,27.76,11.84,11.68,13.97,12.61,11.62,12.32,Upgrade
PS Ratio,4.12,4.22,3.81,4.93,5.43,5.16,4.65,3.53,3.41,3.20,2.87,2.26,1.65,0.98,3.00,3.05,2.39,3.03,2.40,3.11,2.56,2.60,3.13,3.38,3.44,3.95,3.64,3.46,2.82,2.68,2.95,2.88,3.42,3.51,3.68,4.43,5.31,5.51,5.40,5.15,5.16,Upgrade
PB Ratio,0.58,0.59,0.52,0.63,0.62,0.74,0.71,0.79,0.70,0.59,0.54,0.32,0.28,0.22,0.54,0.65,0.51,0.61,0.47,0.65,0.54,0.57,0.68,0.71,0.72,0.86,0.80,0.81,0.69,0.69,0.75,0.69,0.78,0.80,0.79,0.85,1.03,1.07,1.09,0.90,0.93,Upgrade
Debt / Equity Ratio,0.60,0.60,0.63,0.65,0.60,0.56,0.52,0.54,0.49,0.51,0.54,1.00,1.01,1.21,0.93,1.16,1.07,1.43,1.30,1.28,1.21,1.14,1.11,1.06,1.07,1.07,0.99,0.97,0.96,0.95,1.04,0.98,0.88,0.86,0.86,0.71,0.62,0.69,0.71,0.50,0.66,Upgrade
Dividend Yield,0.34%,-,-,0.34%,-,-,-,-,-,-,-,-,-,6.02%,4.88%,-,-,1.61%,3.76%,2.62%,2.88%,4.02%,3.07%,2.68%,2.50%,2.86%,2.93%,2.88%,4.48%,4.54%,3.99%,3.87%,3.36%,3.27%,4.00%,3.29%,2.74%,2.58%,2.67%,2.82%,3.02%,Upgrade
Payout Ratio,-10.70%,0.00%,0.00%,-6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.40%,139.00%,0.00%,0.00%,-11.10%,-55.60%,-22.90%,-20.40%,-30.20%,-27.10%,-69.60%,266.70%,-100.00%,183.30%,-366.70%,115.40%,3000.00%,-42.90%,-103.40%,214.30%,150.00%,-119.40%,284.60%,112.10%,132.10%,102.80%,82.20%,360.00%,Upgrade
Buyback Yield / Dilution,12.62%,12.62%,16.54%,15.93%,17.93%,11.73%,7.58%,4.98%,1.49%,0.26%,-,-,-,-,0.00%,0.00%,-,-,-,0.00%,-,-,-,0.49%,0.53%,2.31%,3.24%,1.20%,5.35%,4.68%,4.14%,-0.82%,-14.56%,-33.31%,-46.24%,-57.33%,-54.64%,-53.06%,-62.16%,-77.18%,-88.55%,Upgrade
Total Shareholder Return,12.96%,12.62%,16.54%,16.27%,17.93%,11.73%,7.58%,4.98%,1.49%,0.26%,-,-,-,6.02%,4.88%,0.00%,-,1.61%,3.76%,2.62%,2.88%,4.02%,3.07%,3.17%,3.03%,5.17%,6.17%,4.09%,9.83%,9.22%,8.13%,3.05%,-11.20%,-30.04%,-42.23%,-54.04%,-51.91%,-50.48%,-59.49%,-74.36%,-85.54%,Upgrade
