Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+53 Quarters
Market Capitalization,231,262,321,298,328,381,418,374,392,412,367,255,287,269,445,407,416,372,367,441,431,406,404,376,340,379,367,260,222,241,234,214,236,228,242,234,223,227,228,223,209,Upgrade
Market Cap Growth,-,-31.32%,-23.40%,-20.35%,-16.42%,-7.61%,13.89%,46.70%,36.76%,53.36%,-17.50%,-37.38%,-31.01%,-27.77%,21.26%,-7.64%,-3.50%,-8.26%,-9.14%,17.41%,26.87%,7.13%,10.23%,44.24%,53.23%,57.31%,56.83%,21.73%,-5.97%,5.44%,-3.42%,-8.61%,5.64%,0.75%,5.99%,5.05%,6.75%,22.14%,41.67%,28.91%,49.70%,Upgrade
Enterprise Value,544,574,656,511,369,320,352,129,124,158,513,396,370,300,446,429,415,358,400,443,398,396,399,376,308,330,354,310,307,259,303,250,245,320,254,255,219,191,187,199,175,Upgrade
PE Ratio,6.60,7.48,9.52,8.24,8.90,9.69,9.73,8.83,9.31,10.65,10.37,7.14,8.35,7.71,12.38,11.78,12.71,11.69,12.38,17.09,17.59,18.71,20.69,17.88,17.69,20.95,20.88,14.96,12.38,13.11,12.94,13.08,15.21,15.05,15.89,15.15,14.61,15.28,17.09,19.22,21.19,Upgrade
PS Ratio,1.73,1.96,2.47,2.22,2.44,2.80,2.97,2.70,2.87,3.19,3.00,2.13,2.47,2.30,3.76,3.51,3.64,3.31,3.35,3.97,3.98,3.93,4.10,4.07,3.78,4.36,4.34,3.19,2.81,3.06,3.00,2.83,3.20,3.23,3.57,3.59,3.51,3.62,3.73,3.71,3.64,Upgrade
PB Ratio,0.75,0.85,1.06,1.01,1.10,1.17,1.15,1.03,1.10,1.19,1.07,0.76,0.88,0.84,1.44,1.34,1.40,1.31,1.35,1.68,1.66,1.59,1.58,1.72,1.57,1.80,1.78,1.25,1.12,1.24,1.23,1.14,1.27,1.21,1.29,1.26,1.19,1.23,1.26,1.25,1.19,Upgrade
Debt / Equity Ratio,1.29,1.29,1.36,1.02,0.68,0.59,0.53,0.49,0.30,0.26,0.63,0.68,0.73,0.43,0.26,0.34,0.23,0.19,0.39,0.26,0.20,0.21,0.25,0.25,0.21,0.21,0.52,0.55,0.70,0.32,0.62,0.45,0.30,0.74,0.33,0.32,0.24,0.20,0.20,0.21,0.19,Upgrade
Dividend Yield,5.88%,1.34%,1.07%,1.16%,1.05%,0.91%,0.80%,0.90%,0.82%,0.78%,0.81%,1.21%,1.06%,1.14%,0.66%,0.72%,0.67%,0.75%,0.67%,0.56%,0.57%,0.61%,0.53%,0.52%,0.58%,0.52%,0.46%,0.64%,0.73%,0.67%,0.63%,0.69%,0.58%,0.60%,0.52%,0.54%,0.51%,0.51%,0.44%,0.45%,0.41%,Upgrade
Payout Ratio,39.30%,39.70%,47.90%,34.80%,37.10%,46.90%,34.90%,31.40%,27.30%,28.80%,33.90%,29.40%,36.40%,39.20%,31.10%,32.80%,31.00%,31.00%,31.40%,34.80%,30.80%,36.40%,53.80%,34.10%,36.80%,42.40%,30.00%,42.90%,38.70%,40.00%,27.50%,33.30%,29.40%,37.00%,33.30%,36.00%,26.70%,29.60%,25.90%,29.20%,22.20%,Upgrade
Buyback Yield / Dilution,-1.18%,-1.18%,2.32%,2.15%,2.42%,1.53%,-3.05%,0.28%,-0.91%,-0.10%,3.55%,0.31%,1.43%,0.70%,0.28%,0.06%,-0.19%,-0.23%,-0.29%,-10.21%,-10.13%,-10.01%,-10.58%,-0.79%,-4.61%,-4.65%,-4.15%,-3.13%,2.14%,3.03%,3.75%,4.20%,3.70%,3.95%,3.47%,1.79%,0.10%,-1.26%,-1.80%,-1.35%,-0.85%,Upgrade
Total Shareholder Return,4.80%,0.15%,3.40%,3.31%,3.47%,2.44%,-2.24%,1.19%,-0.08%,0.68%,4.36%,1.51%,2.49%,1.84%,0.93%,0.78%,0.48%,0.52%,0.38%,-9.65%,-9.55%,-9.40%,-10.05%,-0.27%,-4.03%,-4.14%,-3.69%,-2.49%,2.86%,3.70%,4.38%,4.89%,4.28%,4.56%,3.98%,2.33%,0.61%,-0.75%,-1.36%,-0.90%,-0.44%,Upgrade
