Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"10,615","10,573","11,453","10,012","12,182","13,194","11,962","11,386","12,358","12,112","10,573","8,139","8,725","8,425","12,165","13,372","12,781","11,768","11,983","12,389","12,396","13,385","14,386","13,618","13,210","11,953","11,225","9,307","8,498","8,697","9,500","9,440","10,326","11,187","10,450","10,266","10,910","11,527","11,568","10,297","8,797",Upgrade
Market Cap Growth,-,-19.86%,-4.25%,-12.07%,-1.42%,8.93%,13.13%,39.90%,41.64%,43.77%,-13.08%,-39.13%,-31.74%,-28.41%,1.52%,7.93%,3.11%,-12.08%,-16.70%,-9.02%,-6.16%,11.97%,28.16%,46.32%,55.44%,37.44%,18.17%,-1.41%,-17.70%,-22.25%,-9.09%,-8.04%,-5.36%,-2.95%,-9.66%,-0.30%,24.02%,30.86%,53.30%,42.62%,17.82%,Upgrade
Enterprise Value,"12,949","12,872","13,759","12,289","14,402","15,612","14,205","13,539","14,673","14,301","12,930","10,473","10,819","10,248","14,602","15,710","15,188","14,226","14,353","14,759","14,817","15,812","16,889","16,192","15,696","14,364","13,664","11,726","10,917","11,163","11,673","11,765","12,741","13,546","12,819","13,127","13,813","14,428","13,933","12,671","11,247",Upgrade
PE Ratio,12.21,12.04,12.81,11.20,11.92,11.13,9.95,8.61,9.65,11.39,15.32,14.13,18.56,14.11,12.17,20.80,14.66,13.62,14.74,11.06,13.36,14.39,16.00,14.85,11.84,11.35,13.07,16.98,22.19,27.88,19.83,12.64,13.21,12.28,15.12,14.38,14.11,16.47,12.35,14.56,13.41,Upgrade
PS Ratio,0.88,0.87,0.96,0.85,1.03,1.11,1.00,0.97,1.06,1.06,0.98,0.76,0.83,0.81,1.13,1.29,1.24,1.14,1.18,1.22,1.25,1.37,1.51,1.44,1.39,1.26,1.20,1.01,0.95,0.97,1.04,1.02,1.09,1.17,1.08,1.04,1.10,1.16,1.17,1.07,0.91,Upgrade
PB Ratio,1.23,1.22,1.34,1.24,1.28,1.22,0.93,0.90,0.98,1.00,0.83,0.68,0.75,0.81,1.00,1.10,1.06,1.03,1.07,1.08,1.09,1.17,1.18,1.12,1.10,1.02,0.94,0.76,0.72,0.76,0.81,0.77,0.84,0.90,0.82,0.79,0.84,0.92,0.91,0.85,0.74,Upgrade
Debt / Equity Ratio,0.32,0.32,0.33,0.34,0.29,0.26,0.22,0.22,0.22,0.23,0.22,0.23,0.23,0.26,0.22,0.22,0.22,0.23,0.24,0.23,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.24,0.22,0.21,0.21,0.21,0.20,0.24,0.24,0.25,0.20,0.21,0.22,Upgrade
Dividend Yield,7.25%,4.17%,0.95%,1.09%,0.90%,4.96%,0.87%,0.91%,0.84%,2.55%,0.95%,1.24%,1.15%,7.64%,0.78%,0.71%,0.75%,5.44%,0.80%,0.77%,0.66%,4.68%,0.57%,0.60%,0.51%,5.11%,0.60%,0.73%,0.80%,7.01%,0.71%,0.72%,0.66%,0.60%,0.65%,0.66%,0.62%,2.93%,0.47%,0.52%,0.61%,Upgrade
Payout Ratio,87.30%,147.30%,44.00%,85.10%,53.30%,222.20%,38.80%,40.40%,28.10%,98.30%,26.10%,46.80%,66.10%,-1030.40%,35.00%,89.70%,34.00%,186.50%,-112.90%,28.20%,30.30%,215.00%,36.10%,56.60%,24.80%,234.40%,27.80%,19.70%,32.50%,900.00%,-96.20%,37.90%,49.00%,29.10%,34.20%,31.60%,25.30%,2500.00%,24.40%,19.80%,27.80%,Upgrade
Buyback Yield / Dilution,0.22%,0.22%,0.22%,0.15%,0.07%,0.04%,-0.04%,-0.15%,-0.29%,-0.52%,-0.07%,0.11%,0.15%,0.40%,0.11%,-0.04%,-0.04%,-0.07%,-0.15%,-0.15%,-0.18%,-0.26%,-0.37%,-0.33%,-0.37%,-0.30%,-0.26%,-0.15%,-0.07%,-0.07%,-0.04%,-0.07%,-0.04%,-0.07%,-0.04%,-0.15%,-0.19%,-0.22%,-0.26%,-0.15%,-0.11%,Upgrade
Total Shareholder Return,7.44%,4.39%,1.17%,1.23%,0.97%,5.00%,0.83%,0.76%,0.54%,2.03%,0.88%,1.35%,1.30%,8.04%,0.89%,0.68%,0.71%,5.37%,0.65%,0.62%,0.48%,4.42%,0.20%,0.27%,0.15%,4.82%,0.35%,0.58%,0.72%,6.93%,0.68%,0.64%,0.62%,0.53%,0.61%,0.51%,0.43%,2.71%,0.21%,0.38%,0.50%,Upgrade
