Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,842,"1,759","1,943","2,422","2,454","3,610","5,330","3,125","4,611","3,008","4,259","2,783","1,498",910,"1,309",884,"1,246","1,124",851,"1,171","1,204",901,879,792,666,420,454,490,380,280,276,213,232,222,193,236,-,-,-,-,-,Upgrade
Market Cap Growth,-,-51.26%,-63.54%,-22.51%,-46.78%,20.00%,25.14%,12.30%,207.69%,230.59%,225.34%,214.65%,20.25%,-19.04%,53.86%,-24.48%,3.51%,24.82%,-3.23%,47.83%,80.74%,114.60%,93.66%,61.55%,75.42%,50.02%,64.49%,129.75%,63.65%,25.79%,43.32%,-9.63%,-,-,-,-,-,-,-,-,-,Upgrade
Enterprise Value,668,"1,600","1,771","2,279","2,252","3,392","5,103","2,897","4,385","2,778","4,023","2,693","1,419",835,"1,235",809,"1,172","1,052",781,"1,104","1,083",845,825,740,615,371,405,445,335,238,233,169,184,169,132,173,0,-2,-8,-,-,Upgrade
PE Ratio,-29.03,-29.03,-43.50,-57.07,-67.53,-113.03,-150.01,-97.69,-166.27,-175.36,-729.30,-1634.95,914.79,-552.84,-723.68,-325.13,-542.50,-1512.85,-917.88,-785.97,-525.91,-599.96,-585.01,-331.73,-150.32,-72.28,-65.84,-59.99,-33.96,-18.85,-16.04,-11.55,-10.38,-10.49,-9.09,-11.75,-,-,-,-,-,Upgrade
PS Ratio,0.87,1.84,2.15,2.84,3.06,4.81,7.63,4.83,7.74,5.52,8.48,5.99,3.45,2.23,3.41,2.45,3.67,3.50,2.80,4.07,4.41,3.50,3.62,3.48,3.13,2.10,2.41,2.77,2.28,1.79,1.88,1.54,1.77,1.80,1.66,2.19,-,-,-,-,-,Upgrade
PB Ratio,2.81,5.97,6.37,7.92,7.80,10.99,16.04,9.41,13.80,8.95,12.53,19.28,10.56,6.65,9.57,6.66,9.51,8.65,6.59,9.16,10.36,18.67,18.15,16.52,14.13,9.31,10.15,10.95,8.35,6.31,6.09,4.50,4.49,4.05,3.25,3.77,-,-,-,-,-,Upgrade
Debt / Equity Ratio,0.35,0.35,0.23,0.18,0.17,0.17,-,-,-,-,-,0.21,0.19,0.22,0.19,0.17,0.15,0.14,0.10,0.07,0.16,0.31,0.19,0.15,0.13,0.11,0.11,0.09,0.02,0.02,-,-,-,-,0.25,0.24,-0.66,-0.71,-0.79,-,-,Upgrade
Current Ratio,1.64,1.64,1.62,1.50,1.78,1.88,1.75,1.85,1.95,2.08,2.24,1.56,1.63,1.69,1.73,1.77,1.80,1.85,1.87,1.80,3.04,1.88,1.89,1.88,1.93,1.94,2.15,2.24,2.23,2.27,2.27,2.38,2.72,3.01,3.76,4.15,1.13,1.26,1.53,-,-,Upgrade
Buyback Yield / Dilution,-1.30%,-1.30%,-1.29%,-1.28%,-1.48%,-2.22%,-6.77%,-13.71%,-9.42%,-13.41%,-8.78%,2.67%,-6.00%,-2.08%,-3.22%,-0.04%,-12.66%,-13.38%,-12.95%,-9.88%,6.15%,-3.39%,-2.85%,-15.25%,-15.47%,-4.48%,-4.18%,-3.52%,-2.72%,-2.42%,-115.38%,-33.07%,-1688.42%,-1693.75%,-851.23%,-1377.27%,-11.84%,-39.18%,-62.91%,-,-,Upgrade
Total Shareholder Return,-1.30%,-1.30%,-1.29%,-1.28%,-1.48%,-2.22%,-6.77%,-13.71%,-9.42%,-13.41%,-8.78%,2.67%,-6.00%,-2.08%,-3.22%,-0.04%,-12.66%,-13.38%,-12.95%,-9.88%,6.15%,-3.39%,-2.85%,-15.25%,-15.47%,-4.48%,-4.18%,-3.52%,-2.72%,-2.42%,-115.38%,-33.07%,-1688.42%,-1693.75%,-851.23%,-1377.27%,-11.84%,-39.18%,-62.91%,-,-,Upgrade
