Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+47 Quarters
Market Capitalization,"1,061","1,103","1,242","1,202","1,431","1,333","1,274","1,187","1,173","1,255","1,160","1,041","1,168","1,299","1,423","1,559","1,463","1,332","1,251","1,370","1,306","1,170","1,224","1,161","1,039","1,062","1,117","1,019",933,861,851,817,871,897,961,809,795,829,866,815,749,Upgrade
Market Cap Growth,-,-17.26%,-2.52%,1.25%,22.04%,6.23%,9.80%,14.01%,0.46%,-3.39%,-18.49%,-33.19%,-20.22%,-2.50%,13.82%,13.81%,12.10%,13.89%,2.20%,17.95%,25.59%,10.13%,9.59%,13.97%,11.36%,23.33%,31.22%,24.68%,7.18%,-3.98%,-11.43%,1.02%,9.59%,8.22%,10.89%,-0.76%,6.04%,9.94%,22.49%,16.07%,20.51%,Upgrade
Enterprise Value,"1,099","1,155","1,275","1,223","1,448","1,354","1,267","1,200","1,149","1,263","1,167","1,044","1,186","1,321","1,413","1,547","1,462","1,346","1,213","1,318","1,287","1,145","1,182","1,129","1,005","1,030","1,097",967,889,825,803,774,850,872,918,781,757,813,811,777,714,Upgrade
PE Ratio,39.56,41.80,26.67,22.27,19.71,13.02,9.75,7.83,6.84,7.11,8.40,9.19,13.86,19.20,14.29,17.35,14.19,12.81,15.03,17.99,20.02,19.66,19.61,18.42,16.33,16.61,17.29,16.19,16.58,25.41,-61.43,-59.34,-84.41,73.77,16.19,13.34,12.64,13.93,14.12,13.75,13.40,Upgrade
PS Ratio,1.28,1.35,1.56,1.51,1.75,1.55,1.44,1.33,1.30,1.41,1.37,1.25,1.41,1.55,1.62,1.82,1.71,1.57,1.50,1.62,1.55,1.39,1.46,1.40,1.25,1.29,1.36,1.25,1.16,1.08,1.07,1.03,1.10,1.14,1.23,1.05,1.04,1.10,1.16,1.11,1.03,Upgrade
PB Ratio,1.30,1.37,1.53,1.53,1.75,1.55,1.37,1.28,1.27,1.41,1.31,1.24,1.43,1.70,1.76,1.97,1.87,1.76,1.74,1.92,1.87,1.71,1.75,1.65,1.50,1.57,1.67,1.48,1.37,1.31,1.32,1.27,1.35,1.35,1.36,1.15,1.13,1.17,1.25,1.18,1.10,Upgrade
Debt / Equity Ratio,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.04,0.05,0.05,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Dividend Yield,5.05%,1.20%,1.07%,1.10%,0.92%,0.99%,1.06%,1.14%,1.16%,1.07%,1.15%,1.30%,1.17%,1.06%,0.97%,0.89%,0.84%,0.92%,0.98%,0.89%,0.93%,1.04%,0.99%,1.04%,1.02%,1.00%,0.95%,1.04%,1.13%,1.21%,1.22%,1.28%,1.20%,1.16%,1.09%,1.29%,1.15%,1.10%,1.02%,1.14%,1.23%,Upgrade
Payout Ratio,200.00%,-107.10%,53.60%,214.30%,166.70%,169.80%,40.50%,54.50%,36.00%,36.90%,24.80%,30.10%,32.10%,-692.30%,48.90%,88.20%,47.10%,40.60%,66.70%,42.10%,45.20%,133.30%,106.70%,67.20%,50.00%,87.50%,88.60%,56.50%,49.30%,83.30%,101.40%,87.50%,-1000.00%,-29.50%,100.00%,68.00%,42.90%,75.90%,80.00%,52.20%,51.30%,Upgrade
Buyback Yield / Dilution,-0.23%,-0.23%,1.56%,2.44%,2.50%,1.07%,-0.48%,-0.33%,1.04%,3.00%,3.10%,2.15%,0.71%,-0.27%,-0.48%,-0.73%,-0.87%,-0.75%,-0.64%,-0.58%,-0.66%,-0.63%,-0.63%,-0.57%,-0.49%,-1.08%,-1.30%,-1.13%,-1.09%,-0.75%,0.36%,0.02%,2.20%,2.83%,-1.86%,3.37%,1.35%,0.66%,4.34%,-0.72%,-0.73%,Upgrade
Total Shareholder Return,4.88%,0.97%,2.62%,3.54%,3.42%,2.06%,0.58%,0.81%,2.19%,4.07%,4.25%,3.45%,1.88%,0.79%,0.49%,0.16%,-0.03%,0.16%,0.34%,0.31%,0.28%,0.41%,0.36%,0.48%,0.53%,-0.08%,-0.35%,-0.10%,0.04%,0.46%,1.58%,1.29%,3.40%,3.99%,-0.77%,4.66%,2.49%,1.76%,5.36%,0.42%,0.50%,Upgrade
