Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,843","3,130","4,147","3,927","3,829","4,525","4,343","4,092","3,857","3,644","2,940","1,624","1,829","1,703","3,827","3,285","3,434","3,462","2,951","4,058","3,979","4,408","4,216","4,106","4,141","3,838","3,343","2,515","2,024","1,779","1,948","2,112","2,486","2,402","2,504","2,624","2,906","3,016","3,012","2,576","2,552",Upgrade
Market Cap Growth,-,-30.83%,-4.52%,-4.05%,-0.74%,24.16%,47.74%,151.95%,110.88%,114.02%,-23.18%,-50.55%,-46.73%,-50.81%,29.68%,-19.06%,-13.69%,-21.46%,-30.01%,-1.17%,-3.93%,14.84%,26.11%,63.27%,104.63%,115.70%,71.63%,19.06%,-18.57%,-25.92%,-22.21%,-19.50%,-14.48%,-20.35%,-16.85%,1.85%,13.86%,14.90%,11.96%,-1.92%,-1.08%,Upgrade
Enterprise Value,"3,843","4,130","5,488","4,975","3,248","2,670","2,143","2,614","3,040","2,973","3,256","2,788","2,808","3,384","6,361","5,253","4,921","4,680","4,271","6,103","6,100","5,845","5,747","5,729","5,869","6,100","4,554","3,596","3,120","2,909","2,992","3,140","3,144","2,824","2,871","3,368","3,480","3,413","3,438","2,847","2,922",Upgrade
PE Ratio,5.48,5.94,7.91,7.58,7.48,9.44,9.38,9.54,10.18,21.06,-65.08,-28.69,-26.83,12.41,11.69,9.91,9.88,10.48,9.12,14.34,15.42,18.43,19.55,19.37,20.73,19.74,22.40,22.30,18.88,18.70,14.82,13.52,15.38,14.40,14.25,15.40,18.51,18.40,18.44,14.67,13.48,Upgrade
PS Ratio,1.98,2.18,2.94,2.83,2.78,3.27,3.16,3.09,3.05,3.95,4.43,2.41,2.71,1.77,3.29,2.88,3.04,3.12,2.69,3.77,3.79,4.27,4.21,4.29,4.56,4.43,4.18,3.36,2.71,2.40,2.47,2.55,2.98,2.85,2.95,3.06,3.33,3.41,3.37,2.88,2.84,Upgrade
PB Ratio,0.81,0.89,1.24,1.24,1.14,1.31,1.18,1.13,1.08,1.07,0.86,0.48,0.55,0.50,1.10,0.92,1.03,1.09,0.96,1.36,1.36,1.52,1.46,1.43,1.47,1.39,1.23,1.01,0.82,0.74,0.81,0.86,1.02,0.99,1.01,1.05,1.17,1.23,1.24,1.09,1.09,Upgrade
Debt / Equity Ratio,1.10,1.10,0.67,0.60,0.30,0.57,0.55,0.58,0.53,0.64,0.63,0.72,0.69,0.89,0.89,0.69,0.60,0.55,0.59,0.84,0.88,0.61,0.70,0.72,0.79,0.96,0.61,0.62,0.63,0.65,0.79,0.63,0.65,0.52,0.62,0.62,0.58,0.44,0.43,0.49,0.52,Upgrade
Dividend Yield,3.36%,0.83%,0.56%,0.59%,0.61%,0.52%,0.54%,0.57%,0.61%,0.64%,0.79%,1.44%,1.27%,1.38%,0.62%,0.71%,0.67%,0.67%,0.78%,0.57%,0.52%,0.47%,0.49%,0.50%,0.49%,0.53%,0.57%,0.74%,0.92%,1.05%,0.95%,0.89%,0.75%,0.80%,0.78%,0.75%,0.68%,0.66%,0.65%,0.77%,0.78%,Upgrade
Payout Ratio,18.30%,20.70%,16.40%,17.30%,19.40%,19.30%,17.30%,18.50%,27.00%,22.30%,22.70%,30.00%,-19.90%,-21.10%,26.20%,35.10%,26.70%,29.70%,24.50%,28.10%,29.30%,28.90%,37.50%,35.30%,40.00%,42.10%,37.50%,40.70%,40.70%,480.00%,126.30%,46.20%,54.50%,49.00%,50.00%,42.90%,50.00%,41.40%,57.10%,60.00%,43.60%,Upgrade
Buyback Yield / Dilution,0.75%,0.75%,1.14%,1.13%,0.73%,-0.15%,-1.12%,-0.70%,-0.80%,0.44%,2.35%,0.07%,-0.54%,-1.62%,-3.19%,-1.08%,-0.41%,-0.44%,-0.28%,-0.66%,-0.73%,-0.94%,-8.32%,-9.40%,-9.25%,-8.95%,-1.86%,0.51%,0.56%,2.50%,5.06%,4.72%,4.94%,3.48%,0.96%,0.32%,1.42%,2.87%,3.15%,4.00%,2.51%,Upgrade
Total Shareholder Return,4.11%,1.58%,1.70%,1.72%,1.34%,0.37%,-0.58%,-0.13%,-0.19%,1.08%,3.14%,1.51%,0.73%,-0.23%,-2.56%,-0.37%,0.26%,0.23%,0.50%,-0.09%,-0.21%,-0.48%,-7.84%,-8.91%,-8.76%,-8.42%,-1.29%,1.25%,1.48%,3.54%,6.01%,5.61%,5.69%,4.28%,1.74%,1.07%,2.10%,3.53%,3.81%,4.77%,3.29%,Upgrade
