Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,159,190,218,163,151,188,201,189,189,187,240,203,214,184,232,109,107,94,90,98,90,86,82,81,74,75,78,73,76,78,78,76,76,78,76,68,61,57,56,56,56,Upgrade
Market Cap Growth,-,0.76%,8.61%,-13.55%,-20.18%,0.47%,-16.46%,-6.91%,-11.82%,1.91%,3.71%,86.19%,100.31%,95.74%,156.21%,10.92%,18.29%,9.19%,10.02%,20.91%,21.59%,14.04%,5.59%,11.04%,-2.40%,-2.98%,-0.71%,-3.36%,0.79%,0.02%,3.23%,11.77%,24.32%,36.78%,34.83%,20.15%,9.43%,7.73%,18.09%,17.31%,20.53%,Upgrade
Enterprise Value,224,255,259,147,153,133,254,164,100,59,173,98,158,162,205,92,101,98,81,109,103,85,73,105,84,97,83,105,113,90,88,78,113,110,104,99,77,69,68,71,77,Upgrade
PE Ratio,6.69,7.99,9.22,7.42,6.89,8.83,9.10,8.93,9.84,10.08,15.38,13.94,18.28,20.93,32.30,18.22,15.37,12.85,12.33,14.28,13.76,13.49,13.32,12.51,11.54,12.05,12.78,13.00,14.15,14.47,13.65,12.44,12.24,12.77,13.33,12.33,11.86,11.14,11.05,11.61,11.65,Upgrade
PS Ratio,1.95,2.33,2.69,2.04,1.88,2.37,2.53,2.41,2.46,2.48,3.44,3.08,3.97,4.18,6.27,3.68,3.63,3.21,3.12,3.41,3.17,3.05,2.95,2.94,2.71,2.77,2.86,2.75,2.91,3.02,3.02,2.90,2.92,3.05,3.09,2.80,2.60,2.42,2.39,2.42,2.39,Upgrade
PB Ratio,0.94,1.13,1.29,1.04,0.91,0.99,0.91,0.84,0.83,0.86,1.06,0.91,1.06,0.94,1.21,1.29,1.25,1.14,1.12,1.27,1.19,1.14,1.07,1.06,0.99,1.03,1.09,0.99,1.05,1.09,1.12,1.09,1.11,1.15,1.15,1.04,0.95,0.91,0.92,0.93,0.92,Upgrade
Debt / Equity Ratio,0.71,0.71,0.50,0.22,0.25,0.18,0.38,0.16,0.03,0.03,0.05,0.06,0.05,0.12,0.17,0.00,0.08,0.24,0.12,0.33,0.32,0.17,0.36,0.48,0.35,0.45,0.28,0.60,0.70,0.35,0.30,0.22,0.78,0.62,0.68,0.65,0.57,0.43,0.53,0.47,0.52,Upgrade
Dividend Yield,4.83%,1.03%,0.90%,1.15%,1.24%,1.00%,0.94%,1.01%,0.91%,0.91%,0.71%,0.77%,0.68%,0.79%,0.63%,2.67%,0.68%,0.77%,0.72%,0.66%,0.69%,0.74%,0.75%,0.76%,0.79%,0.81%,0.79%,0.84%,0.81%,0.79%,0.79%,0.81%,0.81%,0.70%,0.72%,0.81%,0.90%,0.89%,0.90%,0.90%,0.85%,Upgrade
Payout Ratio,32.30%,34.70%,29.20%,32.50%,33.30%,33.80%,37.30%,33.30%,33.80%,27.50%,41.50%,40.80%,32.80%,44.40%,45.50%,285.70%,48.80%,44.40%,35.30%,32.70%,35.30%,39.10%,45.90%,36.20%,37.80%,42.50%,36.90%,35.70%,43.60%,45.80%,48.90%,42.60%,43.60%,33.00%,34.50%,35.20%,41.30%,40.60%,37.60%,41.70%,35.80%,Upgrade
Buyback Yield / Dilution,-0.04%,-0.04%,0.79%,1.49%,4.01%,3.58%,2.83%,2.14%,-7.62%,-7.54%,-7.58%,-114.31%,-99.90%,-100.37%,-100.41%,-0.55%,-5.26%,-2.11%,0.25%,0.33%,0.08%,1.99%,-0.35%,-0.35%,5.20%,0.53%,0.50%,0.32%,-0.49%,-0.41%,0.24%,0.38%,0.40%,0.41%,-0.18%,-0.11%,0.07%,0.08%,0.22%,0.07%,-0.14%,Upgrade
Total Shareholder Return,4.78%,0.99%,1.69%,2.64%,5.25%,4.58%,3.78%,3.15%,-6.71%,-6.63%,-6.86%,-113.54%,-99.23%,-99.58%,-99.79%,2.13%,-4.58%,-1.34%,0.97%,0.99%,0.77%,2.73%,0.40%,0.41%,5.99%,1.35%,1.29%,1.16%,0.32%,0.39%,1.02%,1.20%,1.22%,1.11%,0.53%,0.70%,0.96%,0.97%,1.12%,0.97%,0.71%,Upgrade
