Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+59 Quarters
Market Capitalization,745,916,"1,189","1,153","1,275","1,511","1,573","1,595","1,635","1,839","1,735","1,311","1,558","1,643","1,943","1,949","1,947","1,886","1,804","1,761","1,819","1,707","1,854","2,032","1,964","2,019","2,270","1,932","1,914","1,819","1,722","1,676","1,694","1,758","1,798","1,679","1,740","1,823","1,791","1,838","1,809",Upgrade
Market Cap Growth,-,-39.35%,-24.40%,-27.75%,-22.05%,-17.83%,-9.33%,21.66%,4.95%,11.90%,-10.70%,-32.73%,-19.96%,-12.89%,7.72%,10.64%,6.99%,10.48%,-2.70%,-13.30%,-7.35%,-15.43%,-18.32%,5.14%,2.59%,11.00%,31.77%,15.28%,13.03%,3.44%,-4.18%,-0.15%,-2.69%,-3.57%,0.39%,-8.64%,-3.80%,-0.70%,0.17%,-2.50%,-7.15%,Upgrade
Enterprise Value,"3,441","3,613","3,821","3,316","3,146","2,993","3,059","3,209","3,170","3,343","3,334","2,981","3,190","3,696","4,089","4,034","4,183","4,056","4,031","3,973","3,952","3,896","4,127","4,118","4,247","4,306","4,617","4,286","4,471","4,339","4,186","4,436","4,477","4,380","4,404","4,516","4,476","4,546","4,561","4,615","4,614",Upgrade
PE Ratio,10.32,12.89,15.15,13.65,15.26,18.76,19.82,20.97,21.57,23.85,28.48,20.32,22.69,22.79,21.03,20.68,20.88,20.35,19.72,17.81,18.54,17.58,19.43,24.15,23.31,24.20,27.23,23.15,23.46,22.55,21.99,21.47,21.30,22.01,22.37,21.61,23.66,25.48,25.73,26.50,25.48,Upgrade
PS Ratio,3.66,4.50,5.58,5.24,5.86,7.10,7.29,7.54,7.78,8.74,9.48,7.03,8.14,8.32,8.68,8.56,8.53,8.34,8.06,7.98,8.25,7.75,8.44,9.34,9.08,9.40,10.54,8.94,8.88,8.50,8.18,7.98,8.05,8.37,8.58,8.16,8.61,9.04,8.93,9.07,8.86,Upgrade
PB Ratio,0.69,0.86,1.13,1.05,1.13,1.29,1.29,1.28,1.32,1.44,1.36,1.02,1.20,1.28,1.49,1.46,1.47,1.39,1.34,1.27,1.36,1.25,1.37,1.49,1.45,1.46,1.66,1.39,1.39,1.30,1.24,1.18,1.19,1.19,1.23,1.13,1.16,1.19,1.14,1.13,1.11,Upgrade
Debt / Equity Ratio,2.57,2.57,2.54,2.02,1.70,1.40,1.33,1.33,1.32,1.29,1.38,1.44,1.56,1.69,1.70,1.73,1.72,1.76,1.72,1.69,1.73,1.71,1.70,1.78,1.78,1.83,1.83,1.89,1.96,1.94,1.94,2.49,1.98,2.47,1.92,2.44,1.88,1.85,1.82,1.77,1.81,Upgrade
Dividend Yield,14.99%,1.24%,4.13%,1.02%,3.03%,0.76%,2.63%,0.74%,4.02%,0.63%,1.68%,0.92%,0.75%,0.71%,3.02%,0.62%,2.37%,0.62%,3.62%,0.67%,2.48%,0.67%,2.72%,0.58%,2.29%,0.57%,2.21%,0.60%,2.33%,0.62%,2.59%,0.70%,2.69%,0.66%,2.54%,0.63%,2.58%,0.57%,4.03%,0.58%,0.59%,Upgrade
Payout Ratio,154.70%,77.30%,304.20%,60.70%,178.10%,53.10%,190.60%,60.70%,373.10%,56.70%,153.60%,65.40%,60.70%,283.30%,265.60%,53.10%,197.10%,47.20%,263.90%,56.70%,197.10%,50.00%,156.20%,53.10%,209.40%,53.10%,250.00%,53.10%,223.30%,53.10%,209.40%,56.70%,239.30%,60.70%,223.30%,50.00%,232.10%,53.60%,420.80%,68.20%,57.70%,Upgrade
Buyback Yield / Dilution,1.86%,1.86%,0.73%,-0.02%,-0.14%,-0.13%,-0.17%,1.90%,1.80%,1.81%,1.87%,-0.06%,-0.17%,-0.22%,-0.28%,-2.29%,-2.42%,-2.39%,-2.32%,-0.04%,-0.13%,-0.16%,-0.39%,-0.63%,-0.83%,-0.92%,-0.78%,0.78%,1.85%,2.36%,2.35%,2.55%,1.86%,2.33%,4.74%,0.56%,3.44%,4.05%,3.38%,5.42%,8.73%,Upgrade
Total Shareholder Return,16.85%,3.10%,4.86%,1.01%,2.90%,0.63%,2.46%,2.64%,5.82%,2.44%,3.55%,0.86%,0.59%,0.49%,2.74%,-1.68%,-0.05%,-1.77%,1.30%,0.63%,2.35%,0.51%,2.33%,-0.05%,1.46%,-0.36%,1.43%,1.38%,4.18%,2.98%,4.94%,3.25%,4.54%,2.98%,7.27%,1.19%,6.02%,4.63%,7.41%,6.01%,9.32%,Upgrade
