Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+35 Quarters
Market Capitalization,51,53,58,67,71,68,63,65,53,49,40,43,45,64,58,62,59,55,65,60,57,54,51,53,56,53,46,43,45,49,48,43,42,43,42,44,44,42,40,41,42,Upgrade
Market Cap Growth,-,-22.08%,-7.39%,1.79%,33.71%,40.54%,58.86%,52.28%,18.99%,-24.18%,-32.36%,-30.08%,-24.68%,15.80%,-9.66%,2.48%,3.15%,2.11%,25.78%,14.09%,1.66%,2.69%,12.43%,23.35%,25.23%,8.86%,-4.72%,-0.21%,8.11%,12.99%,13.24%,-2.22%,-5.97%,2.45%,6.48%,7.18%,6.19%,-12.89%,-21.17%,-6.21%,-3.97%,Upgrade
Enterprise Value,38,40,28,6,-5,-3,-36,-35,-45,-27,-33,-8,6,52,28,46,50,47,59,57,66,67,80,90,89,93,83,87,65,52,52,61,68,88,82,43,55,54,46,60,65,Upgrade
PE Ratio,9.34,9.29,11.21,13.68,13.90,13.03,11.48,12.21,10.39,10.42,10.27,11.17,11.22,15.32,12.25,12.97,12.44,12.06,17.14,16.82,16.76,16.66,14.07,14.41,15.69,15.00,13.31,12.63,13.87,14.62,13.83,12.74,12.84,14.11,14.86,15.93,16.86,15.70,13.71,13.03,12.77,Upgrade
PS Ratio,2.40,2.51,2.81,3.25,3.46,3.31,3.02,3.18,2.63,2.53,2.25,2.50,2.63,3.80,3.36,3.60,3.45,3.30,3.86,3.56,3.33,3.10,2.99,3.08,3.41,3.23,2.85,2.69,2.92,3.14,3.12,2.86,2.88,3.12,3.18,3.36,3.42,3.24,3.02,3.03,3.15,Upgrade
PB Ratio,1.05,1.09,1.24,1.27,1.35,1.28,1.17,1.24,1.02,0.95,0.78,0.85,0.90,1.28,1.18,1.22,1.21,1.14,1.35,1.28,1.24,1.18,1.11,1.14,1.25,1.20,1.04,0.98,1.05,1.13,1.09,0.99,0.97,0.99,0.99,1.02,1.06,1.01,0.95,0.97,0.99,Upgrade
Debt / Equity Ratio,0.15,0.15,0.16,0.07,0.05,0.07,0.05,0.07,0.05,0.07,0.07,0.08,0.07,0.05,0.06,0.05,0.04,0.05,0.15,0.27,0.37,0.49,0.77,1.07,0.95,1.23,0.99,1.12,0.65,0.66,0.62,0.90,0.90,1.14,1.04,0.31,0.42,0.45,0.40,0.53,0.72,Upgrade
Dividend Yield,2.94%,0.70%,0.64%,0.51%,0.48%,0.49%,0.53%,0.43%,0.53%,0.57%,0.72%,0.64%,0.64%,0.45%,0.49%,0.42%,0.44%,0.48%,0.41%,0.38%,0.40%,0.43%,0.45%,0.33%,0.31%,0.34%,0.39%,0.37%,0.36%,0.34%,0.35%,0.35%,0.36%,0.36%,0.36%,0.31%,0.30%,0.67%,0.35%,0.35%,0.34%,Upgrade
Payout Ratio,24.00%,21.10%,21.80%,31.20%,25.60%,27.80%,23.80%,20.70%,18.90%,18.90%,21.80%,25.00%,27.60%,45.70%,21.90%,21.20%,20.60%,21.20%,20.60%,18.50%,21.10%,60.00%,21.80%,15.80%,19.10%,21.40%,16.40%,15.10%,19.00%,22.20%,16.30%,15.90%,16.30%,16.70%,17.10%,16.20%,19.40%,38.70%,17.60%,20.00%,19.40%,Upgrade
Buyback Yield / Dilution,7.18%,7.18%,7.25%,-0.96%,-1.18%,0.43%,2.35%,3.12%,5.28%,6.15%,4.17%,6.30%,3.75%,4.57%,5.66%,3.07%,3.05%,2.51%,1.51%,2.24%,2.16%,1.93%,1.72%,1.83%,2.50%,5.77%,6.64%,6.00%,7.51%,5.09%,4.68%,5.48%,3.57%,6.63%,6.13%,4.84%,4.51%,14.41%,17.08%,20.22%,22.91%,Upgrade
Total Shareholder Return,10.11%,7.88%,7.89%,-0.45%,-0.70%,0.92%,2.89%,3.55%,5.80%,6.72%,4.89%,6.95%,4.39%,5.02%,6.15%,3.49%,3.49%,2.99%,1.92%,2.62%,2.56%,2.36%,2.17%,2.16%,2.81%,6.11%,7.03%,6.37%,7.86%,5.43%,5.03%,5.83%,3.94%,6.99%,6.49%,5.14%,4.82%,15.08%,17.44%,20.56%,23.24%,Upgrade
