Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"67,022","64,679","62,085","56,501","57,276","69,667","66,223","64,512","53,876","52,001","48,300","47,789","44,507","38,220","48,768","45,652","46,416","40,968","35,009","37,316","33,540","34,547","33,486","37,159","34,842","31,168","29,343","29,877","28,837","28,210","25,173","24,815","28,083","26,938","27,040","25,464","26,710","25,377","25,255","22,887","19,892",Upgrade
Market Cap Growth,-,-7.16%,-6.25%,-12.42%,6.31%,33.97%,37.11%,34.99%,21.05%,36.06%,-0.96%,4.68%,-4.11%,-6.71%,39.30%,22.34%,38.39%,18.59%,4.55%,0.42%,-3.74%,10.84%,14.12%,24.37%,20.83%,10.49%,16.56%,20.40%,2.68%,4.72%,-6.90%,-2.55%,5.14%,6.15%,7.07%,11.26%,34.27%,32.43%,42.51%,35.76%,30.27%,Upgrade
Enterprise Value,"78,335","75,421","72,406","67,052","67,389","79,637","75,551","72,810","60,622","59,120","55,734","55,153","52,054","46,381","56,123","53,063","54,146","47,628","40,425","43,071","39,338","39,932","38,167","40,737","37,335","36,812","34,832","35,091","34,306","33,755","30,133","30,158","33,293","31,893","31,854","30,365","31,938","29,445","28,644","26,719","23,758",Upgrade
PE Ratio,26.56,24.73,23.98,20.22,38.52,51.04,52.77,70.43,25.77,24.65,24.53,26.27,25.20,23.23,31.83,30.37,32.50,34.17,30.87,48.46,41.51,22.59,27.31,21.90,19.03,22.88,21.02,19.55,19.17,20.41,18.18,19.69,22.04,19.24,19.36,19.69,21.54,21.56,22.69,21.53,19.68,Upgrade
PS Ratio,5.33,5.10,4.97,4.55,4.61,5.65,5.43,5.34,4.58,4.57,4.37,4.35,4.05,3.45,4.43,4.19,4.27,3.79,3.25,3.42,3.08,3.23,3.35,3.82,3.63,3.28,3.12,3.81,3.44,3.17,2.66,2.12,2.37,2.26,2.25,2.13,2.25,2.14,2.14,1.95,1.71,Upgrade
PB Ratio,-923.99,-923.99,-117.36,-72.16,83.74,59.19,62.42,29.20,12.07,12.21,13.82,13.49,12.36,12.06,14.45,13.07,12.10,8.58,8.43,8.76,7.38,6.52,7.31,7.18,6.35,5.42,5.36,5.50,5.24,5.34,4.19,4.22,4.39,4.23,4.12,3.53,3.47,3.19,3.10,3.04,2.63,Upgrade
Debt / Equity Ratio,-171.90,-171.90,-21.67,-14.68,16.22,9.36,9.58,4.17,1.82,1.90,2.47,2.44,2.49,2.85,2.45,2.35,2.23,1.55,1.50,1.50,1.42,1.15,1.30,1.15,1.08,1.09,1.13,1.13,1.12,1.25,0.95,1.04,0.95,0.89,0.85,0.76,0.77,0.60,0.54,0.60,0.59,Upgrade
Current Ratio,1.08,1.08,1.02,1.03,1.05,1.07,1.00,1.07,1.12,1.12,1.07,1.08,1.09,1.01,1.06,1.03,1.08,1.10,1.08,1.06,1.07,1.11,1.07,1.14,1.17,1.19,1.05,1.10,1.09,1.10,1.04,1.03,1.06,1.06,1.05,1.07,1.10,1.04,1.06,1.02,1.08,Upgrade
Dividend Yield,0.70%,-,0.19%,0.21%,0.21%,0.16%,0.17%,0.18%,0.22%,0.20%,0.22%,0.21%,0.23%,0.27%,0.21%,0.23%,0.23%,0.24%,0.28%,0.53%,0.30%,0.26%,0.27%,0.25%,0.27%,0.28%,0.30%,0.30%,0.31%,0.29%,0.33%,0.34%,0.31%,0.27%,0.27%,0.29%,0.28%,0.21%,0.22%,0.24%,0.28%,Upgrade
Payout Ratio,13.40%,0.00%,17.70%,29.00%,23.80%,10.70%,13.20%,-12.80%,30.50%,11.40%,20.20%,37.30%,25.70%,13.30%,27.70%,46.80%,38.30%,14.70%,28.20%,133.30%,200.00%,15.10%,-1200.00%,50.00%,12.30%,30.00%,19.40%,27.70%,29.50%,25.00%,14.30%,28.60%,47.60%,21.70%,15.80%,23.60%,24.50%,16.40%,15.20%,21.10%,22.70%,Upgrade
Buyback Yield / Dilution,4.30%,4.30%,5.56%,5.68%,5.83%,5.13%,4.07%,3.47%,2.40%,2.73%,2.53%,2.34%,3.79%,3.78%,3.35%,2.65%,1.86%,2.60%,3.62%,4.55%,5.72%,6.29%,5.26%,4.56%,2.74%,2.45%,3.35%,5.00%,5.89%,4.67%,5.48%,4.15%,4.94%,6.54%,5.75%,5.37%,4.89%,4.00%,4.80%,5.47%,5.51%,Upgrade
Total Shareholder Return,4.99%,4.30%,5.75%,5.89%,6.04%,5.29%,4.24%,3.65%,2.61%,2.93%,2.75%,2.56%,4.02%,4.05%,3.56%,2.88%,2.09%,2.84%,3.90%,5.07%,6.01%,6.55%,5.53%,4.81%,3.01%,2.73%,3.65%,5.30%,6.20%,4.96%,5.81%,4.50%,5.25%,6.81%,6.02%,5.66%,5.17%,4.21%,5.01%,5.71%,5.79%,Upgrade
