Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+6 Quarters
Market Capitalization,"6,865","6,953","5,975","5,924","6,082","7,042","7,360","6,964","7,456","7,879","7,426","6,048","5,884","5,366","8,220","7,641","7,970","7,291","6,242","7,976","7,934","8,686","8,892","7,168","6,859","7,191","7,633","5,771","5,050","6,200","7,948","8,775","10,640","10,428","10,438","9,957","9,252","9,491","9,167","7,617","7,056",Upgrade
Market Cap Growth,-,-1.27%,-18.82%,-14.93%,-18.42%,-10.62%,-0.89%,15.14%,26.70%,46.82%,-9.66%,-20.85%,-26.17%,-26.40%,31.68%,-4.19%,0.45%,-16.06%,-29.80%,11.26%,15.67%,20.79%,16.49%,24.22%,35.83%,15.98%,-3.96%,-34.23%,-52.54%,-40.54%,-23.86%,-11.87%,15.00%,9.87%,13.86%,30.71%,31.11%,-,-,-,-,Upgrade
Enterprise Value,"9,516","9,622","8,437","8,252","8,448","9,313","9,263","8,866","9,481","10,330","9,531","8,494","8,047","7,692","10,488","9,736","9,999","9,617","8,351","10,053","10,264","11,226","11,964","10,131","9,238","9,930","10,921","8,688","7,208","9,496","15,383","16,200","18,154","18,178","17,551","17,347","14,935","15,462","14,292","13,729","12,856",Upgrade
PE Ratio,14.61,13.47,12.61,8.30,9.17,6.66,3.52,3.58,5.08,8.35,-30.68,-4.71,-6.97,-9.72,-21.19,18.87,18.11,19.19,8.19,-3.31,-3.30,-3.61,-2.97,-27.68,-10.45,-10.87,-23.34,-2747.93,17.64,15.12,19.48,4.63,4.71,4.69,4.55,6.83,6.61,8.88,15.32,256.47,142.27,Upgrade
PS Ratio,1.10,1.11,1.01,0.98,0.91,0.92,1.74,1.46,1.54,1.97,0.97,0.84,0.84,0.73,1.10,1.18,1.16,1.04,0.87,1.12,1.12,1.22,1.23,1.03,0.94,0.92,0.87,0.75,0.57,0.68,0.91,0.75,0.95,0.96,0.95,0.91,0.91,0.99,1.05,0.89,0.81,Upgrade
PB Ratio,1.73,1.76,1.78,1.45,1.35,1.14,0.89,0.83,0.89,0.99,0.74,0.63,0.62,0.72,0.88,0.72,0.79,0.80,0.76,0.94,0.94,0.93,0.89,0.53,0.51,0.56,0.59,0.38,0.33,0.43,0.59,0.61,0.72,0.65,0.65,0.68,0.62,0.68,0.69,0.60,0.57,Upgrade
Debt / Equity Ratio,0.88,0.88,1.04,0.80,0.75,0.55,0.42,0.44,0.46,0.47,0.38,0.37,0.35,0.46,0.38,0.34,0.35,0.40,0.45,0.46,0.47,0.44,0.45,0.37,0.38,0.41,0.42,0.39,0.40,0.42,0.78,0.75,0.70,0.62,0.64,0.68,0.64,0.65,0.65,0.64,0.66,Upgrade
Dividend Yield,1.20%,0.28%,0.33%,0.33%,0.34%,0.30%,0.30%,0.27%,0.27%,0.26%,0.26%,0.31%,0.32%,0.37%,0.25%,0.28%,0.54%,0.02%,0.02%,0.02%,0.02%,0.02%,0.02%,0.03%,0.03%,0.03%,0.03%,0.03%,0.04%,0.03%,0.03%,0.03%,0.02%,0.02%,0.02%,0.03%,0.03%,0.03%,0.03%,0.03%,-,Upgrade
Payout Ratio,15.30%,28.60%,10.40%,10.10%,32.30%,39.20%,5.40%,13.30%,4.30%,1.90%,7.50%,-5.70%,-28.80%,-19.70%,-2.70%,19.50%,19.10%,2.30%,7.70%,1.10%,1.00%,0.40%,-0.10%,1.20%,1.10%,-1.30%,-0.50%,-0.80%,1.30%,1.10%,-2.30%,5.60%,0.80%,1.30%,0.20%,0.60%,1.00%,1.00%,0.50%,0.80%,0.00%,Upgrade
Buyback Yield / Dilution,8.33%,8.33%,12.45%,13.68%,15.72%,14.27%,12.10%,10.10%,3.89%,6.45%,6.33%,10.10%,12.48%,9.32%,13.32%,12.59%,14.63%,15.16%,13.48%,10.65%,9.21%,9.20%,7.64%,10.25%,8.83%,9.04%,9.62%,11.53%,10.92%,13.90%,12.57%,11.12%,10.07%,7.56%,5.56%,2.35%,2.37%,-1.95%,-1.61%,-,-,Upgrade
Total Shareholder Return,9.54%,8.61%,12.78%,14.01%,16.06%,14.57%,12.40%,10.37%,4.16%,6.71%,6.58%,10.41%,12.80%,9.69%,13.57%,12.86%,15.17%,15.18%,13.51%,10.67%,9.23%,9.22%,7.66%,10.28%,8.86%,9.07%,9.64%,11.56%,10.96%,13.93%,12.60%,11.15%,10.09%,7.58%,5.59%,2.38%,2.40%,-1.92%,-1.59%,0.03%,-,Upgrade
