Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"89,377","96,502","155,425","136,344","119,811","159,676","158,999","137,522","137,345","122,691","99,530","46,687","43,437","43,243","60,986","54,679","53,654","56,995","56,084","66,405","68,943","70,313","68,865","58,573","57,443","54,480","52,324","41,767","33,452","37,001","43,353","37,574","42,886","39,908","39,421","38,306","35,040","35,490","33,520","27,163","27,174",Upgrade
Market Cap Growth,-,-39.56%,-2.25%,-0.86%,-12.77%,30.14%,59.75%,194.56%,216.19%,183.73%,63.20%,-14.62%,-19.04%,-24.13%,8.74%,-17.66%,-22.18%,-18.94%,-18.56%,13.37%,20.02%,29.06%,31.61%,40.24%,71.72%,47.24%,20.69%,11.16%,-22.00%,-7.29%,9.97%,-1.91%,22.39%,12.45%,17.61%,41.02%,28.95%,56.98%,83.06%,66.75%,65.09%,Upgrade
Enterprise Value,"81,104","88,990","110,125","67,084","24,257","40,212","65,844","83,429","89,297","54,284","22,415","-2,521","-14,799","-51,002","18,588","25,690","22,733","17,342","21,461","41,878","50,470","47,473","59,262","38,655","33,203","27,642","22,198","17,136","9,759","9,961","14,654","12,858","18,879","14,408","9,176","11,728","11,016","9,671","4,142","-1,815","-4,441",Upgrade
PE Ratio,13.69,14.01,23.43,21.77,20.71,30.41,29.66,27.72,32.94,33.39,32.71,16.71,14.05,12.88,17.30,15.15,14.98,16.25,16.85,22.18,25.69,29.29,31.59,27.79,28.68,28.99,29.97,25.38,21.71,25.26,31.78,28.57,33.98,32.34,31.26,31.17,29.22,31.41,33.19,30.11,31.67,Upgrade
PS Ratio,4.18,4.55,7.49,6.83,6.29,8.64,8.59,7.65,8.66,8.90,8.51,4.61,4.18,4.07,5.69,5.07,5.04,5.45,5.54,6.84,7.42,7.87,7.99,7.02,7.09,6.99,7.00,5.80,4.86,5.59,6.80,6.02,6.92,6.54,6.51,6.45,6.08,6.31,6.17,5.21,5.39,Upgrade
PB Ratio,2.44,2.66,4.25,3.68,2.69,3.32,2.83,2.39,2.39,2.21,1.78,1.49,1.41,1.65,2.81,2.56,2.52,2.64,2.71,3.19,3.43,3.64,3.72,3.25,3.29,3.21,3.19,2.70,2.23,2.55,3.24,2.85,3.45,3.28,3.34,3.34,3.14,3.28,3.23,2.70,2.80,Upgrade
Debt / Equity Ratio,2.00,2.00,1.03,0.58,0.50,0.54,0.42,0.39,0.39,0.36,0.24,0.25,0.28,0.32,0.34,0.35,0.35,0.32,0.33,0.28,0.29,0.21,1.07,0.46,0.22,0.24,0.18,0.38,0.53,0.25,0.21,0.22,0.23,0.24,0.16,0.17,0.17,0.18,0.18,0.19,0.17,Upgrade
Dividend Yield,1.86%,0.48%,0.53%,0.31%,0.32%,0.24%,0.22%,0.25%,0.25%,0.28%,0.26%,0.50%,0.54%,0.54%,0.36%,0.41%,0.42%,0.40%,0.31%,0.27%,0.20%,0.19%,0.16%,0.18%,0.19%,0.20%,0.18%,0.22%,0.28%,0.22%,0.18%,0.21%,0.19%,0.20%,0.20%,0.21%,0.22%,0.22%,0.23%,0.29%,0.28%,Upgrade
Payout Ratio,30.10%,29.80%,44.90%,22.00%,23.00%,29.90%,23.40%,24.30%,30.50%,24.30%,31.00%,37.50%,37.50%,30.50%,27.00%,24.30%,25.40%,24.60%,19.70%,19.70%,16.70%,18.20%,19.50%,18.60%,20.00%,20.50%,19.40%,19.40%,22.60%,20.00%,20.70%,21.40%,24.00%,27.30%,24.00%,25.00%,26.10%,25.00%,26.10%,27.30%,33.30%,Upgrade
Buyback Yield / Dilution,3.31%,3.31%,1.58%,0.16%,-0.42%,-0.69%,-32.61%,-46.68%,-46.52%,-46.21%,-10.98%,1.07%,3.22%,3.72%,4.58%,4.11%,1.98%,1.32%,0.07%,-0.81%,-0.96%,-0.81%,-1.19%,-1.42%,-1.35%,-1.58%,-0.75%,-0.45%,-0.53%,-0.53%,-0.68%,-0.91%,-0.99%,-0.92%,-0.99%,-1.54%,-1.94%,-2.26%,-2.35%,-1.65%,-1.10%,Upgrade
Total Shareholder Return,5.18%,3.78%,2.11%,0.46%,-0.10%,-0.45%,-32.40%,-46.43%,-46.27%,-45.94%,-10.72%,1.57%,3.75%,4.26%,4.94%,4.51%,2.40%,1.72%,0.39%,-0.55%,-0.76%,-0.62%,-1.04%,-1.24%,-1.16%,-1.38%,-0.57%,-0.23%,-0.25%,-0.31%,-0.50%,-0.70%,-0.80%,-0.72%,-0.79%,-1.34%,-1.72%,-2.04%,-2.11%,-1.36%,-0.81%,Upgrade
