Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Market Capitalization,753,802,769,718,586,690,812,815,787,769,661,449,481,360,668,554,521,534,396,510,470,398,314,276,252,261,150,104,94,85,99,94,90,87,77,74,73,75,72,71,41,Upgrade
Market Cap Growth,-,16.36%,-5.25%,-11.95%,-25.52%,-10.39%,22.81%,81.59%,63.40%,114.04%,-1.06%,-18.90%,-7.59%,-32.64%,68.92%,8.49%,10.92%,34.12%,25.98%,84.90%,86.11%,52.70%,109.30%,164.68%,167.73%,206.96%,51.37%,10.50%,4.83%,-2.90%,28.57%,26.69%,22.98%,17.19%,7.64%,4.44%,80.39%,103.65%,144.50%,141.44%,41.57%,Upgrade
Enterprise Value,833,882,909,799,380,38,43,309,176,113,366,106,139,270,801,610,507,427,402,548,435,275,336,287,229,162,167,112,118,78,178,98,82,53,132,84,41,18,95,60,-14,Upgrade
PE Ratio,9.48,12.87,12.22,11.50,9.08,10.72,12.65,12.80,13.22,12.65,12.59,9.16,9.75,8.09,15.27,14.29,16.47,21.43,18.63,30.41,28.76,29.59,29.57,26.76,31.27,31.52,15.52,10.61,9.93,9.40,11.72,11.59,12.08,12.72,12.33,13.09,13.96,16.89,16.99,18.35,11.10,Upgrade
PS Ratio,3.33,3.55,3.68,3.51,2.93,3.51,4.15,4.24,4.27,4.17,3.90,2.76,3.06,2.45,4.61,4.07,4.14,4.63,3.83,5.61,5.66,5.30,4.30,4.08,4.06,4.62,2.95,2.12,2.00,1.86,2.24,2.17,2.11,2.12,1.94,1.94,1.96,2.07,2.08,2.22,1.37,Upgrade
PB Ratio,0.84,0.90,1.19,1.16,1.05,1.17,1.20,1.22,1.19,1.20,1.02,0.70,0.77,0.65,1.23,1.16,1.12,1.18,1.09,1.77,1.64,1.54,1.41,1.65,1.55,1.64,0.97,0.93,0.86,0.79,0.96,0.93,0.91,0.89,0.80,0.80,0.81,0.85,0.84,0.85,0.49,Upgrade
Debt / Equity Ratio,0.46,0.46,0.44,0.39,0.27,0.26,0.22,0.23,0.23,0.24,0.41,0.41,0.31,0.35,0.55,0.45,0.33,0.31,0.46,0.56,0.30,0.15,0.51,0.63,0.43,0.31,0.51,0.70,0.71,0.83,1.17,0.68,0.55,0.61,1.04,0.64,0.27,0.29,0.73,0.48,0.32,Upgrade
Dividend Yield,3.38%,0.81%,0.62%,0.64%,0.63%,0.51%,0.41%,0.39%,0.37%,0.36%,0.39%,0.48%,0.44%,0.52%,0.23%,0.25%,0.26%,0.23%,0.17%,0.13%,0.14%,0.16%,0.11%,0.12%,0.13%,0.13%,0.13%,0.19%,0.21%,0.24%,0.20%,0.21%,0.22%,0.23%,0.25%,0.26%,0.26%,0.26%,0.26%,0.26%,0.29%,Upgrade
Payout Ratio,30.20%,40.40%,29.40%,31.10%,23.40%,21.00%,21.30%,19.50%,18.90%,16.50%,16.70%,17.90%,12.70%,22.70%,12.10%,11.10%,11.40%,14.30%,10.20%,12.80%,12.50%,14.70%,16.80%,7.10%,14.20%,30.80%,7.90%,8.00%,7.90%,7.90%,7.60%,9.20%,9.50%,10.30%,8.40%,13.70%,12.30%,14.20%,10.00%,18.50%,20.60%,Upgrade
Buyback Yield / Dilution,-51.64%,-51.64%,-14.31%,-14.31%,2.53%,2.53%,1.80%,1.81%,1.78%,-11.49%,-13.81%,-24.91%,-24.61%,-9.14%,-43.86%,-31.17%,-31.42%,-39.98%,-42.43%,-42.76%,-42.88%,-34.94%,-68.30%,-67.68%,-67.53%,-68.34%,-0.95%,-1.07%,-1.07%,-1.00%,-1.72%,-4.79%,-4.89%,-4.44%,-4.01%,-1.18%,-63.87%,-63.87%,-64.28%,-63.84%,-1.07%,Upgrade
Total Shareholder Return,-48.26%,-50.82%,-13.69%,-13.67%,3.16%,3.04%,2.22%,2.20%,2.15%,-11.14%,-13.42%,-24.43%,-24.17%,-8.62%,-43.63%,-30.92%,-31.16%,-39.75%,-42.26%,-42.63%,-42.75%,-34.79%,-68.19%,-67.55%,-67.39%,-68.21%,-0.82%,-0.87%,-0.85%,-0.77%,-1.52%,-4.58%,-4.66%,-4.21%,-3.75%,-0.93%,-63.61%,-63.62%,-64.01%,-63.57%,-0.79%,Upgrade
