Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Market Capitalization,"44,601","50,800","63,700","61,281","65,251","77,184","84,748","83,146","81,046","74,377","63,131","46,657","44,636","41,038","69,945","62,407","61,973","55,640","53,945","63,233","63,429","71,323","68,653","64,583","60,425","58,455","56,901","44,271","40,640","42,378","48,399","45,813","49,539","48,549","48,006","46,262","47,564","46,464","41,281","38,508","38,606",Upgrade
Market Cap Growth,-,-34.18%,-24.84%,-26.30%,-19.49%,3.77%,34.24%,78.21%,81.57%,81.24%,-9.74%,-25.24%,-27.97%,-26.24%,29.66%,-1.31%,-2.30%,-21.99%,-21.42%,-2.09%,4.97%,22.01%,20.65%,45.88%,48.68%,37.94%,17.57%,-3.37%,-17.96%,-12.71%,0.82%,-0.97%,4.15%,4.49%,16.29%,20.14%,23.21%,32.22%,33.86%,15.27%,19.47%,Upgrade
Enterprise Value,"65,618","71,817","88,050","69,088","64,249","47,407","33,278","32,296","34,688","13,791","8,136","11,179","35,091","86,958","101,734","99,358","107,511","95,456","95,148","96,428","95,543","96,182","94,194","92,991","89,614","80,942","79,318","64,533","64,568","63,499","68,581","64,683","69,680","70,263","68,894","68,429","75,094","73,898","71,450","66,061","70,864",Upgrade
PE Ratio,7.64,8.49,11.11,11.05,12.07,15.32,15.59,14.82,14.35,9.07,8.67,6.48,6.32,8.59,13.64,12.24,12.13,10.93,10.66,10.90,11.47,13.54,13.53,16.01,15.46,15.38,15.43,12.06,10.87,11.13,12.47,11.74,12.77,12.49,12.16,11.65,12.01,11.57,10.45,10.72,10.99,Upgrade
PS Ratio,2.02,2.31,3.02,2.99,3.24,3.92,4.41,4.55,4.66,4.43,3.74,2.74,2.63,2.40,4.15,3.87,3.81,3.40,3.33,3.71,3.77,4.31,4.20,4.05,3.86,3.80,3.75,2.92,2.69,2.80,3.18,2.99,3.22,3.17,3.12,2.98,3.05,2.93,2.58,2.41,2.39,Upgrade
PB Ratio,0.91,1.04,1.39,1.31,1.37,1.57,1.52,1.48,1.48,1.38,1.17,0.88,0.84,0.83,1.42,1.26,1.26,1.15,1.13,1.34,1.35,1.52,1.45,1.39,1.31,1.28,1.25,0.97,0.89,0.94,1.08,1.02,1.11,1.08,1.08,1.04,1.08,1.07,0.98,0.94,0.96,Upgrade
Debt / Equity Ratio,1.24,1.24,1.28,1.17,0.76,0.54,0.55,0.59,0.64,0.61,0.69,0.79,0.89,1.49,1.22,1.25,1.40,1.24,1.21,1.24,1.27,1.24,1.25,1.25,1.23,1.21,1.16,1.13,1.20,1.21,1.23,1.27,1.31,1.27,1.28,1.18,1.12,1.09,1.09,0.98,1.00,Upgrade
Dividend Yield,5.38%,1.19%,0.95%,1.00%,0.95%,0.68%,0.62%,0.64%,0.61%,0.66%,0.77%,1.05%,1.10%,1.20%,0.72%,0.82%,0.69%,0.78%,0.82%,0.70%,0.56%,0.50%,0.52%,0.56%,0.44%,0.46%,0.48%,0.62%,0.63%,0.61%,0.54%,0.58%,0.54%,0.52%,0.53%,0.56%,0.54%,0.51%,0.57%,0.61%,0.61%,Upgrade
Payout Ratio,41.00%,37.70%,43.20%,39.70%,44.20%,38.70%,43.60%,37.80%,47.30%,28.00%,35.30%,33.80%,13.70%,58.70%,38.60%,39.00%,32.90%,36.30%,34.40%,33.50%,27.40%,30.60%,17.90%,34.40%,25.90%,27.60%,27.40%,29.40%,27.70%,30.00%,27.10%,26.40%,26.60%,26.80%,25.40%,26.40%,25.50%,23.70%,23.20%,24.40%,22.00%,Upgrade
Buyback Yield / Dilution,4.29%,4.29%,4.73%,3.76%,3.04%,1.41%,0.24%,-,-0.23%,0.93%,3.42%,4.27%,5.75%,5.70%,5.39%,4.71%,4.24%,4.20%,3.33%,3.31%,3.28%,3.25%,2.83%,2.62%,2.98%,2.96%,2.95%,4.62%,4.19%,4.16%,4.14%,3.17%,2.60%,1.86%,0.75%,-0.56%,-1.51%,-2.08%,-1.13%,-0.95%,-0.19%,Upgrade
Total Shareholder Return,9.66%,5.47%,5.68%,4.76%,4.00%,2.09%,0.86%,0.64%,0.37%,1.59%,4.19%,5.32%,6.85%,6.91%,6.11%,5.53%,4.93%,4.98%,4.15%,4.01%,3.84%,3.75%,3.36%,3.18%,3.43%,3.42%,3.42%,5.23%,4.82%,4.77%,4.68%,3.74%,3.14%,2.38%,1.28%,-0.00%,-0.96%,-1.57%,-0.56%,-0.34%,0.42%,Upgrade
