Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+10 Quarters
Market Capitalization,329,391,378,345,393,480,505,461,464,406,329,231,272,279,476,466,458,464,489,554,536,495,488,487,462,423,466,333,334,337,378,355,339,326,342,300,301,312,322,335,353,Upgrade
Market Cap Growth,-,-18.60%,-25.27%,-25.06%,-15.23%,18.08%,53.79%,99.25%,70.24%,45.48%,-30.96%,-50.36%,-40.60%,-39.75%,-2.54%,-16.00%,-14.44%,-6.27%,0.05%,13.93%,15.92%,16.91%,4.73%,46.12%,38.24%,25.67%,23.41%,-6.29%,-1.39%,3.33%,10.60%,18.56%,12.58%,4.35%,6.18%,-10.53%,-14.71%,-6.62%,12.53%,19.48%,-,Upgrade
Enterprise Value,345,406,343,251,288,458,519,458,528,517,577,535,626,732,822,"1,034","1,067","1,067","1,107","1,172","1,102",958,"1,077","1,089","1,074",971,983,811,775,796,801,783,700,283,233,381,307,233,242,246,229,Upgrade
PE Ratio,8.27,10.97,10.24,10.06,11.02,21.59,22.91,22.52,29.58,15.23,16.43,11.71,11.95,10.27,16.24,16.53,16.89,17.60,16.75,53.00,65.08,85.36,-8275.82,35.80,39.02,40.74,35.19,26.19,29.19,31.43,43.26,42.64,42.26,46.54,40.45,32.33,29.13,26.40,27.18,29.83,39.01,Upgrade
PS Ratio,2.08,2.47,2.47,2.32,2.61,3.13,3.20,2.94,3.09,2.87,2.58,1.86,2.16,2.14,3.65,3.67,3.70,3.79,3.89,4.50,4.46,4.21,4.20,4.39,4.31,4.08,4.73,3.42,3.48,3.55,3.99,3.76,3.68,3.77,4.28,4.07,4.31,4.09,4.48,4.91,5.66,Upgrade
PB Ratio,0.72,0.85,0.92,0.87,1.01,1.21,1.26,1.16,1.17,1.00,0.81,0.58,0.67,0.69,1.14,1.13,1.12,1.14,1.19,1.34,1.31,1.23,1.24,1.20,1.16,1.08,1.27,0.91,0.93,0.94,1.05,0.97,0.91,0.85,0.90,0.79,0.80,0.87,0.90,0.91,0.96,Upgrade
Debt / Equity Ratio,0.72,0.72,0.32,-,-,0.08,0.12,0.10,0.29,0.68,1.17,1.19,1.16,1.32,1.04,1.66,1.66,1.67,1.68,1.63,1.56,1.56,1.74,1.68,1.76,1.61,1.53,1.48,1.37,1.42,1.33,1.30,1.29,0.66,0.66,0.30,0.14,0.01,0.01,0.01,0.01,Upgrade
Dividend Yield,2.06%,0.41%,0.40%,0.39%,0.35%,0.30%,0.28%,0.28%,0.29%,0.32%,0.40%,0.50%,0.43%,0.43%,0.26%,0.23%,0.24%,0.24%,0.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,16.50%,25.00%,11.10%,14.80%,22.50%,17.60%,12.90%,12.10%,-17.40%,16.30%,13.80%,20.00%,31.80%,100.00%,13.00%,11.80%,13.30%,31.60%,13.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-1.80%,-1.80%,5.18%,6.29%,10.10%,4.20%,3.46%,1.96%,-2.21%,4.48%,5.72%,7.23%,7.74%,5.16%,5.03%,5.97%,4.52%,3.01%,-2.90%,-1.42%,-1.08%,-1.99%,-3.05%,-6.68%,-8.75%,-5.91%,2.06%,4.59%,8.70%,9.50%,7.41%,4.95%,-1.94%,-4.43%,-2.97%,0.70%,5.55%,8.28%,7.16%,3.63%,8.14%,Upgrade
Total Shareholder Return,0.21%,-1.39%,5.58%,6.69%,10.45%,4.50%,3.75%,2.24%,-1.92%,4.80%,6.12%,7.73%,8.17%,5.59%,5.28%,6.20%,4.76%,3.24%,-2.67%,-1.42%,-1.08%,-1.99%,-3.05%,-6.68%,-8.75%,-5.91%,2.06%,4.59%,8.70%,9.50%,7.41%,4.95%,-1.94%,-4.43%,-2.97%,0.70%,5.55%,8.28%,7.16%,3.63%,8.14%,Upgrade
