Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,256,287,331,304,332,332,345,320,324,321,278,231,237,240,330,299,292,271,286,314,306,303,295,328,293,295,357,259,232,210,220,205,209,187,194,179,187,174,186,178,186,Upgrade
Market Cap Growth,-,-13.51%,-4.25%,-5.08%,2.69%,3.41%,24.17%,38.88%,36.47%,33.46%,-15.61%,-22.99%,-18.90%,-11.42%,15.36%,-4.77%,-4.52%,-10.63%,-3.12%,-4.14%,4.60%,2.97%,-17.46%,26.88%,26.10%,40.21%,62.31%,25.97%,11.19%,12.23%,13.47%,14.90%,11.66%,7.63%,4.36%,0.61%,0.36%,-2.32%,14.52%,2.69%,11.36%,Upgrade
Enterprise Value,307,340,408,329,413,425,394,433,483,426,458,444,472,461,489,443,456,426,465,507,581,531,504,539,551,500,618,488,487,466,539,483,446,486,457,419,465,411,446,423,424,Upgrade
PE Ratio,6.78,7.70,8.48,7.73,8.68,8.95,9.52,9.51,10.18,10.85,10.25,8.59,9.11,9.29,12.91,11.88,11.77,11.21,12.14,14.13,14.37,14.84,15.05,17.43,15.91,16.24,19.84,14.81,13.59,12.71,13.58,12.94,13.23,12.12,13.19,12.08,13.31,12.86,14.34,13.99,14.84,Upgrade
PS Ratio,2.83,3.21,3.62,3.27,3.69,3.78,4.01,3.99,4.19,4.34,3.87,3.29,3.44,3.51,5.04,4.64,4.62,4.38,4.66,5.21,5.12,5.14,5.10,5.86,5.33,5.42,6.63,4.83,4.37,4.04,4.26,4.02,4.09,3.69,3.92,3.67,4.00,3.78,4.10,3.99,4.25,Upgrade
PB Ratio,1.11,1.25,1.44,1.38,1.46,1.42,1.41,1.34,1.38,1.41,1.24,1.05,1.10,1.12,1.55,1.44,1.43,1.37,1.49,1.70,1.67,1.67,1.63,1.82,1.65,1.69,2.07,1.47,1.33,1.23,1.31,1.23,1.27,1.15,1.20,1.12,1.19,1.14,1.27,1.21,1.28,Upgrade
Debt / Equity Ratio,0.37,0.37,0.45,0.54,0.56,0.57,0.56,0.98,0.98,1.01,1.17,1.29,1.29,1.15,0.87,0.87,0.89,0.86,1.10,1.44,1.62,1.35,1.26,1.30,1.59,1.30,1.62,1.52,1.62,1.61,2.01,1.78,1.70,1.91,1.73,1.62,1.90,1.66,1.91,1.82,1.76,Upgrade
Dividend Yield,5.95%,1.31%,1.14%,1.23%,1.06%,1.06%,1.02%,1.10%,1.05%,1.06%,1.22%,1.47%,1.38%,1.36%,0.99%,1.09%,1.08%,2.33%,1.10%,1.00%,0.85%,0.86%,0.88%,0.79%,0.85%,1.28%,0.69%,0.96%,1.02%,1.13%,1.07%,1.15%,1.08%,-,2.32%,1.26%,1.15%,1.23%,1.12%,1.17%,1.12%,Upgrade
Payout Ratio,39.50%,46.60%,41.00%,37.00%,35.20%,36.00%,36.40%,38.60%,38.30%,37.80%,48.40%,47.70%,49.20%,50.00%,48.40%,51.70%,49.20%,101.80%,49.20%,52.70%,45.30%,47.10%,51.10%,52.20%,51.10%,81.40%,57.50%,53.50%,51.20%,52.40%,62.90%,56.40%,55.30%,0.00%,131.20%,53.80%,57.10%,62.50%,59.10%,62.90%,67.20%,Upgrade
Buyback Yield / Dilution,-0.49%,-0.49%,-0.42%,-0.40%,-0.37%,-0.35%,-0.44%,-0.46%,-0.55%,-0.58%,-0.44%,-0.42%,-0.35%,-0.34%,-0.36%,-0.36%,-0.35%,-0.34%,-0.30%,-0.30%,-0.30%,-0.29%,-0.33%,-0.34%,-0.38%,-0.38%,-0.38%,-0.38%,-0.35%,-0.38%,-0.27%,-0.28%,-0.29%,-0.53%,-0.49%,-0.49%,-0.47%,-7.93%,-8.28%,-8.24%,-8.30%,Upgrade
Total Shareholder Return,5.46%,0.83%,0.72%,0.84%,0.69%,0.71%,0.58%,0.63%,0.50%,0.48%,0.78%,1.05%,1.03%,1.02%,0.63%,0.73%,0.73%,1.98%,0.80%,0.70%,0.55%,0.57%,0.55%,0.45%,0.47%,0.90%,0.32%,0.58%,0.67%,0.75%,0.80%,0.87%,0.79%,-0.53%,1.83%,0.77%,0.68%,-6.70%,-7.16%,-7.07%,-7.19%,Upgrade
