Metrics,Current,2022-12-31,2022-06-30,2021-12-31,2021-06-30,2020-12-31,2020-06-30,2019-12-31,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,+17 Quarters
Market Capitalization,110,114,119,135,166,62,95,155,167,65,76,74,98,119,112,112,123,129,138,125,123,180,256,256,443,445,479,497,500,525,505,567,535,522,422,481,439,454,474,539,236,Upgrade
Market Cap Growth,-,83.89%,24.30%,-13.31%,-0.14%,-4.66%,24.79%,109.46%,69.47%,-45.03%,-31.97%,-33.98%,-20.10%,-8.39%,-18.72%,-10.03%,0.08%,-28.26%,-45.88%,-51.23%,-72.22%,-59.43%,-46.60%,-48.42%,-11.39%,-15.36%,-5.20%,-12.38%,-6.56%,0.58%,19.72%,17.82%,21.97%,15.17%,-11.08%,-10.69%,85.57%,100.93%,88.13%,35.37%,-43.11%,Upgrade
Enterprise Value,71,77,89,110,135,32,59,115,120,12,24,35,71,179,177,173,186,264,284,261,201,258,378,382,613,645,730,583,524,589,554,616,590,504,221,270,185,190,171,242,-77,Upgrade
PE Ratio,-6.69,-6.69,89.05,22.80,18.44,214.73,-39.37,-10.97,1.71,0.78,-,-1.33,-2.62,-4.80,-4.66,-5.47,-6.53,-1.43,-0.36,-0.33,-0.35,-0.61,112.70,239.98,-754.65,72.95,69.34,77.41,54.63,-18.20,2.83,3.01,2.66,2.12,17.01,18.28,36.74,6.97,6.91,9.95,7.77,Upgrade
PS Ratio,2.34,2.46,2.53,2.42,2.56,1.33,1.79,1.80,1.70,0.63,-,0.56,0.46,0.35,0.24,0.17,0.15,0.13,0.12,0.10,0.10,0.14,0.21,0.21,0.37,0.53,0.58,0.85,0.86,0.77,0.87,1.06,1.10,1.03,0.88,0.91,0.87,1.06,1.30,2.43,2.76,Upgrade
PB Ratio,0.46,0.48,0.43,0.47,0.57,0.22,0.36,0.58,0.61,0.23,0.40,0.40,0.45,0.49,0.46,0.47,0.51,0.50,0.52,0.47,0.46,0.69,0.48,0.49,0.66,0.70,0.71,0.80,0.71,0.74,0.71,0.77,0.73,0.64,0.77,0.86,0.82,0.87,0.82,0.95,0.43,Upgrade
Debt / Equity Ratio,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.01,0.01,0.01,0.11,0.16,0.48,0.46,0.46,0.65,1.28,1.21,1.31,0.85,1.16,0.61,0.75,0.71,0.60,0.64,0.66,0.52,0.49,0.51,0.53,0.46,0.33,0.29,0.24,0.30,0.25,0.29,0.27,0.22,Upgrade
Current Ratio,4.18,4.18,8.33,11.80,6.88,8.01,5.19,5.46,2.45,3.75,4.62,1.83,1.61,2.14,2.28,2.31,1.87,1.63,1.67,1.64,1.90,1.79,2.63,2.23,2.28,2.11,1.94,2.04,2.26,2.39,2.13,2.25,1.98,1.92,3.20,2.90,2.78,2.75,2.71,2.82,3.77,Upgrade
Dividend Yield,7.98%,2.07%,3.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34%,0.17%,0.16%,-,0.15%,0.14%,0.15%,0.13%,0.14%,-,0.18%,0.26%,-,0.14%,0.13%,0.23%,-,Upgrade
Payout Ratio,-75.40%,-,-,-,-,-,-,-,-,0.00%,-,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,0.00%,0.00%,0.00%,0.00%,-8.70%,13.40%,10.70%,0.00%,-6.40%,10.30%,11.50%,9.40%,-1.40%,0.00%,6.80%,7.40%,0.00%,9.40%,5.00%,38.90%,0.00%,Upgrade
Buyback Yield / Dilution,-0.22%,-0.22%,-0.14%,-0.09%,-0.16%,-0.16%,-0.16%,-0.07%,0.04%,-0.04%,0.03%,0.27%,0.70%,0.78%,0.71%,0.48%,-,0.00%,-,-,0.14%,-0.07%,-0.31%,-0.94%,-1.13%,-0.54%,-0.38%,0.77%,0.04%,-0.33%,-0.24%,-0.76%,0.02%,-0.14%,0.06%,0.11%,-74.47%,-93.88%,-106.68%,-106.89%,-18.13%,Upgrade
Total Shareholder Return,7.83%,1.86%,3.23%,-0.09%,-0.16%,-0.16%,-0.16%,-0.07%,0.04%,-0.04%,0.03%,0.27%,0.70%,0.78%,0.71%,0.48%,-,0.00%,-,-,0.14%,-0.07%,-0.31%,-0.94%,-0.79%,-0.37%,-0.23%,0.77%,0.19%,-0.18%,-0.09%,-0.63%,0.16%,-0.14%,0.24%,0.37%,-74.47%,-93.74%,-106.55%,-106.66%,-18.13%,Upgrade
