Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"38,764","37,128","46,986","36,105","40,505","51,142","47,211","46,942","40,847","39,962","32,617","23,715","26,855","21,180","44,655","48,454","46,340","37,440","34,864","47,301","47,595","49,112","53,560","55,460","57,879","61,154","67,082","63,533","59,186","62,128","76,658","73,519","82,431","75,196","78,409","77,080","78,958","73,218","75,163","71,795","65,993",Upgrade
Market Cap Growth,-,-27.40%,-0.48%,-23.09%,-0.84%,27.98%,44.74%,97.94%,52.10%,88.67%,-26.96%,-51.06%,-42.05%,-43.43%,28.08%,2.44%,-2.64%,-23.77%,-34.91%,-14.71%,-17.77%,-19.69%,-20.16%,-12.71%,-2.21%,-1.57%,-12.49%,-13.58%,-28.20%,-17.38%,-2.23%,-4.62%,4.40%,2.70%,4.32%,7.36%,19.65%,27.76%,44.23%,26.67%,14.63%,Upgrade
Enterprise Value,"61,981","61,249","72,122","64,243","66,565","78,543","75,176","75,793","73,814","72,814","67,324","58,761","62,727","53,852","77,149","80,355","79,696","70,651","66,531","79,154","79,244","80,628","82,838","84,066","87,174","89,983","96,126","93,312","90,731","92,581","104,278","102,669","110,854","105,372","107,868","111,370","115,545","110,236","114,615","111,968","106,845",Upgrade
PE Ratio,6.68,6.17,4.59,2.65,3.22,5.30,5.04,8.44,9.77,-10.39,-5.46,-4.75,-5.81,4.80,13.43,27.19,-370.72,-129.10,-5810.67,-7.83,-7.29,-7.76,-8.80,-22.50,-219.24,117.83,-79.01,181.01,-173.06,-136.54,34.91,15.67,11.59,8.97,10.41,8.71,8.94,8.63,8.27,22.80,23.28,Upgrade
PS Ratio,0.73,0.72,0.83,0.62,0.72,0.97,0.91,0.99,0.91,0.91,0.75,0.52,0.55,0.41,0.90,0.96,0.95,0.78,0.74,1.00,1.00,1.01,1.08,1.11,1.14,1.15,1.28,1.19,1.11,1.15,1.31,1.23,1.29,1.17,1.22,1.16,1.20,1.08,1.09,1.00,0.91,Upgrade
PB Ratio,0.87,0.86,1.15,0.93,0.89,0.91,0.72,0.72,0.62,0.64,0.49,0.37,0.43,0.35,0.68,0.74,0.72,0.62,0.62,0.81,0.78,0.78,0.82,0.77,0.79,0.83,0.88,0.72,0.66,0.70,0.86,0.74,0.79,0.70,0.73,0.71,0.73,0.71,0.75,0.73,0.68,Upgrade
Debt / Equity Ratio,0.60,0.60,0.66,0.78,0.63,0.54,0.46,0.49,0.54,0.57,0.57,0.60,0.63,0.59,0.54,0.54,0.56,0.59,0.61,0.59,0.55,0.54,0.49,0.43,0.43,0.42,0.41,0.36,0.37,0.36,0.33,0.31,0.29,0.30,0.29,0.33,0.36,0.38,0.41,0.43,0.44,Upgrade
Dividend Yield,2.39%,0.64%,0.51%,0.68%,0.63%,0.52%,0.57%,0.59%,0.68%,0.70%,0.85%,1.18%,1.03%,1.33%,0.64%,0.59%,0.61%,0.75%,0.82%,0.61%,0.62%,0.60%,0.50%,0.52%,0.52%,0.53%,0.45%,0.56%,0.62%,0.60%,0.46%,0.49%,0.21%,0.23%,0.23%,0.23%,0.23%,0.25%,0.20%,0.21%,-,Upgrade
Payout Ratio,16.20%,1066.70%,61.50%,9.00%,8.40%,6.30%,7.20%,16.40%,290.90%,7.20%,-400.00%,100.00%,-3.50%,16.10%,30.50%,43.20%,25.40%,42.70%,-46.40%,-22.70%,30.80%,31.10%,-4.50%,-16.80%,26.20%,26.40%,-11.60%,74.40%,18.60%,-200.00%,-20.60%,-155.60%,9.30%,6.90%,25.00%,8.10%,5.90%,11.40%,7.50%,6.80%,0.00%,Upgrade
Buyback Yield / Dilution,9.92%,9.92%,10.87%,10.75%,8.27%,5.74%,2.51%,1.04%,-0.68%,0.30%,3.13%,2.53%,2.40%,-0.15%,-0.70%,-0.06%,3.08%,5.16%,-6.17%,1.48%,3.34%,7.96%,10.45%,17.57%,16.82%,13.08%,26.08%,13.81%,16.50%,16.57%,10.29%,11.30%,6.78%,5.86%,4.65%,2.91%,1.19%,0.28%,-0.38%,9.57%,15.62%,Upgrade
Total Shareholder Return,12.36%,10.56%,11.39%,11.43%,8.90%,6.25%,3.09%,1.63%,0.00%,1.00%,3.98%,3.71%,3.44%,1.17%,-0.06%,0.53%,3.70%,5.91%,-5.36%,2.08%,3.96%,8.57%,10.96%,18.10%,17.35%,13.60%,26.53%,14.37%,17.12%,17.17%,10.75%,11.79%,6.99%,6.09%,4.87%,3.15%,1.42%,0.53%,-0.19%,9.78%,15.62%,Upgrade
