Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+60 Quarters
Market Capitalization,84,86,84,87,91,132,137,138,146,164,204,189,235,202,246,195,170,173,143,129,139,134,123,118,104,113,108,106,113,92,72,73,75,67,67,64,59,57,59,59,57,Upgrade
Market Cap Growth,-,-34.83%,-38.56%,-36.99%,-37.56%,-19.57%,-33.16%,-27.28%,-37.64%,-18.75%,-16.74%,-2.73%,38.00%,16.77%,72.23%,51.21%,21.91%,29.04%,16.29%,8.57%,34.16%,19.21%,13.31%,11.74%,-8.11%,22.69%,50.28%,45.80%,51.44%,37.63%,7.94%,13.13%,27.12%,16.33%,12.68%,8.18%,2.59%,1.08%,9.16%,9.42%,-0.99%,Upgrade
Enterprise Value,43,47,14,0,-37,-40,-41,-32,-44,-48,22,48,122,136,188,144,103,111,94,70,70,87,97,87,54,51,48,20,27,-33,-54,37,26,19,25,37,53,43,58,58,40,Upgrade
PE Ratio,6.09,6.53,7.05,7.75,8.31,12.01,11.96,12.01,12.99,14.98,20.18,19.55,23.82,19.70,23.78,18.67,16.96,18.70,15.41,15.42,17.59,16.75,16.48,15.60,14.36,16.48,15.76,17.02,19.28,17.28,13.85,13.60,13.65,11.58,11.92,11.51,10.72,11.08,11.67,11.70,13.10,Upgrade
PS Ratio,1.99,2.08,2.13,2.26,2.42,3.50,3.58,3.67,3.97,4.57,5.86,5.46,6.72,5.68,6.90,5.56,5.02,5.29,4.42,4.04,4.42,4.29,3.98,3.94,3.53,3.89,3.75,3.80,4.33,3.78,3.16,3.28,3.34,2.97,3.03,2.97,2.76,2.76,2.86,2.91,2.86,Upgrade
PB Ratio,0.88,0.92,0.99,1.12,1.07,1.37,1.20,1.20,1.30,1.50,1.85,1.75,2.22,1.97,2.48,2.01,1.80,1.94,1.66,1.58,1.74,1.69,1.52,1.46,1.30,1.46,1.43,1.35,1.45,1.21,0.97,1.22,1.28,1.14,1.17,1.14,1.07,1.05,1.11,1.13,1.09,Upgrade
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0.05,-,-,-,-,-,-,-,-,-,-,-,-,0.28,0.16,0.28,0.29,0.31,Upgrade
Dividend Yield,4.38%,1.05%,1.04%,1.01%,0.96%,0.66%,0.64%,0.64%,0.60%,0.53%,0.40%,0.43%,0.35%,0.40%,0.33%,0.42%,0.47%,0.45%,0.54%,0.60%,0.55%,0.58%,0.60%,0.62%,0.67%,0.62%,0.65%,0.66%,0.62%,0.76%,0.80%,0.80%,0.78%,0.87%,0.86%,0.90%,0.99%,1.02%,0.94%,0.94%,0.97%,Upgrade
Payout Ratio,26.60%,23.70%,24.50%,28.00%,32.10%,34.70%,31.00%,29.50%,31.70%,29.50%,28.20%,29.30%,32.90%,38.10%,33.30%,27.60%,27.90%,35.90%,30.70%,30.30%,36.50%,35.90%,45.80%,34.90%,31.80%,45.70%,40.40%,39.60%,39.60%,44.70%,55.30%,41.20%,46.70%,39.60%,45.70%,37.50%,38.20%,44.70%,45.50%,39.20%,46.50%,Upgrade
Buyback Yield / Dilution,0.41%,0.41%,0.07%,0.05%,0.06%,0.06%,0.06%,0.06%,0.08%,0.08%,-0.36%,-0.36%,-0.40%,-0.40%,-0.22%,-0.22%,-0.22%,-0.22%,-0.57%,-0.56%,-0.58%,-0.58%,0.02%,-,0.03%,0.03%,-20.99%,-20.97%,-20.96%,-20.96%,-0.66%,-0.64%,0.87%,0.87%,1.58%,1.56%,0.03%,0.03%,0.02%,0.01%,0.02%,Upgrade
Total Shareholder Return,4.78%,1.46%,1.12%,1.06%,1.02%,0.72%,0.70%,0.69%,0.68%,0.62%,0.04%,0.07%,-0.05%,0.00%,0.11%,0.19%,0.25%,0.22%,-0.03%,0.04%,-0.03%,-0.01%,0.62%,0.62%,0.71%,0.65%,-20.34%,-20.31%,-20.34%,-20.20%,0.14%,0.15%,1.64%,1.73%,2.44%,2.45%,1.03%,1.05%,0.96%,0.95%,1.00%,Upgrade
