Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"6,191","6,305","6,204","5,510","5,970","7,226","7,331","7,121","6,816","6,725","5,198","3,466","3,248","2,870","4,147","3,993","4,179","3,792","2,983","3,650","3,739","4,256","4,078","3,652","3,147","3,420","3,309","2,546","2,091","2,057","2,944","2,923","3,920","3,768","3,368","3,081","3,100","3,245","3,046","2,620","2,268",Upgrade
Market Cap Growth,-,-12.75%,-15.38%,-22.63%,-12.41%,7.46%,41.06%,105.45%,109.84%,134.29%,25.34%,-13.19%,-22.28%,-24.31%,39.03%,9.40%,11.78%,-10.89%,-26.86%,-0.06%,18.80%,24.42%,23.22%,43.45%,50.55%,66.24%,12.40%,-12.91%,-46.66%,-45.39%,-12.57%,-5.12%,26.42%,16.12%,10.55%,17.57%,36.72%,48.43%,77.38%,45.18%,36.61%,Upgrade
Enterprise Value,"5,581","5,777","5,816","6,133","6,699","8,175","7,497","7,183","7,739","7,230","4,547","3,850","3,959","3,960","5,254","5,859","6,524","6,111","4,193","6,628","6,699","7,310","6,387","5,675","5,177","5,588","5,031","4,396","4,607","4,059","3,766","3,866","5,262","4,717","3,962","4,060","4,430","4,503","3,534","3,319","3,530",Upgrade
PE Ratio,11.05,10.36,9.93,7.76,7.96,9.16,9.29,9.92,10.55,12.03,10.91,8.23,7.82,6.90,9.62,9.58,10.10,9.60,7.76,13.59,16.17,21.63,23.50,18.05,20.38,30.08,42.64,39.62,32.08,26.97,31.89,23.14,26.29,21.93,19.13,17.20,14.84,16.66,18.80,17.05,18.63,Upgrade
PS Ratio,1.39,1.44,1.41,1.21,1.28,1.53,1.55,1.59,1.61,1.69,1.39,0.95,0.91,0.83,1.24,1.25,1.35,1.25,0.99,1.20,1.24,1.42,1.39,1.31,1.16,1.30,1.29,1.02,0.86,0.86,1.26,1.25,1.73,1.70,1.53,1.41,1.44,1.56,1.54,1.44,1.29,Upgrade
PB Ratio,1.15,1.18,1.16,1.05,1.17,1.43,1.46,1.49,1.51,1.56,1.23,0.86,0.84,0.83,1.15,1.14,1.22,1.12,0.94,1.15,1.27,1.46,1.43,1.25,1.11,1.23,1.21,0.95,0.84,0.85,1.18,1.17,1.56,1.59,1.45,1.38,1.43,1.55,1.48,1.31,1.20,Upgrade
Debt / Equity Ratio,0.42,0.42,0.35,0.40,0.46,0.53,0.46,0.45,0.54,0.47,0.42,0.56,0.67,0.77,0.66,0.80,0.92,0.94,1.04,1.17,1.20,1.21,1.08,0.90,0.95,1.02,0.99,0.94,1.18,1.08,0.75,0.62,0.79,0.57,0.57,0.68,0.81,0.85,0.59,0.68,0.86,Upgrade
Dividend Yield,2.16%,0.66%,0.57%,0.64%,0.59%,0.49%,0.24%,0.25%,0.26%,0.26%,0.26%,0.37%,0.39%,0.45%,0.28%,0.29%,0.28%,0.31%,0.33%,0.27%,0.26%,0.23%,0.20%,0.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,22.50%,26.50%,19.50%,23.10%,21.60%,20.00%,6.40%,8.80%,8.50%,9.80%,6.60%,10.90%,11.60%,14.90%,8.50%,10.20%,10.50%,11.10%,7.70%,8.50%,10.20%,10.00%,-142.60%,10.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,2.33%,2.33%,1.55%,1.06%,1.01%,-0.22%,-1.25%,-4.13%,-6.29%,-2.56%,-0.68%,2.94%,5.93%,3.27%,3.88%,4.10%,2.73%,3.15%,1.75%,-0.75%,-1.60%,-1.36%,-2.53%,-4.30%,-5.32%,-6.06%,-1.49%,2.78%,2.41%,1.65%,-2.28%,-4.01%,-2.93%,-2.20%,-2.66%,-1.98%,-2.09%,-9.40%,-19.22%,-19.25%,-18.21%,Upgrade
Total Shareholder Return,4.52%,2.99%,2.11%,1.70%,1.60%,0.27%,-1.00%,-3.88%,-6.03%,-2.30%,-0.42%,3.31%,6.32%,3.72%,4.17%,4.39%,3.01%,3.47%,2.08%,-0.48%,-1.34%,-1.13%,-2.33%,-4.08%,-5.32%,-6.06%,-1.49%,2.78%,2.41%,1.65%,-2.28%,-4.01%,-2.93%,-2.20%,-2.66%,-1.98%,-2.09%,-9.40%,-19.22%,-19.25%,-18.21%,Upgrade
