Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+69 Quarters
Market Capitalization,43,50,46,67,72,66,67,68,58,56,41,43,38,72,56,58,63,50,66,71,70,78,70,68,75,67,64,54,49,54,49,49,50,53,51,51,53,44,54,60,49,Upgrade
Market Cap Growth,-,-23.24%,-30.13%,-1.78%,24.24%,18.03%,62.45%,58.59%,53.20%,-22.92%,-27.44%,-26.27%,-40.16%,44.31%,-14.62%,-17.87%,-9.48%,-35.65%,-5.35%,4.38%,-7.25%,15.86%,9.13%,26.32%,53.39%,24.55%,30.26%,10.56%,-2.41%,1.06%,-4.21%,-4.74%,-6.11%,21.38%,-4.44%,-14.27%,9.16%,36.11%,58.41%,80.08%,47.13%,Upgrade
Enterprise Value,40,49,60,54,-5,25,1,-4,-58,-29,-15,-55,-23,15,11,-2,-12,-7,8,34,55,61,58,62,68,69,58,31,21,22,23,30,26,25,23,15,-1,2,12,6,-24,Upgrade
PE Ratio,6.61,7.35,7.32,12.56,14.77,14.77,17.58,20.27,20.57,20.57,14.26,12.00,9.03,15.82,11.68,14.72,19.04,20.10,-77.49,-154.84,-173.66,-189.27,51.73,53.71,57.27,54.85,36.16,30.49,23.58,20.77,17.10,15.36,13.89,15.03,13.55,13.26,14.00,11.19,13.92,14.43,11.33,Upgrade
PS Ratio,1.11,1.36,1.27,1.82,1.91,1.71,1.72,1.78,1.53,1.47,1.08,1.12,0.96,1.83,1.41,1.46,1.66,1.40,1.98,2.23,2.23,2.50,2.37,2.30,2.51,2.25,2.06,1.74,1.57,1.69,1.50,1.46,1.47,1.57,1.45,1.44,1.52,1.21,1.51,1.65,1.33,Upgrade
PB Ratio,0.48,0.59,0.56,0.81,0.82,0.73,0.74,0.77,0.66,0.64,0.48,0.50,0.45,0.85,0.67,0.70,0.77,0.63,0.85,0.94,0.92,1.02,0.89,0.87,0.97,0.88,0.81,0.69,0.63,0.70,0.64,0.64,0.66,0.71,0.69,0.70,0.75,0.63,0.77,0.86,0.71,Upgrade
Debt / Equity Ratio,0.36,0.36,0.61,0.25,0.24,0.23,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.00,0.00,-,0.01,0.00,0.27,0.27,0.34,0.26,0.26,0.33,0.33,0.26,0.26,0.07,0.16,0.02,0.08,0.07,0.07,0.08,0.08,0.08,0.09,0.10,0.01,0.01,Upgrade
Dividend Yield,2.29%,0.58%,0.38%,0.27%,0.26%,0.28%,0.28%,0.27%,0.32%,0.33%,0.45%,0.43%,0.49%,0.26%,0.22%,0.22%,0.20%,0.25%,0.18%,0.17%,0.17%,0.16%,0.17%,0.18%,0.16%,0.18%,0.19%,0.22%,0.25%,0.22%,0.25%,0.25%,0.24%,0.23%,0.12%,-,-,-,-,-,-,Upgrade
Payout Ratio,12.40%,13.50%,9.70%,13.00%,13.60%,11.10%,23.10%,20.00%,20.00%,18.80%,42.90%,42.90%,23.10%,15.80%,11.80%,12.50%,10.50%,8.70%,50.00%,33.30%,28.60%,-6.50%,20.00%,28.60%,28.60%,-100.00%,22.20%,25.00%,40.00%,28.60%,22.20%,15.40%,14.30%,16.70%,7.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,6.53%,6.53%,6.08%,2.14%,0.91%,-0.67%,-0.66%,-1.15%,-1.15%,0.73%,2.05%,2.54%,2.54%,1.18%,-3.51%,-3.55%,-3.55%,-3.61%,-0.32%,-0.53%,-0.53%,-0.56%,-0.49%,-0.20%,-0.20%,-,-,-,-,-0.15%,-0.15%,-0.23%,-,-0.14%,-0.17%,-0.10%,-0.02%,-0.05%,-0.10%,0.22%,-0.08%,Upgrade
Total Shareholder Return,8.81%,7.10%,6.46%,2.41%,1.17%,-0.39%,-0.38%,-0.87%,-0.82%,1.07%,2.50%,2.97%,3.03%,1.44%,-3.29%,-3.34%,-3.35%,-3.36%,-0.13%,-0.36%,-0.35%,-0.41%,-0.32%,-0.02%,-0.04%,0.18%,0.19%,0.22%,0.25%,0.07%,0.09%,0.02%,0.24%,0.09%,-0.06%,-0.10%,-0.02%,-0.05%,-0.10%,0.22%,-0.08%,Upgrade
