Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,429","3,235","3,589","3,511","3,201","3,688","3,209","2,843","2,778","2,959","2,463","1,464","1,575","1,445","2,439","2,242","2,257","1,976","1,700","2,207","2,427","2,504","2,066","2,026","1,973","1,965","2,099","1,489","1,309","1,321","1,393","1,282","1,259","1,138","1,141",990,984,"1,154","1,055",867,718,Upgrade
Market Cap Growth,-,-12.29%,11.82%,23.48%,15.23%,24.62%,30.27%,94.21%,76.34%,104.74%,1.01%,-34.70%,-30.22%,-26.85%,43.49%,1.57%,-6.98%,-21.09%,-17.71%,8.95%,22.99%,27.43%,-1.59%,36.09%,50.74%,48.78%,50.67%,16.15%,3.96%,16.01%,22.08%,29.46%,27.98%,-1.33%,8.20%,14.18%,37.09%,76.16%,93.56%,79.13%,45.33%,Upgrade
Enterprise Value,"2,013","2,819","3,975","3,351","2,310","2,106","1,138","1,272","1,620","1,937","1,182",745,558,"1,138","2,136","2,161","2,430","1,948","1,800","2,480","2,988","2,912","2,427","2,425","2,584","2,478","2,771","1,922","2,000","1,812","1,763","1,459","1,578","1,337","1,355","1,240","1,125","1,243","1,129",787,706,Upgrade
PE Ratio,8.08,11.42,13.33,14.64,13.77,15.64,12.28,10.59,11.46,14.86,15.47,9.72,10.28,8.40,13.23,12.42,12.83,11.52,10.31,20.38,26.20,30.71,30.72,18.98,18.81,19.29,20.86,16.25,15.66,17.35,19.48,17.91,17.65,16.29,16.99,15.98,17.33,4.32,4.04,3.46,2.92,Upgrade
PS Ratio,2.80,3.73,4.34,4.51,4.25,5.02,4.31,3.78,3.88,4.59,4.27,2.73,2.99,2.63,4.35,4.05,4.16,3.70,3.26,4.37,5.06,5.47,4.69,4.73,4.65,4.73,5.19,3.79,3.54,3.79,4.27,4.24,4.37,4.10,4.23,3.74,3.77,5.33,5.04,4.34,3.78,Upgrade
PB Ratio,0.79,1.05,1.33,1.33,1.21,1.37,1.44,1.34,1.33,1.46,1.23,0.74,0.89,0.88,1.49,1.40,1.44,1.31,1.17,1.57,1.76,1.85,1.59,1.66,1.74,1.78,1.95,1.38,1.24,1.28,1.37,1.26,1.52,1.49,1.54,1.34,1.36,1.64,1.33,1.02,0.87,Upgrade
Debt / Equity Ratio,0.12,0.12,0.38,0.12,0.12,0.12,0.11,0.12,0.13,0.15,0.16,0.17,0.18,0.13,0.13,0.17,0.29,0.20,0.29,0.42,0.64,0.56,0.52,0.53,0.75,0.68,0.83,0.61,0.85,0.65,0.60,0.38,0.63,0.50,0.55,0.63,0.53,0.43,0.38,0.22,0.30,Upgrade
Dividend Yield,4.17%,0.82%,0.66%,0.67%,0.70%,0.61%,0.56%,0.61%,0.60%,0.56%,0.64%,1.07%,0.90%,0.99%,0.59%,0.60%,0.60%,0.65%,0.75%,0.54%,0.49%,0.38%,0.37%,0.36%,0.33%,0.33%,0.27%,0.38%,0.39%,0.38%,0.31%,0.31%,0.25%,0.27%,0.27%,0.18%,0.19%,-,-,-,-,Upgrade
Payout Ratio,33.70%,44.20%,29.70%,29.70%,34.40%,48.80%,36.40%,24.40%,24.40%,23.20%,27.30%,34.60%,56.20%,45.00%,29.50%,28.30%,30.90%,29.10%,28.60%,27.80%,30.60%,25.50%,-55.60%,26.30%,23.10%,27.30%,21.10%,22.20%,20.00%,22.60%,24.00%,22.20%,17.90%,17.20%,16.70%,10.30%,11.10%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-8.47%,-8.47%,-18.60%,-22.26%,-22.07%,-21.96%,-3.19%,-0.17%,-10.77%,-10.09%,-9.65%,-9.46%,0.95%,0.46%,0.27%,0.19%,0.10%,-0.75%,-3.99%,-9.10%,-11.05%,-10.47%,-7.19%,-2.24%,0.54%,0.63%,0.54%,-7.94%,-15.43%,-18.48%,-18.48%,-9.08%,-3.03%,-1.41%,-1.29%,-2.66%,-4.43%,-3.41%,-3.62%,-2.28%,-0.52%,Upgrade
Total Shareholder Return,-4.30%,-7.65%,-17.94%,-21.59%,-21.37%,-21.36%,-2.63%,0.44%,-10.17%,-9.53%,-9.01%,-8.39%,1.85%,1.45%,0.85%,0.79%,0.70%,-0.11%,-3.24%,-8.56%,-10.56%,-10.09%,-6.81%,-1.88%,0.86%,0.96%,0.81%,-7.55%,-15.05%,-18.10%,-18.17%,-8.77%,-2.78%,-1.14%,-1.02%,-2.48%,-4.24%,-3.41%,-3.62%,-2.28%,-0.52%,Upgrade
