Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"13,202","13,635","13,849","12,009","14,584","16,088","14,653","13,875","14,383","13,694","12,375","9,745","9,650","10,023","15,613","15,567","16,668","14,921","14,302","15,872","15,417","16,352","16,842","16,110","15,761","15,744","15,780","13,872","13,930","12,970","13,607","13,122","14,302","15,237","15,722","15,877","17,010","17,065","18,677","18,103","17,270",Upgrade
Market Cap Growth,-,-15.25%,-5.48%,-13.45%,1.40%,17.48%,18.41%,42.37%,49.04%,36.63%,-20.74%,-37.39%,-42.10%,-32.82%,9.16%,-1.92%,8.12%,-8.76%,-15.08%,-1.48%,-2.18%,3.86%,6.73%,16.13%,13.14%,21.39%,15.97%,5.72%,-2.60%,-14.88%,-13.45%,-17.35%,-15.92%,-10.71%,-15.82%,-12.30%,-1.51%,-1.19%,16.44%,10.91%,6.38%,Upgrade
Enterprise Value,"21,643","22,099","22,336","20,412","22,915","24,566","23,111","22,176","22,915","22,171","22,006","19,267","18,987","21,052","26,810","26,607","27,771","25,943","25,273","26,761","26,435","27,369","27,903","27,127","26,690","26,022","26,231","24,450","24,647","23,249","23,727","23,564","24,905","25,516","26,026","26,141","27,535","28,074","28,727","27,821","27,176",Upgrade
PE Ratio,13.14,13.00,13.69,12.32,13.69,9.82,9.29,8.50,9.27,-360.37,-13.29,-8.77,-8.19,-106.63,16.75,28.30,22.05,20.25,22.49,12.38,13.28,14.07,14.47,16.56,13.79,18.59,24.13,85.10,773.90,51.27,52.33,19.61,20.58,23.77,26.60,85.82,65.68,41.42,31.39,23.79,26.33,Upgrade
PS Ratio,0.91,0.95,0.99,0.86,1.06,1.11,1.00,0.94,0.97,1.05,0.98,0.76,0.75,0.70,1.05,1.09,1.17,1.05,1.02,1.11,1.08,1.17,1.23,1.19,1.19,1.19,1.20,1.06,1.07,0.99,1.01,0.97,1.02,1.08,1.10,1.09,1.16,1.16,1.28,1.28,1.21,Upgrade
PB Ratio,0.91,0.94,0.97,0.87,0.96,0.97,0.82,0.78,0.80,0.79,0.69,0.56,0.56,0.59,0.82,0.80,0.85,0.78,0.77,0.84,0.82,0.88,0.88,0.85,0.84,0.85,0.87,0.76,0.78,0.73,0.78,0.70,0.75,0.79,0.82,0.81,0.86,0.87,0.96,0.94,0.90,Upgrade
Debt / Equity Ratio,0.63,0.63,0.63,0.67,0.61,0.56,0.51,0.51,0.50,0.53,0.57,0.60,0.58,0.71,0.60,0.59,0.59,0.60,0.61,0.60,0.61,0.62,0.60,0.60,0.60,0.58,0.59,0.60,0.62,0.59,0.60,0.57,0.57,0.55,0.55,0.55,0.54,0.57,0.53,0.52,0.53,Upgrade
Dividend Yield,0.43%,0.11%,0.11%,0.12%,0.10%,0.10%,0.11%,0.11%,0.11%,0.12%,0.14%,0.18%,0.18%,0.18%,0.12%,0.12%,0.11%,0.13%,0.14%,0.13%,0.13%,0.13%,0.13%,0.13%,0.13%,0.14%,0.13%,0.15%,0.15%,0.16%,0.16%,0.17%,0.16%,0.15%,0.15%,0.15%,0.14%,0.14%,0.13%,0.13%,0.14%,Upgrade
Payout Ratio,5.70%,3.90%,4.10%,11.50%,8.50%,4.80%,4.50%,7.20%,2.20%,6.30%,4.50%,12.40%,-2.10%,-2.80%,8.40%,25.80%,7.60%,4.90%,-12.20%,7.20%,8.60%,7.10%,4.40%,13.70%,9.10%,7.20%,7.30%,6.40%,-32.60%,20.70%,-11.70%,12.60%,13.50%,21.70%,11.50%,11.30%,20.70%,41.30%,-12.20%,8.50%,9.00%,Upgrade
Buyback Yield / Dilution,5.98%,5.98%,5.73%,6.43%,6.61%,7.20%,7.64%,7.94%,6.44%,6.72%,7.70%,7.56%,7.57%,7.51%,5.82%,4.56%,4.77%,5.59%,6.62%,6.21%,5.31%,2.65%,0.18%,-0.05%,0.30%,0.46%,2.67%,6.50%,8.45%,9.09%,7.46%,5.27%,4.24%,3.83%,3.49%,1.79%,0.83%,1.04%,1.37%,1.81%,1.89%,Upgrade
Total Shareholder Return,6.41%,6.09%,5.83%,6.55%,6.71%,7.30%,7.75%,8.05%,6.56%,6.84%,7.84%,7.74%,7.75%,7.69%,5.94%,4.68%,4.88%,5.71%,6.75%,6.34%,5.44%,2.78%,0.30%,0.08%,0.43%,0.60%,2.80%,6.65%,8.60%,9.26%,7.62%,5.44%,4.41%,3.99%,3.64%,1.94%,0.97%,1.18%,1.50%,1.94%,2.03%,Upgrade
