Metrics,Current,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+45 Quarters
Market Capitalization,"36,795","33,604","29,876","33,351","41,462","37,034","37,364","38,257","41,775","37,508","29,278","28,668","26,394","43,157","39,052","38,669","35,968","30,194","38,046","38,237","39,535","44,254","43,044","39,798","37,635","37,100","29,376","28,460","29,417","29,782","30,776","36,959","33,818","37,649","37,965","39,188","38,083","38,350","32,188","31,138","28,612",Upgrade
Market Cap Growth,-,-9.26%,-20.04%,-12.82%,-0.75%,-1.26%,27.62%,33.45%,58.27%,-13.09%,-25.03%,-25.86%,-26.62%,42.93%,2.64%,1.13%,-9.02%,-31.77%,-11.61%,-3.92%,5.05%,19.28%,46.53%,39.84%,27.93%,24.57%,-4.55%,-23.00%,-13.01%,-20.90%,-18.94%,-5.69%,-11.20%,-1.83%,17.95%,25.85%,33.10%,54.45%,46.32%,56.50%,15.57%,Upgrade
Enterprise Value,"26,976","23,919","19,496","23,760","32,766","29,312","29,418","32,044","33,894","29,401","21,775","21,169","18,637","37,717","36,827","36,730","34,048","27,987","35,860","35,318","36,438","42,199","41,467","37,763","35,866","35,114","26,338","23,394","25,024","24,003","18,282","27,646","23,242","23,536","25,860","30,148","30,188","30,332","22,750","22,874","21,326",Upgrade
PE Ratio,7.12,6.55,5.44,5.73,5.76,6.88,7.18,6.70,9.99,8.39,7.56,10.26,8.41,10.41,10.67,8.97,8.81,8.80,20.62,25.61,25.92,28.96,14.86,14.22,16.25,17.84,12.93,14.80,15.96,19.86,16.71,15.61,13.05,12.96,10.52,10.57,12.86,13.60,11.92,21.23,28.96,Upgrade
PS Ratio,2.93,2.69,1.69,1.36,0.87,0.77,0.82,0.86,0.91,0.61,0.54,0.48,0.50,0.71,0.67,0.81,0.89,1.05,1.08,1.00,0.95,0.97,1.39,1.26,1.11,0.94,0.57,0.62,0.95,1.20,1.03,1.05,0.77,0.80,0.93,1.03,1.56,2.19,1.84,1.69,0.94,Upgrade
PB Ratio,0.90,0.82,0.70,0.78,0.93,0.81,0.86,0.89,1.01,0.91,0.73,0.74,0.69,1.15,1.03,1.04,1.00,0.89,1.14,1.14,1.19,1.37,1.26,1.20,1.17,1.19,0.91,0.89,0.94,1.00,1.03,1.21,1.11,1.31,1.32,1.39,1.38,1.43,1.25,1.25,1.15,Upgrade
Debt / Equity Ratio,0.10,0.10,0.13,0.16,0.20,0.22,0.22,0.22,0.25,0.30,0.32,0.31,0.29,0.27,0.30,0.29,0.28,0.29,0.29,0.30,0.30,0.33,0.31,0.31,0.32,0.30,0.33,0.34,0.30,0.24,0.06,0.11,0.13,0.14,0.14,0.15,0.17,0.18,0.19,0.19,0.19,Upgrade
Dividend Yield,5.24%,1.38%,1.62%,1.49%,1.21%,1.36%,1.16%,1.17%,1.03%,1.20%,2.01%,2.06%,2.23%,1.23%,1.36%,1.38%,1.12%,1.34%,0.94%,0.96%,0.94%,0.77%,0.80%,0.80%,0.89%,0.77%,1.01%,1.05%,0.95%,0.85%,0.85%,0.76%,0.73%,0.72%,0.74%,0.60%,0.61%,0.63%,0.76%,0.78%,0.84%,Upgrade
Payout Ratio,37.90%,35.50%,49.30%,62.80%,21.60%,31.90%,35.60%,21.50%,72.40%,30.30%,35.80%,108.80%,63.40%,53.70%,93.60%,44.90%,23.20%,91.60%,28.80%,37.20%,33.70%,-24.40%,37.50%,31.50%,31.70%,920.90%,33.90%,54.90%,34.20%,161.00%,58.60%,61.00%,43.70%,48.20%,27.30%,25.90%,30.80%,19.40%,24.10%,113.80%,47.20%,Upgrade
Buyback Yield / Dilution,3.01%,3.01%,1.82%,0.90%,0.05%,7.74%,7.74%,7.74%,7.69%,1.04%,1.04%,1.04%,1.04%,0.04%,0.04%,0.04%,0.04%,-0.30%,-0.30%,-0.30%,-0.30%,-1.90%,-1.90%,-1.90%,-1.90%,-4.72%,-4.72%,-4.72%,-4.72%,-0.81%,-0.81%,-0.81%,-0.81%,-1.47%,-1.47%,-7.54%,-7.89%,-6.74%,-7.03%,-2.88%,3.28%,Upgrade
Total Shareholder Return,8.24%,4.38%,3.44%,2.39%,1.26%,9.09%,8.90%,8.91%,8.72%,2.24%,3.06%,3.10%,3.28%,1.27%,1.40%,1.41%,1.16%,1.04%,0.64%,0.66%,0.64%,-1.13%,-1.10%,-1.10%,-1.01%,-3.95%,-3.71%,-3.66%,-3.77%,0.05%,0.04%,-0.04%,-0.08%,-0.75%,-0.73%,-6.94%,-7.28%,-6.11%,-6.27%,-2.10%,4.13%,Upgrade
