Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"2,185","2,707","3,472","3,018","2,740","3,405","3,390","3,277","3,130","3,261","2,619","1,939","2,102","2,001","3,512","3,284","3,465","3,509","3,281","4,474","4,663","3,769","3,840","3,670","3,838","3,704","3,717","2,947","2,575","2,686","2,819","2,699","3,092","2,766","2,831","2,698","2,883","2,909","2,828","2,571","2,608",Upgrade
Market Cap Growth,-,-20.51%,2.41%,-7.89%,-12.45%,4.40%,29.46%,68.94%,48.86%,62.99%,-25.43%,-40.94%,-39.33%,-42.97%,7.04%,-26.61%,-25.69%,-6.92%,-14.55%,21.92%,21.47%,1.77%,3.31%,24.54%,49.08%,37.92%,31.86%,9.17%,-16.72%,-2.89%,-0.45%,0.06%,7.24%,-4.92%,0.12%,4.95%,10.54%,13.99%,25.57%,13.80%,13.67%,Upgrade
Enterprise Value,"7,119","7,641","8,024","6,827","6,086","5,091","4,589","3,783","3,752","3,684","4,337","4,310","4,487","5,252","7,119","6,307","6,559","6,762","6,931","8,266","9,743","8,716","7,197","7,390","7,937","6,857","6,928","6,338","7,520","6,589","5,856","5,991","7,350","6,011","6,798","6,585","7,506","6,465","6,054","3,983","5,432",Upgrade
PE Ratio,5.72,7.05,9.79,9.35,8.73,10.77,10.15,10.19,11.30,9.72,9.08,6.58,6.29,7.39,11.27,9.99,10.42,10.36,10.16,15.69,17.64,16.17,17.46,16.33,17.96,18.07,19.42,16.42,14.71,15.26,15.56,14.35,16.29,14.79,15.26,14.62,16.02,16.04,15.41,14.10,14.24,Upgrade
PS Ratio,1.74,2.15,2.88,2.62,2.44,3.05,2.96,2.90,2.97,2.84,2.37,1.70,1.71,1.74,2.93,2.70,2.84,2.84,2.66,3.73,4.03,3.44,3.66,3.55,3.78,3.68,3.75,3.05,2.69,2.80,2.91,2.77,3.16,2.87,2.96,2.82,3.06,3.08,2.98,2.74,2.77,Upgrade
PB Ratio,0.56,0.69,0.91,0.80,0.73,0.91,0.89,0.86,0.82,0.86,0.70,0.53,0.57,0.57,0.96,0.90,0.95,0.98,0.93,1.26,1.29,1.06,1.25,1.21,1.27,1.24,1.27,1.00,0.89,0.94,1.00,0.91,1.06,0.96,1.01,0.94,0.98,1.00,0.98,0.90,0.91,Upgrade
Debt / Equity Ratio,1.46,1.46,1.35,1.15,1.12,0.58,0.58,0.58,0.63,0.63,0.65,0.94,1.20,1.11,1.14,1.03,1.00,1.09,1.28,1.23,1.54,1.51,1.32,1.38,1.54,1.29,1.31,1.36,1.86,1.49,1.25,1.25,1.64,1.42,1.78,1.52,1.80,1.44,1.32,0.78,1.17,Upgrade
Dividend Yield,5.66%,1.17%,0.92%,1.00%,1.10%,0.88%,0.88%,0.92%,0.88%,0.85%,1.05%,1.42%,1.31%,1.40%,0.81%,0.83%,0.80%,0.80%,0.86%,0.58%,0.56%,0.66%,0.56%,0.50%,0.48%,0.50%,0.49%,0.56%,0.64%,0.61%,0.59%,0.55%,0.49%,0.55%,0.54%,0.52%,0.50%,0.50%,0.52%,0.51%,0.51%,Upgrade
Payout Ratio,32.20%,31.30%,30.00%,32.30%,35.70%,41.70%,40.00%,35.70%,32.10%,31.00%,45.00%,69.20%,19.10%,66.70%,40.90%,34.00%,34.70%,34.00%,32.70%,30.60%,29.40%,36.60%,43.80%,29.30%,33.30%,33.30%,34.30%,32.40%,35.50%,40.70%,40.70%,32.30%,31.20%,33.30%,32.30%,29.00%,32.10%,33.30%,32.10%,29.60%,28.60%,Upgrade
Buyback Yield / Dilution,-0.42%,-0.42%,-1.02%,0.58%,2.07%,2.08%,1.95%,1.34%,-0.15%,1.24%,3.61%,4.48%,6.43%,5.93%,4.66%,7.19%,5.62%,0.60%,-8.52%,-12.97%,-12.38%,-8.16%,-1.55%,-2.00%,-3.19%,-2.95%,-0.41%,-0.12%,1.04%,1.13%,1.79%,4.58%,6.05%,6.80%,6.07%,5.11%,3.54%,3.69%,4.66%,3.69%,3.53%,Upgrade
Total Shareholder Return,5.24%,0.75%,-0.10%,1.58%,3.17%,2.96%,2.83%,2.26%,0.73%,2.09%,4.66%,5.90%,7.74%,7.33%,5.48%,8.02%,6.42%,1.40%,-7.66%,-12.39%,-11.82%,-7.50%,-0.99%,-1.50%,-2.71%,-2.46%,0.08%,0.44%,1.68%,1.74%,2.38%,5.14%,6.54%,7.34%,6.61%,5.63%,4.05%,4.19%,5.17%,4.20%,4.04%,Upgrade
