Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,962,"1,125","1,365","1,214","1,263","1,401","1,510","1,386","1,339","1,395","1,175",866,"1,015",933,"1,514","1,400","1,469","1,357","1,199","1,515","1,546","1,447","1,456","1,425","1,121","1,124","1,176",863,816,588,592,577,571,581,565,484,504,504,503,452,390,Upgrade
Market Cap Growth,-,-19.74%,-9.56%,-12.42%,-5.64%,0.40%,28.49%,59.98%,31.93%,49.54%,-22.38%,-38.13%,-30.94%,-31.21%,26.25%,-7.55%,-4.95%,-6.25%,-17.66%,6.26%,37.83%,28.75%,23.82%,65.07%,37.43%,91.27%,98.67%,49.71%,42.92%,1.12%,4.69%,19.24%,13.18%,15.42%,12.36%,7.07%,29.31%,27.10%,24.90%,6.84%,-6.57%,Upgrade
Enterprise Value,"1,847","2,009","2,056","1,454","1,675","1,542","1,312","1,115","1,010","1,511",973,898,520,994,"1,462","1,372","1,538","1,544","1,365","2,030","1,930","1,540","1,853","1,868","1,305",998,"1,424","1,112","1,040",568,581,684,561,441,530,546,518,387,499,465,342,Upgrade
PE Ratio,7.13,8.23,10.64,9.80,11.07,12.28,12.23,11.37,10.56,11.36,11.71,8.61,10.73,10.05,14.70,14.05,14.44,13.24,12.12,17.63,19.85,20.83,23.21,23.03,19.16,20.65,23.67,17.70,18.63,14.28,15.45,16.39,16.95,18.21,17.64,15.78,17.55,18.46,20.06,19.56,19.44,Upgrade
PS Ratio,2.11,2.47,3.06,2.78,2.95,3.32,3.61,3.39,3.35,3.62,3.24,2.38,2.76,2.45,3.85,3.73,4.13,4.01,3.67,4.62,4.81,4.79,5.15,5.46,4.51,4.64,5.24,4.17,4.34,3.33,3.38,3.37,3.42,3.59,3.57,3.11,3.27,3.26,3.24,2.88,2.51,Upgrade
PB Ratio,0.80,0.94,1.19,1.10,1.09,1.15,1.15,1.04,1.00,1.10,0.93,0.69,0.82,0.77,1.24,1.15,1.22,1.14,1.21,1.56,1.62,1.54,1.56,1.71,1.83,1.87,1.98,1.45,1.39,1.53,1.59,1.30,1.29,1.32,1.30,1.13,1.18,1.20,1.21,1.09,0.95,Upgrade
Debt / Equity Ratio,0.97,0.97,0.80,0.53,0.55,0.51,0.48,0.46,0.44,0.41,0.38,0.41,0.45,0.33,0.39,0.41,0.41,0.44,0.41,0.70,0.64,0.49,0.80,0.79,0.78,0.52,0.70,1.02,0.83,0.79,0.83,0.63,0.63,0.66,0.70,0.56,0.46,0.41,0.55,0.51,0.50,Upgrade
Dividend Yield,5.40%,1.18%,0.93%,1.05%,1.01%,0.91%,0.85%,0.93%,0.93%,0.90%,1.02%,1.38%,1.18%,1.29%,0.76%,0.83%,0.80%,0.86%,0.81%,0.64%,0.63%,0.67%,0.60%,0.57%,0.61%,0.61%,0.55%,0.75%,0.79%,0.83%,0.82%,0.75%,0.76%,0.75%,0.77%,0.90%,0.86%,0.69%,0.69%,0.77%,0.89%,Upgrade
Payout Ratio,37.80%,36.40%,37.10%,35.90%,42.60%,45.10%,42.60%,50.00%,42.60%,33.30%,42.30%,39.30%,46.80%,78.60%,40.40%,46.70%,48.80%,43.80%,39.20%,36.40%,39.20%,44.40%,78.30%,43.90%,41.90%,45.00%,56.70%,42.50%,47.20%,47.20%,47.20%,41.70%,44.10%,57.70%,57.70%,48.40%,55.60%,44.40%,57.10%,50.00%,50.00%,Upgrade
Buyback Yield / Dilution,0.00%,0.00%,0.78%,1.87%,-1.84%,-1.63%,-2.10%,-3.21%,0.22%,0.25%,0.95%,1.57%,2.20%,1.90%,-12.66%,-13.55%,-14.16%,-14.19%,-0.46%,-7.32%,-27.40%,-27.36%,-27.29%,-18.96%,-0.26%,-33.24%,-33.16%,-31.63%,-31.69%,0.90%,0.89%,-0.28%,-0.09%,-0.07%,-0.10%,-0.15%,-0.15%,-0.15%,-0.14%,-0.08%,-0.08%,Upgrade
Total Shareholder Return,5.41%,1.18%,1.71%,2.91%,-0.83%,-0.72%,-1.26%,-2.28%,1.15%,1.15%,1.98%,2.96%,3.38%,3.19%,-11.90%,-12.72%,-13.37%,-13.33%,0.35%,-6.68%,-26.77%,-26.69%,-26.69%,-18.39%,0.36%,-32.62%,-32.61%,-30.88%,-30.90%,1.73%,1.72%,0.48%,0.67%,0.68%,0.67%,0.74%,0.71%,0.54%,0.55%,0.69%,0.81%,Upgrade
