Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+20 Quarters
Market Capitalization,"50,692","53,413","51,610","67,080","72,953","92,803","94,676","80,624","77,017","67,227","62,294","49,901","49,660","44,528","55,207","50,709","45,637","44,557","36,769","42,694","38,869","38,478","42,957","40,747","38,685","35,972","32,610","34,753","32,669","34,368","29,267","29,183","32,423","33,175","31,345","28,112","27,524","25,542","24,277","23,383","22,520",Upgrade
Market Cap Growth,-,-42.45%,-45.49%,-16.80%,-5.28%,38.04%,51.98%,61.57%,55.09%,50.98%,12.84%,-1.59%,8.82%,-0.07%,50.15%,18.77%,17.41%,15.80%,-14.41%,4.78%,0.47%,6.97%,31.73%,17.25%,18.42%,4.67%,11.42%,19.09%,0.76%,3.60%,-6.63%,3.81%,17.80%,29.88%,29.11%,20.23%,22.22%,13.03%,6.96%,9.41%,9.86%,Upgrade
Enterprise Value,"264,494","267,289","255,476","264,574","265,175","296,669","262,222","248,170","244,563","234,773","204,461","192,068","191,827","186,695","195,936","191,438","186,366","185,286","150,473","156,398","152,573","152,182","119,868","117,658","115,596","112,883","96,767","99,171","97,539","98,947","88,107","88,923","85,791","87,358","84,494","76,712","73,173","70,895","69,353","63,994","63,380",Upgrade
PE Ratio,71.70,65.38,25.10,19.22,18.88,22.69,23.87,23.10,26.87,48.23,-464.88,723.21,58.84,17.75,19.67,11.38,12.43,13.33,10.26,15.55,13.83,16.33,29.38,69.18,27.69,26.51,19.75,16.12,23.19,18.39,12.50,10.76,10.27,10.06,10.08,10.12,9.64,11.10,11.45,12.34,15.90,Upgrade
PS Ratio,0.54,0.57,0.56,0.74,0.85,1.14,1.25,1.14,1.13,1.07,0.99,0.79,0.76,0.64,0.81,0.77,0.72,0.75,0.65,0.79,0.76,0.81,1.05,1.18,1.35,1.43,1.34,1.51,1.50,1.66,1.47,1.53,1.74,1.80,1.71,1.47,1.45,1.31,1.21,1.15,1.10,Upgrade
PB Ratio,1.15,1.21,1.18,1.51,1.59,2.12,2.04,1.74,1.66,1.45,1.74,1.39,1.39,1.24,1.58,1.45,1.30,1.27,1.23,1.43,1.30,1.29,1.52,1.44,1.37,1.27,1.23,1.33,1.29,1.34,1.16,1.22,1.30,1.44,1.32,1.29,1.24,1.21,1.16,1.14,1.14,Upgrade
Debt / Equity Ratio,5.15,5.15,4.99,4.69,4.46,4.99,3.89,3.89,3.89,3.89,4.24,4.24,4.24,4.24,4.21,4.21,4.21,4.21,4.10,4.10,4.10,4.10,2.91,2.91,2.91,2.91,2.59,2.63,2.72,2.66,2.43,2.63,2.25,2.47,2.38,2.39,2.24,2.32,2.33,2.17,2.23,Upgrade
Dividend Yield,1.62%,-,0.45%,0.34%,0.31%,0.25%,0.22%,0.24%,0.26%,0.29%,0.29%,0.36%,0.36%,0.41%,0.28%,0.30%,0.34%,0.34%,0.39%,0.34%,0.37%,0.38%,0.32%,0.34%,0.36%,0.38%,0.40%,0.37%,0.39%,0.38%,0.38%,0.38%,0.34%,0.32%,0.32%,0.36%,0.36%,0.49%,0.39%,0.40%,0.42%,Upgrade
Payout Ratio,97.70%,0.00%,-63.60%,56.00%,40.00%,16.70%,18.80%,26.50%,25.50%,16.50%,29.30%,120.00%,-27.90%,-60.00%,20.60%,17.30%,42.80%,27.40%,7.90%,137.00%,23.40%,17.60%,13.30%,69.90%,69.90%,-175.50%,93.50%,12.40%,81.30%,56.90%,17.90%,44.40%,18.70%,15.20%,9.70%,14.20%,13.10%,24.70%,13.60%,12.00%,48.60%,Upgrade
Buyback Yield / Dilution,0.10%,0.10%,-4.62%,-8.88%,-8.59%,-8.59%,-3.88%,0.18%,-0.09%,-0.09%,-5.35%,-5.35%,-5.35%,-5.35%,0.38%,0.38%,0.38%,3.19%,2.82%,2.82%,2.82%,-,0.13%,0.13%,0.13%,0.13%,-6.43%,-6.43%,-6.43%,-6.43%,1.03%,1.03%,1.03%,1.03%,-0.01%,-0.01%,-0.01%,-0.97%,-0.96%,-0.96%,-0.96%,Upgrade
Total Shareholder Return,1.72%,0.10%,-4.18%,-8.54%,-8.28%,-8.34%,-3.67%,0.42%,0.17%,0.21%,-5.06%,-4.99%,-4.99%,-4.95%,0.66%,0.68%,0.71%,3.53%,3.21%,3.16%,3.19%,0.38%,0.45%,0.46%,0.48%,0.51%,-6.03%,-6.05%,-6.03%,-6.05%,1.41%,1.41%,1.37%,1.35%,0.31%,0.35%,0.35%,-0.48%,-0.57%,-0.55%,-0.54%,Upgrade
