Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,496,499,551,528,473,447,446,417,435,438,412,315,352,339,511,460,418,366,396,398,403,422,389,407,346,363,344,248,240,251,263,256,268,285,271,236,253,231,204,204,200,Upgrade
Market Cap Growth,-,11.69%,23.72%,26.38%,8.76%,1.92%,8.15%,32.40%,23.40%,29.32%,-19.35%,-31.41%,-15.70%,-7.44%,29.02%,15.47%,3.73%,-13.19%,1.73%,-2.27%,16.33%,16.31%,13.07%,64.11%,44.42%,44.30%,30.80%,-3.03%,-10.46%,-11.75%,-2.86%,8.33%,5.73%,23.12%,32.74%,15.69%,26.80%,8.15%,4.19%,11.59%,57.61%,Upgrade
Enterprise Value,188,191,61,63,-129,-337,-501,-259,-309,-377,-381,-238,-114,205,198,292,200,82,195,405,312,194,178,291,186,101,129,110,56,53,36,203,167,79,29,70,-32,-151,-174,-51,-109,Upgrade
PE Ratio,10.64,10.69,13.73,15.14,14.06,13.81,13.34,12.01,12.39,11.91,13.05,9.73,11.56,11.82,16.58,14.97,14.81,13.62,15.10,22.40,24.66,30.36,35.83,28.77,27.75,28.23,29.30,22.46,24.31,25.70,28.87,30.34,30.19,43.84,29.26,23.37,26.41,25.82,33.76,39.67,42.69,Upgrade
PS Ratio,2.25,2.26,2.60,2.56,2.30,2.16,2.10,1.93,1.96,1.98,2.03,1.67,2.08,2.20,3.31,3.04,2.82,2.54,2.81,2.89,2.98,3.15,2.94,3.10,2.67,2.76,2.63,1.90,1.84,1.94,2.04,2.00,2.10,2.27,2.16,1.87,1.99,1.81,1.58,1.59,1.57,Upgrade
PB Ratio,1.21,1.21,1.40,1.41,1.27,1.20,1.16,1.20,1.29,1.35,1.28,0.93,1.05,1.03,1.56,1.43,1.33,1.19,1.31,1.34,1.37,1.46,1.37,1.43,1.23,1.30,1.25,0.90,0.87,0.91,0.96,0.94,0.98,1.04,0.99,0.83,0.90,0.83,0.74,0.81,0.80,Upgrade
Debt / Equity Ratio,0.19,0.19,0.28,0.28,0.25,0.23,0.23,0.30,0.30,0.34,0.42,0.44,0.37,0.41,0.20,0.22,0.22,0.23,0.25,0.28,0.25,0.25,0.26,0.26,0.27,0.28,0.29,0.31,0.32,0.55,0.55,0.57,0.54,0.52,0.53,0.49,0.47,0.52,0.55,0.62,0.60,Upgrade
Dividend Yield,2.33%,0.62%,0.52%,0.55%,0.57%,0.61%,0.61%,0.65%,0.58%,0.58%,0.61%,0.75%,0.67%,0.70%,0.43%,0.47%,0.44%,0.51%,0.39%,0.39%,0.30%,0.28%,0.31%,0.29%,0.25%,0.23%,0.25%,0.27%,0.29%,0.27%,0.26%,0.20%,0.19%,0.18%,0.19%,0.15%,0.14%,0.15%,-,-,-,Upgrade
Payout Ratio,24.70%,20.50%,24.60%,25.40%,31.40%,32.00%,42.10%,26.70%,34.10%,26.80%,32.60%,22.60%,25.50%,56.00%,25.50%,25.50%,25.00%,28.90%,18.00%,25.70%,20.00%,20.60%,-,25.90%,23.80%,31.20%,26.30%,22.20%,18.20%,40.00%,26.70%,30.00%,13.60%,50.00%,27.30%,16.70%,25.00%,9.10%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.58%,-0.58%,-0.63%,-0.51%,-0.51%,-0.50%,-0.56%,-0.59%,-0.27%,-0.12%,0.35%,-0.09%,-0.12%,-0.14%,0.61%,1.93%,1.67%,1.49%,0.25%,-0.48%,-0.52%,-0.76%,-0.48%,-1.03%,1.05%,1.69%,1.11%,2.08%,0.93%,1.82%,2.12%,1.66%,0.74%,-0.67%,-0.30%,-0.71%,-0.77%,-0.75%,-0.93%,-0.98%,-0.95%,Upgrade
Total Shareholder Return,1.75%,0.03%,-0.11%,0.03%,0.07%,0.11%,0.04%,0.06%,0.31%,0.46%,0.96%,0.66%,0.54%,0.56%,1.04%,2.40%,2.11%,1.99%,0.64%,-0.09%,-0.22%,-0.48%,-0.17%,-0.73%,1.29%,1.92%,1.36%,2.35%,1.22%,2.10%,2.38%,1.86%,0.94%,-0.48%,-0.11%,-0.56%,-0.63%,-0.60%,-0.93%,-0.98%,-0.95%,Upgrade
