Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+36 Quarters
Market Capitalization,"31,328","32,268","33,135","27,252","26,122","33,265","33,753","30,043","28,846","27,139","22,927","18,535","18,355","12,630","21,105","19,251","19,438","17,357","14,545","20,948","20,228","21,648","25,070","22,268","19,406","19,978","17,534","16,105","14,898","15,885","18,529","19,449","22,660","23,880","24,404","23,097","22,786","21,009","22,382","18,020","16,300",Upgrade
Market Cap Growth,-,-3.00%,-1.83%,-9.29%,-9.44%,22.57%,47.22%,62.09%,57.15%,114.88%,8.63%,-3.72%,-5.57%,-27.23%,45.10%,-8.10%,-3.91%,-19.82%,-41.98%,-5.93%,4.24%,8.36%,42.98%,38.27%,30.26%,25.77%,-5.37%,-17.20%,-34.25%,-33.48%,-24.08%,-15.79%,-0.55%,13.66%,9.04%,28.17%,39.79%,40.20%,73.63%,50.84%,42.66%,Upgrade
Enterprise Value,"26,592","27,864","29,194","22,340","21,169","28,541","28,906","25,082","24,839","24,493","18,468","13,250","12,760","4,873","19,818","16,657","17,712","16,772","13,349","20,418","19,547","21,885","24,600","22,003","19,187","19,850","17,153","15,658","14,383","15,746","23,144","24,321","27,736","28,064","28,891","27,213","26,978","24,885","25,927","20,985","18,832",Upgrade
PE Ratio,14.91,14.57,12.95,9.63,7.89,10.57,12.23,13.44,27.09,-417.52,14.95,10.18,7.33,3.57,11.15,9.78,10.08,9.14,6.93,12.07,11.63,12.96,16.94,13.08,13.76,14.78,13.35,12.67,10.25,10.36,11.86,11.93,13.71,14.81,15.07,15.50,15.69,15.02,16.78,12.63,13.38,Upgrade
PS Ratio,2.16,2.25,2.32,1.90,1.89,2.43,2.51,2.34,2.23,2.22,1.93,1.54,1.49,0.98,1.63,1.50,1.52,1.36,1.13,1.63,1.61,1.75,2.07,1.84,1.60,1.67,1.49,1.37,1.28,1.34,1.52,1.60,1.83,1.94,1.99,1.91,1.93,1.83,2.00,1.65,1.54,Upgrade
PB Ratio,7.48,7.79,8.71,8.37,6.07,6.64,5.68,5.26,5.07,4.93,3.91,3.06,2.82,1.89,3.68,3.21,3.22,2.97,2.60,3.73,3.59,3.71,4.18,3.53,3.11,3.21,2.79,2.37,2.10,2.24,2.58,2.55,2.88,2.91,3.00,2.80,2.70,2.52,2.73,2.17,1.95,Upgrade
Debt / Equity Ratio,1.48,1.48,1.42,1.67,1.19,0.94,0.87,0.91,0.98,1.04,0.84,0.81,0.70,0.59,0.86,0.83,0.83,0.91,0.86,0.79,0.80,0.90,0.88,0.85,0.87,0.88,0.86,0.86,0.76,0.78,1.45,1.46,1.35,1.23,1.25,1.17,1.11,1.10,1.09,1.04,0.98,Upgrade
Dividend Yield,1.72%,0.41%,0.40%,0.50%,0.53%,0.38%,0.37%,0.43%,0.45%,0.45%,0.54%,0.67%,0.69%,0.95%,0.58%,0.66%,0.67%,0.70%,0.86%,0.61%,0.64%,0.56%,0.49%,0.56%,0.65%,0.58%,0.68%,0.75%,0.83%,0.71%,0.63%,0.61%,0.54%,0.44%,0.44%,0.47%,0.48%,0.47%,0.45%,0.57%,0.64%,Upgrade
Payout Ratio,24.80%,32.40%,27.10%,25.20%,18.60%,15.60%,18.70%,12.80%,22.60%,28.50%,60.10%,-91.20%,-24.10%,6.00%,27.00%,23.70%,26.90%,31.60%,23.70%,25.90%,28.70%,20.90%,69.20%,25.10%,32.80%,29.30%,30.40%,57.30%,37.70%,31.80%,33.00%,30.50%,29.60%,27.50%,25.70%,26.20%,29.90%,25.40%,34.90%,27.40%,33.10%,Upgrade
Buyback Yield / Dilution,4.94%,4.94%,4.89%,4.91%,5.18%,5.14%,5.16%,5.42%,5.26%,5.27%,6.88%,8.10%,8.64%,9.04%,9.09%,7.75%,7.40%,7.41%,5.80%,5.39%,5.14%,5.01%,6.40%,7.11%,8.06%,8.83%,9.23%,9.43%,8.58%,7.42%,5.65%,4.80%,4.48%,4.38%,5.14%,5.38%,5.78%,6.19%,5.48%,6.11%,7.82%,Upgrade
Total Shareholder Return,6.67%,5.35%,5.29%,5.40%,5.70%,5.52%,5.53%,5.85%,5.71%,5.72%,7.42%,8.78%,9.33%,9.99%,9.67%,8.41%,8.07%,8.11%,6.66%,6.00%,5.79%,5.57%,6.89%,7.67%,8.71%,9.40%,9.90%,10.18%,9.42%,8.13%,6.28%,5.41%,5.01%,4.82%,5.58%,5.85%,6.26%,6.66%,5.93%,6.68%,8.46%,Upgrade
