Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+71 Quarters
Market Capitalization,"3,781","4,451","5,136","4,953","4,590","5,319","5,177","4,584","4,314","4,312","3,521","2,307","2,511","1,885","4,046","3,664","4,145","3,805","3,750","4,788","4,899","4,838","4,606","4,370","4,255","3,621","3,757","2,871","2,477","2,147","2,347","2,577","2,531","2,255","2,184","2,081","2,141","2,248","1,842","1,632","1,418",Upgrade
Market Cap Growth,-,-16.32%,-0.80%,8.04%,6.40%,23.35%,47.04%,98.72%,71.79%,128.74%,-12.99%,-37.04%,-39.42%,-50.45%,7.92%,-23.47%,-15.39%,-21.36%,-18.60%,9.54%,15.16%,33.61%,22.61%,52.21%,71.79%,68.63%,60.09%,11.43%,-2.16%,-4.79%,7.43%,23.82%,18.23%,0.30%,18.61%,27.56%,51.00%,64.14%,37.71%,19.42%,9.97%,Upgrade
Enterprise Value,"5,362","6,032","6,260","3,949","3,164","3,257","1,819","1,326","1,621","2,973",833,598,578,"1,945","3,378","2,629","4,090","3,265","3,471","4,752","4,689","5,181","4,484","4,013","3,935","3,258","3,318","2,866","2,749","2,567","2,994","2,740","2,777","2,253","2,280","1,989","2,299","2,246","2,015","1,523","1,853",Upgrade
PE Ratio,7.07,8.33,10.66,11.37,11.42,12.90,11.82,10.40,9.90,12.08,12.96,8.83,9.61,5.87,11.65,10.74,12.41,11.12,11.19,14.77,16.45,17.72,18.58,18.83,19.51,17.96,19.53,16.57,15.67,13.95,16.09,17.12,16.34,15.07,15.06,14.63,15.56,17.00,14.30,13.31,11.99,Upgrade
PS Ratio,1.93,2.27,2.74,2.76,2.65,3.07,2.93,2.60,2.49,2.69,2.46,1.67,1.86,1.35,2.87,2.69,3.12,2.89,2.92,3.80,4.05,4.14,4.11,3.98,3.97,3.49,3.71,2.97,2.67,2.38,2.67,2.99,3.00,2.76,2.75,2.69,2.84,3.03,2.53,2.26,1.99,Upgrade
PB Ratio,0.75,0.89,1.07,1.07,0.97,1.18,1.15,1.04,0.99,1.01,0.86,0.57,0.63,0.51,1.10,1.03,1.20,1.13,1.15,1.51,1.58,1.60,1.55,1.50,1.50,1.31,1.39,1.07,0.94,0.89,1.00,1.10,1.12,1.06,1.06,1.03,1.07,1.16,0.97,0.87,0.77,Upgrade
Debt / Equity Ratio,0.72,0.72,0.75,0.74,0.49,0.54,0.54,0.55,0.56,0.57,0.59,0.60,0.61,0.64,0.48,0.47,0.49,0.40,0.37,0.43,0.42,0.51,0.41,0.38,0.35,0.31,0.30,0.39,0.47,0.60,0.65,0.48,0.48,0.46,0.64,0.39,0.51,0.45,0.49,0.48,0.60,Upgrade
Dividend Yield,2.39%,0.56%,0.41%,0.42%,0.44%,0.37%,0.35%,0.39%,0.42%,0.41%,0.46%,0.70%,0.65%,0.86%,0.36%,0.39%,0.35%,0.38%,0.29%,0.23%,0.22%,0.22%,0.17%,0.18%,0.19%,0.22%,0.18%,0.23%,0.26%,0.29%,0.25%,0.22%,0.22%,0.25%,0.23%,0.24%,0.24%,0.23%,-,0.28%,-,Upgrade
Payout Ratio,16.00%,14.10%,14.90%,15.20%,22.50%,16.10%,19.30%,17.30%,18.00%,12.10%,17.10%,16.70%,82.40%,26.70%,17.10%,14.60%,17.90%,16.20%,13.80%,11.90%,12.30%,13.40%,11.80%,12.30%,12.20%,13.30%,12.10%,12.50%,12.80%,12.80%,16.70%,15.50%,12.40%,13.90%,12.80%,12.00%,12.70%,14.10%,0.00%,10.50%,0.00%,Upgrade
Buyback Yield / Dilution,-6.48%,-6.48%,-6.69%,-6.62%,-1.84%,-0.82%,-0.21%,0.50%,0.36%,1.05%,0.92%,-1.01%,-1.08%,-1.69%,-1.97%,-0.31%,-0.23%,-0.36%,-0.60%,-0.92%,-1.13%,-1.06%,-1.69%,-1.86%,-6.56%,-7.96%,-6.98%,-6.74%,-2.67%,-1.55%,-2.70%,-2.61%,-1.57%,-1.51%,-0.57%,-1.45%,-2.17%,-2.56%,-2.72%,-3.04%,-13.02%,Upgrade
Total Shareholder Return,-4.09%,-5.93%,-6.28%,-6.20%,-1.40%,-0.45%,0.14%,0.90%,0.77%,1.46%,1.38%,-0.31%,-0.43%,-0.83%,-1.61%,0.08%,0.11%,0.02%,-0.30%,-0.69%,-0.91%,-0.84%,-1.52%,-1.68%,-6.37%,-7.74%,-6.80%,-6.51%,-2.41%,-1.25%,-2.46%,-2.39%,-1.35%,-1.26%,-0.33%,-1.20%,-1.93%,-2.33%,-2.72%,-2.76%,-13.02%,Upgrade
