Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+64 Quarters
Market Capitalization,"1,312,305","1,058,439","856,939","1,151,194","1,080,624","1,658,807","1,691,003","1,663,677","1,734,954","1,558,070","1,634,168","1,577,166","1,376,033","970,591","916,154","858,678","932,294","874,710","734,416","976,946","824,789","700,668","563,535","461,813","462,680","423,031","356,313","396,947","337,650","279,511","316,832","239,313","202,147","172,797","143,694","148,979","149,453","154,481","182,540","142,840","126,416",Upgrade
Market Cap Growth,-,-36.19%,-49.32%,-30.80%,-37.71%,6.47%,3.48%,5.49%,26.08%,60.53%,78.37%,83.67%,47.60%,10.96%,24.75%,-12.11%,13.03%,24.84%,30.32%,111.55%,78.26%,65.63%,58.16%,16.34%,37.03%,51.35%,12.46%,65.87%,67.03%,61.76%,120.49%,60.64%,35.26%,11.86%,-21.28%,4.30%,18.22%,27.53%,60.64%,24.24%,22.88%,Upgrade
Enterprise Value,"1,389,251","1,135,385","927,031","1,220,783","1,144,491","1,705,709","1,711,349","1,698,592","1,751,636","1,569,735","1,634,161","1,590,282","1,380,568","985,036","924,338","874,807","949,294","894,287","726,311","971,865","822,377","700,345","557,292","462,213","448,912","409,191","338,026","386,805","329,322","271,871","305,251","233,128","196,396","167,273","134,543","145,195","144,586","148,962","173,284","138,194","121,995",Upgrade
PE Ratio,311.95,246.49,-314.82,101.67,93.10,77.47,50.68,63.35,58.94,57.91,76.61,90.76,104.40,91.90,79.06,75.67,77.08,72.86,72.91,109.73,131.42,177.88,185.80,239.78,240.73,163.84,150.28,188.66,174.86,239.72,531.60,729.61,-1075.25,-425.61,-596.24,-692.92,825.71,514.93,666.20,1082.12,-1251.65,Upgrade
PS Ratio,2.50,2.02,1.67,2.29,2.22,3.47,3.60,3.63,3.91,3.72,4.23,4.53,4.28,3.28,3.27,3.24,3.70,3.62,3.15,4.42,3.96,3.63,3.17,2.87,3.08,2.97,2.62,3.10,2.80,2.46,2.96,2.38,2.11,1.88,1.62,1.75,1.83,1.98,2.45,2.04,1.89,Upgrade
PB Ratio,8.49,6.85,5.87,8.37,8.22,12.38,12.23,13.80,15.11,15.08,17.50,19.05,18.66,14.87,14.76,15.20,17.57,18.07,16.86,24.97,23.57,22.27,20.34,18.73,19.93,19.52,18.48,22.32,20.42,18.94,23.67,19.25,17.18,15.89,13.38,14.41,14.10,14.96,18.73,15.72,14.48,Upgrade
Debt / Equity Ratio,0.91,0.91,0.96,0.93,0.95,0.85,0.84,0.94,0.93,0.82,0.90,0.98,1.03,0.98,1.02,1.05,1.10,1.17,0.76,0.63,0.70,0.78,0.89,1.00,0.33,0.35,0.40,0.46,0.50,0.56,0.61,0.66,0.70,0.76,0.77,0.30,0.29,0.30,0.33,0.33,0.35,Upgrade
Quick Ratio,0.69,0.69,0.72,0.68,0.68,0.71,0.91,0.87,0.99,0.85,0.86,0.88,0.97,0.84,0.86,0.84,0.84,0.83,0.85,0.80,0.78,0.77,0.76,0.74,0.73,0.77,0.78,0.74,0.76,0.74,0.75,0.75,0.79,0.80,0.82,0.54,0.65,0.69,0.75,0.67,0.70,Upgrade
Current Ratio,0.92,0.92,0.95,0.94,0.95,0.96,1.14,1.12,1.20,1.05,1.05,1.11,1.18,1.08,1.10,1.10,1.10,1.09,1.10,1.08,1.07,1.06,1.04,1.03,1.01,1.06,1.05,1.06,1.09,1.08,1.05,1.08,1.10,1.12,1.12,0.89,1.00,1.05,1.07,1.07,1.11,Upgrade
Interest Coverage,2.27,6.01,-0.37,5.77,-3.56,-10.16,31.99,9.74,20.88,26.72,19.81,17.12,16.45,9.16,9.91,7.64,8.52,13.01,9.67,10.47,8.60,6.81,6.54,2.38,5.64,7.86,9.74,5.08,11.03,9.44,9.12,3.07,4.14,1.12,6.66,-12.10,0.29,5.31,11.74,-0.47,1.18,Upgrade
Buyback Yield / Dilution,-1.73%,-1.73%,0.98%,-0.21%,1.08%,0.87%,-0.69%,-0.67%,-1.04%,-1.38%,-1.10%,-1.59%,-1.19%,-0.80%,-1.40%,-0.60%,-0.60%,-0.80%,-0.81%,-1.42%,-1.63%,-1.63%,-1.85%,-1.86%,-1.86%,-1.87%,-1.46%,-1.46%,-1.47%,-3.44%,-3.23%,-3.24%,-3.25%,0.64%,0.64%,-1.31%,-1.10%,-1.08%,-2.63%,-1.11%,0.44%,Upgrade
Total Shareholder Return,-1.73%,-1.73%,0.98%,-0.21%,1.08%,0.87%,-0.69%,-0.67%,-1.04%,-1.38%,-1.10%,-1.59%,-1.19%,-0.80%,-1.40%,-0.60%,-0.60%,-0.80%,-0.81%,-1.42%,-1.63%,-1.63%,-1.85%,-1.86%,-1.86%,-1.87%,-1.46%,-1.46%,-1.47%,-3.44%,-3.23%,-3.24%,-3.25%,0.64%,0.64%,-1.31%,-1.10%,-1.08%,-2.63%,-1.11%,0.44%,Upgrade
