Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+44 Quarters
Market Capitalization,"20,821","20,656","20,263","17,784","21,179","25,676","26,172","24,305","21,770","22,463","20,487","16,576","16,319","15,657","22,097","19,909","19,838","19,038","18,954","21,465","20,930","23,797","22,452","21,435","20,638","19,683","20,610","19,638","16,924","18,899","18,595","17,189","19,728","18,609","16,543","18,254","21,969","17,599","22,252","20,434","17,065",Upgrade
Market Cap Growth,-,-19.55%,-22.58%,-26.83%,-2.71%,14.30%,27.75%,46.63%,33.40%,43.47%,-7.29%,-16.74%,-17.74%,-17.76%,16.59%,-7.25%,-5.22%,-20.00%,-15.58%,0.14%,1.42%,20.90%,8.93%,9.15%,21.94%,4.15%,10.84%,14.25%,-14.21%,1.56%,12.40%,-5.84%,-10.20%,5.74%,-25.66%,-10.67%,28.74%,25.53%,78.16%,84.93%,66.25%,Upgrade
Enterprise Value,"53,689","53,523","51,285","47,988","52,840","56,643","60,828","57,224","54,677","55,930","55,027","47,994","49,388","47,918","54,078","49,902","50,337","48,240","48,809","47,868","45,215","47,665","48,414","47,355","47,233","46,807","47,329","48,955","48,202","49,845","47,267","45,020","47,733","47,836","45,014","48,072","53,387","49,246","54,143","53,905","51,209",Upgrade
PE Ratio,8.95,10.02,8.66,8.95,9.34,10.03,11.50,11.09,11.60,12.72,10.58,7.37,6.15,5.58,7.25,6.55,6.87,6.47,7.12,7.88,7.60,8.69,8.10,8.15,8.03,7.98,9.21,8.25,6.81,8.16,8.45,8.08,9.67,9.50,7.78,6.81,-,9.66,-,15.13,13.85,Upgrade
PS Ratio,1.03,1.03,1.02,0.97,1.12,1.24,1.21,1.11,1.02,1.07,0.94,0.77,0.76,0.74,1.02,0.93,0.90,0.86,0.85,0.91,0.86,0.95,0.86,0.81,0.80,0.81,0.97,0.82,0.74,0.90,0.93,0.86,1.03,1.03,0.99,1.16,1.46,1.32,1.94,1.74,1.57,Upgrade
PB Ratio,0.82,0.82,0.83,0.77,0.88,0.96,0.96,0.87,0.79,0.81,0.72,0.59,0.59,0.56,0.80,0.73,0.75,0.72,0.74,0.85,0.85,1.01,0.95,0.93,0.91,0.87,0.99,0.84,0.75,0.92,0.98,0.92,1.11,1.04,0.94,0.98,1.15,0.94,1.27,1.14,1.00,Upgrade
Debt / Equity Ratio,1.70,1.70,1.60,1.62,1.61,1.49,1.59,1.55,1.57,1.56,1.60,1.55,1.61,1.54,1.50,1.47,1.54,1.55,1.64,1.49,1.48,1.54,1.59,1.61,1.69,1.65,1.71,1.70,1.78,1.86,1.91,1.94,2.02,2.05,2.04,2.06,2.12,2.17,2.26,2.34,2.49,Upgrade
Dividend Yield,0.72%,-,-,-,-,-,-,-,-,11.58%,-,-,-,16.21%,-,10.71%,-,14.75%,-,8.18%,-,9.88%,-,7.38%,-,8.97%,-,6.81%,-,7.57%,-,6.85%,-,-,-,-,-,7.12%,-,-,-,Upgrade
Payout Ratio,-,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,103.50%,0.00%,0.00%,0.00%,89.10%,0.00%,49.40%,0.00%,68.20%,0.00%,50.20%,0.00%,91.50%,0.00%,45.30%,0.00%,68.80%,0.00%,40.90%,0.00%,71.00%,0.00%,35.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38.40%,-,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,2.13%,2.13%,2.13%,2.13%,2.13%,2.94%,2.94%,2.94%,2.94%,-,-,-,-,-0.01%,-0.01%,-0.01%,-0.01%,-0.03%,-0.03%,-0.03%,-0.03%,-0.00%,-0.00%,-0.00%,-0.00%,-0.03%,-0.03%,-0.03%,-0.03%,-0.07%,-0.07%,-0.07%,-0.07%,-5.93%,-5.93%,-5.93%,-5.93%,-13.26%,-13.26%,-13.26%,-13.26%,Upgrade
Total Shareholder Return,2.85%,2.13%,2.13%,2.13%,2.13%,2.94%,2.94%,2.94%,2.94%,11.58%,-,-,-,16.20%,-0.01%,10.70%,-0.01%,14.72%,-0.03%,8.15%,-0.03%,9.87%,-0.00%,7.37%,-0.00%,8.94%,-0.03%,6.78%,-0.03%,7.51%,-0.07%,6.79%,-0.07%,-5.93%,-5.93%,-5.93%,-5.93%,-6.14%,-13.26%,-13.26%,-13.26%,Upgrade
