Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,404,437,464,352,404,541,585,575,645,508,393,280,277,259,352,386,354,339,339,419,371,341,351,230,218,230,249,191,207,212,233,275,361,322,317,276,327,382,335,242,259,Upgrade
Market Cap Growth,-,-19.24%,-20.65%,-38.86%,-37.34%,6.59%,48.97%,105.09%,132.71%,96.40%,11.65%,-27.43%,-21.82%,-23.83%,3.67%,-7.77%,-4.38%,-0.43%,-3.44%,82.39%,70.25%,48.40%,41.37%,20.26%,5.41%,8.60%,6.44%,-30.63%,-42.83%,-34.34%,-26.33%,-0.23%,10.60%,-15.55%,-5.36%,13.91%,26.10%,39.48%,42.41%,11.76%,21.29%,Upgrade
Enterprise Value,"1,060","1,098",836,933,"1,154","1,341",978,"1,256","1,357","1,241","1,225","1,200","1,100",943,"1,013","1,094","1,421","1,074","1,032","1,333","1,399","1,368","1,301","1,279","1,223","1,268",942,"1,197","1,092","1,247","1,197","1,300","1,482","1,087","1,224","1,281","1,482","1,463","1,347","1,264","1,135",Upgrade
PE Ratio,11.92,11.60,14.35,4.83,4.27,4.18,3.68,3.23,3.85,3.30,3.19,4.22,5.05,5.22,6.64,10.80,9.61,10.17,11.74,10.02,8.32,9.92,15.40,-1375.68,-25.12,-106.32,-214.05,-75.96,-76.21,-27.82,118.99,35.34,27.44,28.46,35.91,14.19,16.16,15.50,13.36,30.11,50.48,Upgrade
PS Ratio,0.34,0.38,0.42,0.30,0.34,0.42,0.42,0.40,0.46,0.38,0.33,0.26,0.27,0.25,0.34,0.39,0.36,0.35,0.35,0.43,0.38,0.36,0.38,0.26,0.25,0.27,0.29,0.22,0.24,0.24,0.26,0.30,0.38,0.33,0.32,0.27,0.31,0.37,0.33,0.25,0.27,Upgrade
PB Ratio,0.50,0.55,0.58,0.46,0.52,0.67,0.71,0.74,0.86,0.71,0.57,0.46,0.46,0.44,0.59,0.68,0.63,0.61,0.62,0.77,0.69,0.64,0.67,0.46,0.44,0.46,0.49,0.37,0.40,0.42,0.45,0.53,0.68,0.61,0.60,0.52,0.62,0.73,0.64,0.48,0.51,Upgrade
Debt / Equity Ratio,0.89,0.89,0.64,0.97,1.17,1.20,0.89,1.06,1.00,1.06,1.27,1.55,1.45,1.21,1.25,1.30,2.02,1.48,1.44,1.75,1.98,2.02,1.91,2.17,2.25,2.20,1.48,2.15,1.93,2.16,1.98,2.05,2.20,1.57,1.88,2.09,2.37,2.36,2.20,2.28,2.02,Upgrade
Dividend Yield,1.63%,0.41%,0.78%,0.52%,0.44%,0.37%,2.70%,0.36%,0.25%,0.31%,3.79%,0.56%,0.57%,0.62%,0.47%,0.43%,0.43%,0.45%,0.46%,0.37%,0.42%,0.45%,0.42%,0.66%,0.67%,0.64%,0.59%,0.77%,0.71%,0.70%,0.54%,0.55%,0.42%,0.49%,0.50%,0.57%,0.46%,0.41%,0.47%,0.64%,0.60%,Upgrade
Payout Ratio,22.50%,11.40%,15.50%,37.50%,-46.90%,20.00%,23.10%,7.20%,4.90%,3.90%,17.30%,9.60%,8.60%,19.70%,6.10%,38.70%,11.60%,12.80%,17.70%,28.90%,16.40%,21.60%,6.90%,18.60%,-110.00%,-30.60%,-78.60%,-220.00%,28.20%,-37.90%,-47.80%,-157.10%,550.00%,26.20%,55.00%,33.30%,-100.00%,45.80%,11.10%,28.90%,52.40%,Upgrade
Buyback Yield / Dilution,11.38%,11.38%,12.46%,10.79%,12.43%,-1.50%,-3.22%,-3.94%,-4.24%,1.17%,4.20%,4.96%,5.32%,2.85%,1.75%,2.17%,1.34%,0.90%,-5.95%,-2.74%,-5.96%,-4.32%,0.29%,-2.97%,0.80%,-0.15%,-15.73%,2.37%,2.76%,6.32%,19.55%,4.24%,-0.94%,-1.19%,-1.31%,-0.89%,3.20%,-0.61%,-12.45%,-0.07%,-0.42%,Upgrade
Total Shareholder Return,13.02%,11.79%,13.24%,11.31%,12.88%,-1.13%,-0.52%,-3.58%,-3.99%,1.48%,7.99%,5.52%,5.89%,3.48%,2.22%,2.60%,1.77%,1.35%,-5.49%,-2.37%,-5.54%,-3.86%,0.70%,-2.31%,1.47%,0.50%,-15.14%,3.14%,3.47%,7.01%,20.10%,4.79%,-0.52%,-0.70%,-0.81%,-0.32%,3.66%,-0.21%,-11.98%,0.57%,0.18%,Upgrade
