Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,117,112,126,133,144,144,141,128,117,116,113,99,108,144,189,174,184,172,168,173,248,198,190,170,169,133,127,92,91,90,101,100,93,93,101,95,94,90,89,82,91,Upgrade
Market Cap Growth,-,-22.20%,-10.88%,3.66%,23.03%,23.65%,25.20%,29.48%,8.43%,-19.01%,-40.31%,-43.15%,-41.18%,-16.57%,13.01%,0.41%,-25.86%,-12.91%,-11.64%,1.64%,46.70%,48.31%,49.37%,85.37%,86.36%,47.82%,25.54%,-7.91%,-2.83%,-2.80%,0.51%,5.51%,-0.90%,2.74%,12.49%,15.51%,3.38%,16.27%,18.03%,9.56%,17.20%,Upgrade
Enterprise Value,52,49,108,47,78,9,19,26,26,-24,12,54,79,119,180,148,160,146,145,157,234,104,159,165,182,69,132,74,73,-13,88,68,74,10,103,88,102,23,88,77,79,Upgrade
PE Ratio,8.89,8.52,9.45,10.96,12.56,11.66,12.06,9.07,8.74,9.09,11.01,10.92,12.13,14.77,19.11,16.95,18.59,17.61,14.02,19.28,27.84,25.79,25.25,19.74,22.99,18.23,18.34,13.54,11.21,11.58,11.79,14.07,11.37,11.40,12.46,9.93,11.97,10.67,11.02,10.46,11.55,Upgrade
PS Ratio,2.08,2.03,2.29,2.45,2.75,2.73,2.76,2.46,2.27,2.27,2.33,1.97,2.16,2.82,3.70,3.52,3.75,3.54,3.25,3.43,4.97,4.06,3.90,3.57,3.69,3.05,3.04,2.29,2.21,2.23,2.47,2.50,2.27,2.28,2.48,2.28,2.40,2.23,2.21,1.97,2.20,Upgrade
PB Ratio,0.84,0.81,0.93,1.03,1.09,1.05,1.00,0.91,0.84,0.84,0.83,0.74,0.82,1.10,1.48,1.39,1.48,1.43,1.42,1.52,2.19,1.78,1.73,1.55,1.55,1.24,1.21,0.87,0.96,0.96,1.12,1.11,1.05,1.04,1.17,1.10,1.11,1.08,1.11,1.04,1.16,Upgrade
Debt / Equity Ratio,0.20,0.20,0.21,0.22,0.21,0.21,0.21,0.23,0.24,0.26,0.27,0.29,0.30,0.32,0.34,0.35,0.37,0.39,0.41,0.43,0.44,0.46,0.41,0.41,0.45,0.44,0.44,0.42,0.42,0.39,0.36,0.36,0.37,0.37,0.39,0.38,0.36,0.34,0.34,0.35,0.36,Upgrade
Dividend Yield,4.09%,0.90%,0.79%,0.75%,1.19%,0.70%,0.71%,0.79%,0.86%,0.86%,0.89%,1.02%,0.93%,0.70%,0.53%,0.58%,0.54%,0.58%,0.59%,0.57%,0.40%,0.50%,0.52%,0.58%,0.58%,0.74%,0.77%,0.95%,0.96%,0.97%,0.86%,0.87%,1.15%,0.93%,0.86%,0.91%,0.92%,0.95%,0.95%,1.04%,0.94%,Upgrade
Payout Ratio,36.00%,25.60%,28.40%,27.30%,85.70%,24.10%,43.80%,33.30%,35.00%,28.40%,21.40%,43.80%,44.70%,100.00%,28.80%,46.70%,32.30%,84.00%,25.60%,56.80%,33.30%,29.60%,110.50%,60.00%,56.80%,30.40%,47.70%,262.50%,51.20%,30.40%,45.70%,52.50%,76.50%,23.90%,210.00%,31.30%,63.60%,24.10%,44.70%,80.80%,43.80%,Upgrade
Buyback Yield / Dilution,-0.10%,-0.10%,-0.02%,0.33%,0.33%,0.33%,0.35%,-,-,-,-0.20%,-0.41%,-0.60%,-0.60%,-0.95%,-0.85%,-0.82%,-0.82%,-0.87%,-0.95%,-0.83%,-0.83%,-0.57%,-13.06%,-13.00%,-13.00%,-13.31%,-0.60%,-0.60%,-0.60%,-0.46%,-0.46%,-0.46%,-0.46%,-0.90%,-0.90%,-0.90%,-0.90%,-0.81%,-0.81%,-0.81%,Upgrade
Total Shareholder Return,3.99%,0.80%,0.78%,1.08%,1.52%,1.02%,1.05%,0.79%,0.86%,0.86%,0.69%,0.60%,0.33%,0.10%,-0.42%,-0.28%,-0.28%,-0.24%,-0.28%,-0.37%,-0.43%,-0.33%,-0.05%,-12.48%,-12.42%,-12.27%,-12.54%,0.35%,0.36%,0.37%,0.39%,0.40%,0.69%,0.47%,-0.04%,0.01%,0.02%,0.05%,0.14%,0.23%,0.12%,Upgrade
