Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Market Capitalization,"4,306","4,480","4,071","3,651","4,680","6,043","6,573","7,404","8,057","7,217","6,469","4,198","3,296","2,604","5,737","4,992","4,601","4,318","3,298","4,564","4,518","4,060","3,517","3,814","3,327","3,360","2,983","4,171","3,075","3,696","5,586","5,880","6,174","5,957","4,154","3,667","2,980","2,888","2,903",-,-,Upgrade
Market Cap Growth,-,-25.87%,-38.07%,-50.69%,-41.91%,-16.27%,1.61%,76.38%,144.42%,177.15%,12.77%,-15.91%,-28.37%,-39.69%,73.92%,9.38%,1.85%,6.35%,-6.20%,19.65%,35.79%,20.82%,17.87%,-8.55%,8.19%,-9.08%,-46.59%,-29.07%,-50.19%,-37.95%,34.50%,60.35%,107.19%,106.27%,43.09%,-,-,-,-,-,-,Upgrade
Enterprise Value,"21,413","21,611","21,393","20,834","21,542","22,432","23,306","23,785","23,368","22,134","21,546","19,288","18,079","18,269","21,317","20,186","18,946","18,151","17,298","18,557","18,429","17,472","17,082","16,946","16,329","15,694","15,795","16,949","16,145","17,262","21,271","11,300","11,923","12,827","11,413","9,241","12,862","13,344","14,704","12,319","12,544",Upgrade
PE Ratio,5.76,5.93,4.64,3.79,4.40,5.02,5.00,5.25,5.87,6.50,8.86,6.64,5.23,3.54,6.71,6.55,6.95,9.09,7.38,14.35,18.90,14.82,19.22,22.31,26.20,30.27,13.88,-463.40,-65.43,-43.48,-25.39,-52.03,18.88,14.49,8.97,6.34,50.99,67.77,-152.78,-,-,Upgrade
PS Ratio,1.63,1.71,1.47,1.26,1.53,1.87,1.95,2.16,2.42,2.40,2.54,1.74,1.37,1.03,2.17,1.97,1.89,1.84,1.43,2.01,2.07,1.96,1.77,2.04,1.84,1.83,1.42,2.40,2.03,2.95,7.34,7.88,4.38,3.95,2.66,2.18,2.97,2.90,3.38,-,-,Upgrade
PB Ratio,1.39,1.45,1.35,1.21,1.54,1.96,2.13,2.37,2.28,2.18,1.88,1.34,1.04,0.85,1.33,1.22,1.11,1.09,0.87,1.25,1.30,1.20,1.07,1.18,1.06,1.08,0.97,1.37,1.02,1.26,1.99,1.97,2.06,2.94,2.05,1.75,1.78,1.81,1.89,-,-,Upgrade
Debt / Equity Ratio,5.91,5.91,6.06,6.04,5.91,5.68,5.74,5.66,4.98,5.08,5.17,5.61,5.68,6.70,3.98,4.16,3.76,4.08,4.00,4.32,4.31,4.70,4.59,4.53,4.57,4.41,4.55,4.59,4.76,5.08,6.16,3.20,3.23,4.76,4.13,3.74,6.71,7.34,8.29,10.97,10.88,Upgrade
Dividend Yield,10.92%,2.70%,2.85%,3.22%,2.53%,2.00%,1.38%,7.54%,1.17%,7.38%,0.94%,7.47%,1.35%,14.80%,0.59%,6.15%,0.74%,0.79%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,62.40%,67.60%,63.80%,62.50%,56.50%,39.90%,34.30%,193.50%,26.80%,128.70%,16.90%,125.30%,50.00%,1179.20%,13.00%,123.60%,17.50%,22.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,5.09%,5.09%,6.15%,7.04%,7.39%,5.45%,3.53%,1.18%,-0.20%,0.98%,1.33%,1.37%,1.37%,0.04%,-0.24%,-0.20%,-0.21%,-0.22%,-0.18%,-0.29%,-0.34%,-0.24%,-0.16%,-0.54%,-0.42%,-0.49%,-0.86%,-0.40%,-5.92%,-17.28%,-16.56%,-16.59%,-10.62%,0.10%,-3.36%,-15.32%,-15.18%,-15.14%,-11.67%,-,-,Upgrade
Total Shareholder Return,16.08%,7.79%,8.99%,10.25%,9.92%,7.45%,4.91%,8.72%,0.97%,8.36%,2.26%,8.84%,2.72%,14.83%,0.35%,5.95%,0.53%,0.57%,-0.18%,-0.29%,-0.34%,-0.24%,-0.16%,-0.54%,-0.42%,-0.49%,-0.86%,-0.40%,-5.92%,-17.28%,-16.56%,-16.59%,-10.62%,0.10%,-3.36%,-15.32%,-15.18%,-15.14%,-11.67%,-,-,Upgrade
