Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,159,179,224,230,265,328,233,255,170,148,139,102,112,119,157,146,161,144,123,150,143,143,123,116,116,117,111,83,80,78,80,75,72,68,67,57,53,52,51,49,57,Upgrade
Market Cap Growth,-,-45.34%,-4.09%,-9.66%,56.43%,121.79%,67.74%,149.35%,51.74%,24.68%,-11.21%,-29.97%,-30.56%,-17.78%,27.12%,-2.94%,12.89%,0.66%,0.07%,29.45%,23.36%,22.74%,10.61%,39.03%,44.06%,50.71%,38.51%,11.12%,11.10%,13.46%,20.94%,32.84%,35.66%,32.14%,29.18%,14.53%,-7.34%,12.48%,69.44%,58.97%,43.97%,Upgrade
Enterprise Value,302,326,347,303,341,248,125,166,83,87,123,148,130,98,138,181,165,122,131,201,172,164,137,165,166,141,106,122,127,93,84,106,93,70,65,86,73,55,48,72,81,Upgrade
PE Ratio,8.06,9.32,11.46,12.67,14.36,17.22,12.51,13.13,10.03,9.78,11.78,10.56,12.30,13.23,15.35,13.99,15.20,12.49,10.35,15.76,15.08,16.26,16.34,13.12,14.27,15.73,15.52,12.13,12.15,12.12,13.41,13.12,13.13,12.94,13.73,11.84,13.02,15.36,16.50,23.71,32.07,Upgrade
PS Ratio,1.40,1.61,1.99,2.02,2.34,3.04,2.29,2.72,1.96,1.85,1.91,1.51,1.75,1.87,2.58,2.54,3.01,2.87,2.46,3.02,2.87,2.90,2.55,2.42,2.43,2.50,2.39,1.79,1.74,1.68,1.75,1.64,1.57,1.49,1.45,1.25,1.22,1.21,1.24,1.21,1.40,Upgrade
PB Ratio,0.65,0.75,0.97,1.02,1.13,1.31,1.07,1.17,1.16,1.03,0.96,0.73,0.81,0.87,1.20,1.13,1.27,1.43,1.29,1.69,1.62,1.60,1.36,1.27,1.30,1.36,1.19,0.83,0.78,0.77,0.84,0.74,0.70,0.67,0.67,0.59,0.56,0.56,0.57,0.54,0.63,Upgrade
Debt / Equity Ratio,0.96,0.96,0.88,0.70,0.65,0.30,0.41,0.41,0.41,0.84,1.16,1.39,1.51,0.55,0.66,0.70,0.63,0.63,0.71,0.93,0.88,0.81,0.79,0.88,0.90,0.88,0.75,0.70,0.62,0.64,0.67,0.64,0.63,0.63,0.65,0.67,0.67,0.70,0.71,0.71,0.70,Upgrade
Dividend Yield,4.75%,1.08%,0.84%,0.82%,0.71%,0.52%,0.49%,0.49%,0.57%,0.65%,0.68%,0.93%,0.85%,0.80%,0.45%,0.49%,0.42%,0.44%,0.34%,0.28%,0.30%,0.30%,0.18%,0.19%,0.19%,0.18%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,39.30%,37.90%,33.40%,35.70%,56.30%,31.50%,37.80%,22.70%,24.30%,19.60%,19.60%,30.30%,43.50%,58.80%,25.90%,27.80%,32.60%,22.10%,14.30%,15.60%,13.90%,13.20%,35.70%,8.10%,8.60%,10.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-10.82%,-10.82%,-56.71%,-42.93%,-85.14%,-67.16%,-18.48%,-29.96%,-,-,-0.05%,-0.04%,-4.50%,-12.54%,-12.49%,-12.43%,-5.54%,2.51%,2.31%,2.14%,0.21%,-0.27%,-0.86%,-1.45%,-1.56%,-1.78%,-0.93%,-0.47%,-0.66%,-0.53%,-0.56%,-0.32%,-0.03%,-,-,-,-,-,-,-,-,Upgrade
Total Shareholder Return,-5.92%,-9.74%,-55.86%,-42.11%,-84.43%,-66.64%,-17.99%,-29.47%,0.57%,0.65%,0.63%,0.89%,-3.65%,-11.74%,-12.04%,-11.94%,-5.12%,2.95%,2.65%,2.42%,0.51%,0.04%,-0.69%,-1.26%,-1.37%,-1.59%,-0.93%,-0.47%,-0.66%,-0.53%,-0.56%,-0.32%,-0.03%,-,-,-,-,-,-,-,-,Upgrade
