Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,248,277,339,256,259,303,272,244,243,255,218,181,227,212,268,242,279,261,276,262,240,205,207,194,185,175,189,161,152,135,129,126,125,121,131,114,116,112,108,102,100,Upgrade
Market Cap Growth,-,-8.63%,24.57%,4.89%,6.28%,18.87%,25.00%,35.01%,7.16%,20.15%,-18.68%,-25.41%,-18.63%,-18.54%,-3.20%,-7.39%,16.46%,26.90%,33.25%,34.75%,29.44%,17.43%,9.52%,20.70%,21.92%,29.43%,47.36%,27.74%,21.15%,11.92%,-1.69%,10.13%,8.30%,7.51%,20.93%,12.37%,15.95%,13.10%,12.11%,6.94%,15.25%,Upgrade
Enterprise Value,213,242,237,-32,-80,-111,-365,-389,-262,-152,-86,-6,101,187,256,242,308,315,354,321,293,274,304,275,285,277,279,218,222,232,221,193,210,207,238,214,205,207,222,188,166,Upgrade
PE Ratio,6.53,7.26,9.48,8.52,9.55,11.25,9.77,8.04,8.16,9.42,11.83,11.01,14.22,12.77,11.28,10.13,11.79,11.49,12.71,13.80,16.13,17.03,21.19,19.74,17.30,15.96,17.43,14.44,13.56,12.27,11.67,11.86,12.00,11.66,12.71,11.34,11.83,11.99,11.61,10.99,10.77,Upgrade
PS Ratio,2.22,2.49,3.22,2.59,2.76,3.29,2.89,2.57,2.60,2.85,2.59,2.29,2.94,2.79,3.48,3.19,3.75,3.58,3.87,3.71,3.44,3.16,3.43,3.47,3.63,3.47,3.81,3.27,3.11,2.80,2.68,2.65,2.67,2.60,2.87,2.53,2.59,2.56,2.47,2.36,2.35,Upgrade
PB Ratio,0.97,1.08,1.38,1.10,1.05,1.19,1.00,0.91,0.91,0.99,0.84,0.71,0.90,0.86,1.41,1.30,1.54,1.50,1.64,1.59,1.49,1.31,1.35,1.27,1.49,1.44,1.58,1.33,1.27,1.16,1.12,1.10,1.11,1.08,1.19,1.02,1.05,1.04,1.01,0.99,0.98,Upgrade
Debt / Equity Ratio,0.31,0.31,0.27,0.30,0.23,0.25,0.27,0.33,0.33,0.39,0.37,0.44,0.42,0.42,0.54,0.63,0.59,0.67,0.70,0.75,0.73,0.82,0.85,0.85,1.02,0.97,0.91,0.93,0.98,0.97,0.97,0.99,1.00,1.02,1.15,1.10,1.08,1.06,1.23,1.02,1.02,Upgrade
Dividend Yield,3.64%,0.86%,0.70%,0.87%,0.88%,0.74%,0.83%,0.89%,0.97%,0.85%,1.00%,1.20%,0.95%,0.83%,0.66%,0.73%,0.63%,0.62%,0.59%,0.62%,0.68%,0.68%,0.68%,0.72%,0.66%,0.69%,0.64%,0.75%,0.80%,0.89%,0.94%,0.96%,0.96%,1.00%,0.92%,1.00%,0.98%,1.01%,1.05%,1.13%,1.14%,Upgrade
Payout Ratio,24.30%,26.40%,23.30%,21.70%,26.30%,34.20%,50.00%,29.80%,27.60%,29.10%,30.90%,31.60%,37.30%,-178.60%,34.70%,28.10%,27.20%,27.70%,30.70%,26.70%,29.50%,28.60%,55.60%,74.10%,44.40%,46.50%,46.50%,43.50%,40.80%,47.60%,42.60%,42.60%,42.60%,47.60%,48.80%,43.20%,41.30%,46.30%,50.00%,48.70%,50.00%,Upgrade
Buyback Yield / Dilution,1.89%,1.89%,2.12%,2.23%,0.09%,0.35%,0.09%,-0.29%,-0.52%,-23.03%,-23.02%,-23.00%,-22.98%,-0.47%,-0.46%,-0.44%,-0.22%,-0.32%,-0.32%,-0.34%,-15.95%,-15.82%,-15.82%,-15.82%,-0.37%,-0.40%,-0.44%,-0.44%,-0.40%,-0.40%,-0.39%,-0.41%,-0.39%,-0.41%,-0.41%,0.63%,-0.44%,-0.43%,-0.44%,-1.48%,-0.35%,Upgrade
Total Shareholder Return,5.61%,2.75%,2.83%,3.10%,0.97%,1.09%,0.93%,0.60%,0.45%,-22.17%,-22.02%,-21.80%,-22.03%,0.36%,0.20%,0.29%,0.42%,0.30%,0.26%,0.28%,-15.27%,-15.14%,-15.14%,-15.10%,0.28%,0.29%,0.20%,0.31%,0.39%,0.49%,0.55%,0.54%,0.57%,0.59%,0.51%,1.63%,0.54%,0.58%,0.62%,-0.35%,0.79%,Upgrade
