Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Market Capitalization,"1,683","1,955","1,398","1,172","1,263","1,615","1,715","2,009","2,179","1,785","1,450",863,980,894,"2,071","1,898","1,783","1,793","1,706","3,863","3,598","4,119","4,365","4,144","3,601","3,209","2,853","2,422","2,390","2,468","2,462","2,058","2,154","2,093","2,009","1,613","1,629","1,429","1,297",970,990,Upgrade
Market Cap Growth,-,21.08%,-18.48%,-41.65%,-42.04%,-9.55%,18.22%,132.75%,122.48%,99.63%,-29.97%,-54.53%,-45.05%,-50.13%,21.37%,-50.87%,-50.44%,-56.46%,-60.91%,-6.77%,-0.11%,28.35%,52.98%,71.12%,50.72%,30.03%,15.89%,17.69%,10.92%,17.94%,22.55%,27.53%,32.24%,46.47%,54.95%,66.42%,64.61%,109.30%,146.61%,35.16%,20.61%,Upgrade
Enterprise Value,"2,287","2,569","1,947","1,739","1,810","2,155","2,204","2,898","2,972","2,270","1,917","1,451","1,587","1,609","2,582","2,373","2,235","2,283","2,059","5,628","4,744","5,940","4,322","6,081","4,161","3,654","4,173","2,935","3,078","2,847","2,837","2,544","2,673","2,716","2,055","1,608","1,468","1,184",981,626,337,Upgrade
PE Ratio,39.77,46.87,28.70,9.53,11.94,15.05,13.83,46.16,34.17,23.66,32.19,38.54,97.82,-208.31,47.17,31.70,9.71,8.74,8.44,40.90,64.58,56.10,84.79,19.21,16.27,17.54,15.42,11.40,14.61,15.58,15.39,57.31,454.20,698.20,-658.67,59.86,36.15,19.86,18.28,11.98,17.94,Upgrade
PS Ratio,0.92,1.07,0.78,0.64,0.67,0.83,0.85,0.99,1.08,0.88,0.71,0.42,0.46,0.41,0.98,0.91,0.88,0.92,0.88,5.06,3.17,2.76,2.49,2.23,2.04,2.04,1.84,0.83,0.84,0.86,0.88,0.86,1.00,1.11,1.12,0.94,0.97,0.58,0.74,0.39,0.39,Upgrade
PB Ratio,2.30,2.69,2.09,1.80,1.88,2.39,2.77,3.18,3.02,2.25,1.92,1.18,1.40,1.36,3.07,2.63,2.33,2.29,2.22,3.78,3.78,4.69,6.89,6.06,4.30,3.80,2.41,2.72,2.82,2.89,3.88,3.90,3.94,5.31,5.00,3.75,3.92,3.18,2.79,2.02,2.10,Upgrade
Debt / Equity Ratio,1.54,1.54,1.57,1.61,1.57,1.57,1.70,2.15,1.73,1.66,1.75,1.82,1.86,2.08,1.70,1.54,1.39,1.30,1.00,2.48,2.07,2.86,0.92,3.83,1.36,1.15,1.62,1.09,1.34,0.98,1.33,1.74,1.63,2.67,1.76,0.97,0.99,0.91,0.88,0.88,0.90,Upgrade
Dividend Yield,0.91%,0.26%,0.35%,0.42%,0.40%,0.31%,0.31%,0.19%,0.26%,0.31%,0.38%,0.42%,0.56%,8.43%,3.19%,2.55%,4.11%,4.03%,3.51%,2.04%,1.61%,2.09%,1.19%,1.99%,2.26%,2.22%,1.55%,2.84%,2.93%,2.47%,1.63%,2.68%,2.38%,1.94%,1.32%,2.46%,2.41%,2.71%,2.46%,4.40%,4.58%,Upgrade
Payout Ratio,36.40%,20.00%,-,50.00%,25.00%,14.30%,4.80%,-33.30%,25.00%,9.10%,-50.00%,50.00%,12.50%,350.00%,-175.00%,-1400.00%,350.00%,77.80%,-300.00%,180.00%,300.00%,128.60%,-17.50%,64.30%,100.00%,123.10%,-30.20%,51.60%,320.00%,280.00%,35.00%,93.30%,350.00%,200.00%,-109.10%,400.00%,400.00%,300.00%,1200.00%,100.00%,60.00%,Upgrade
Buyback Yield / Dilution,0.36%,0.36%,8.93%,-28.38%,10.09%,9.73%,2.52%,-6.18%,-3.26%,-3.46%,-17.32%,-5.36%,-4.42%,-4.34%,-41.73%,20.83%,-62.06%,-7.75%,-15.93%,4.43%,28.58%,-7.67%,-3.72%,-6.42%,-3.34%,-2.29%,3.23%,-9.07%,-19.22%,-28.47%,-29.74%,-18.97%,-12.31%,-5.10%,16.83%,6.75%,13.62%,-1.34%,10.88%,-142.10%,-37.61%,Upgrade
Total Shareholder Return,1.27%,0.62%,9.28%,-27.96%,10.49%,10.04%,2.83%,-5.98%,-3.00%,-3.15%,-16.94%,-4.94%,-3.87%,4.09%,-38.54%,23.38%,-57.95%,-3.72%,-12.42%,6.47%,30.19%,-5.57%,-2.53%,-4.43%,-1.08%,-0.08%,4.78%,-6.23%,-16.29%,-26.00%,-28.11%,-16.29%,-9.92%,-3.15%,18.15%,9.21%,16.03%,1.37%,13.34%,-137.70%,-33.03%,Upgrade
