Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,131,152,166,132,145,160,157,149,152,150,127,102,113,117,160,144,142,146,148,184,191,174,152,137,141,148,121,106,94,97,100,83,81,78,75,71,71,74,55,55,49,Upgrade
Market Cap Growth,-,-5.28%,5.25%,-11.30%,-4.66%,6.74%,23.71%,46.30%,34.45%,28.01%,-20.63%,-29.18%,-20.32%,-19.73%,8.20%,-21.71%,-25.63%,-15.94%,-2.19%,34.38%,35.65%,17.71%,25.27%,29.80%,50.20%,53.03%,21.32%,27.58%,15.47%,23.84%,32.39%,16.69%,14.46%,5.45%,36.77%,28.37%,45.56%,55.91%,25.67%,25.42%,83.78%,Upgrade
Enterprise Value,223,245,287,186,130,145,161,147,155,116,121,44,84,132,164,164,154,160,159,200,189,172,169,160,156,168,158,125,140,131,138,113,126,93,114,80,111,106,118,101,90,Upgrade
PE Ratio,9.01,10.41,11.34,9.14,9.48,10.21,10.18,9.96,11.80,12.99,12.61,10.90,11.77,11.42,14.62,13.15,13.02,13.27,13.20,20.35,23.54,25.69,26.06,19.28,20.42,21.19,18.11,16.26,14.42,15.59,16.28,13.71,13.73,13.76,14.71,15.87,17.90,18.66,13.31,12.82,11.75,Upgrade
PS Ratio,2.16,2.52,2.78,2.26,2.45,2.70,2.68,2.57,2.76,2.86,2.54,2.11,2.36,2.43,3.31,3.02,3.02,3.14,3.22,4.09,4.46,4.29,3.94,3.72,3.89,4.19,3.49,3.09,2.78,2.89,3.02,2.51,2.47,2.45,2.42,2.41,2.57,2.77,2.14,2.15,1.88,Upgrade
PB Ratio,1.06,1.23,1.40,1.16,1.23,1.28,1.12,1.07,1.10,1.13,0.93,0.77,0.86,0.94,1.34,1.21,1.21,1.25,1.32,1.70,1.78,1.65,1.43,1.58,1.65,1.78,1.48,1.25,1.11,1.18,1.26,1.05,1.06,1.02,1.01,0.98,1.00,1.08,1.05,1.04,0.92,Upgrade
Debt / Equity Ratio,1.46,1.46,1.34,0.80,0.76,0.69,0.51,0.56,0.57,0.59,0.43,0.49,0.49,0.52,0.43,0.44,0.44,0.45,0.38,0.48,0.41,0.35,0.46,0.57,0.59,0.60,0.71,0.69,0.81,0.74,0.77,0.80,0.92,0.78,0.83,0.90,0.98,1.01,1.47,1.26,1.24,Upgrade
Dividend Yield,3.14%,0.70%,0.59%,0.74%,0.68%,0.61%,0.57%,0.61%,0.59%,0.60%,0.71%,0.88%,0.79%,0.76%,0.51%,0.56%,0.59%,0.58%,0.51%,0.41%,0.40%,0.44%,0.40%,0.44%,0.43%,0.41%,0.44%,0.51%,0.57%,0.55%,0.47%,0.57%,0.57%,0.60%,0.53%,0.56%,0.56%,0.54%,0.58%,0.58%,0.54%,Upgrade
Payout Ratio,27.30%,30.40%,24.10%,25.00%,31.00%,28.30%,23.10%,19.00%,25.50%,27.30%,26.10%,33.30%,40.00%,50.00%,30.60%,27.50%,28.90%,33.30%,28.60%,26.30%,25.60%,27.80%,180.00%,31.00%,37.50%,33.30%,29.60%,32.00%,29.60%,36.40%,29.20%,26.90%,31.80%,31.80%,27.30%,25.00%,33.30%,42.90%,37.50%,30.00%,22.70%,Upgrade
Buyback Yield / Dilution,-0.40%,-0.40%,-0.37%,-0.36%,-0.46%,-0.45%,-0.69%,-0.71%,-0.84%,-0.87%,-0.95%,-1.21%,2.64%,2.63%,2.72%,2.74%,-0.85%,-0.94%,-13.77%,-13.56%,-13.49%,-13.09%,-0.05%,0.03%,-0.06%,-0.30%,-0.28%,-0.29%,-0.61%,-0.14%,-0.36%,-0.29%,-,-1.11%,-25.76%,-25.83%,-25.74%,-24.95%,-1.38%,-1.37%,-59.80%,Upgrade
Total Shareholder Return,2.74%,0.30%,0.22%,0.38%,0.22%,0.17%,-0.11%,-0.11%,-0.25%,-0.27%,-0.24%,-0.33%,3.44%,3.39%,3.22%,3.31%,-0.25%,-0.37%,-13.25%,-13.14%,-13.09%,-12.65%,0.35%,0.47%,0.37%,0.11%,0.16%,0.22%,-0.04%,0.42%,0.11%,0.27%,0.57%,-0.51%,-25.23%,-25.27%,-25.18%,-24.41%,-0.80%,-0.80%,-59.26%,Upgrade
