Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+34 Quarters
Market Capitalization,"9,909","9,952","9,388","8,377","8,836","10,033","9,763","9,064","8,568","7,912","7,138","5,896","6,107","4,647","7,967","7,952","7,648","7,307","6,642","7,328","7,013","6,765","6,701","6,987","6,983","7,403","5,177","4,866","4,458","4,665","4,481","4,554","5,176","5,393","4,903","5,076","5,327","5,250","4,998","4,639","4,610",Upgrade
Market Cap Growth,-,-0.80%,-3.85%,-7.59%,3.12%,26.81%,36.78%,53.75%,40.30%,70.25%,-10.41%,-25.86%,-20.15%,-36.40%,19.96%,8.51%,9.06%,8.00%,-0.89%,4.88%,0.43%,-8.61%,29.44%,43.58%,56.63%,58.69%,15.53%,6.87%,-13.87%,-13.50%,-8.61%,-10.29%,-2.83%,2.72%,-1.89%,9.42%,15.55%,16.66%,15.01%,21.84%,30.19%,Upgrade
Enterprise Value,"20,757","20,847","21,371","19,943","20,418","19,960","20,414","17,891","17,519","15,617","15,385","13,278","13,317","11,830","14,883","14,425","13,231","13,069","11,593","11,075","11,046","11,581","11,239","11,286","11,285","11,741","8,828","8,462","8,118","8,573","8,338","7,960","8,459","8,690","8,633","8,647","8,461","8,162","7,834","7,642","7,072",Upgrade
PE Ratio,14.26,14.92,15.65,10.37,8.51,7.14,6.23,5.80,5.13,5.39,14.75,19.02,138.79,-140.82,10.05,10.72,9.86,8.80,7.74,7.82,8.09,8.55,10.05,13.70,14.52,16.09,10.92,11.75,10.59,11.37,11.82,8.80,8.95,9.39,8.30,8.88,9.97,10.00,10.23,8.76,8.77,Upgrade
PS Ratio,4.34,4.38,4.48,4.22,4.68,5.37,5.36,5.24,5.22,5.16,4.72,4.05,4.09,3.05,5.21,5.35,5.30,5.25,4.97,5.64,5.61,5.63,5.78,6.28,6.48,7.13,5.12,4.81,4.39,4.58,4.37,4.40,5.04,5.38,4.96,5.33,5.64,5.67,5.67,5.39,5.74,Upgrade
PB Ratio,0.98,0.99,0.98,0.89,0.95,1.07,1.10,1.06,1.06,1.04,1.00,0.85,0.91,0.71,1.07,1.08,1.04,1.00,0.91,1.00,0.97,0.94,0.94,0.99,0.99,1.05,1.00,0.93,0.85,0.90,0.87,0.86,0.98,1.03,0.93,0.97,1.08,1.07,1.02,1.06,1.06,Upgrade
Debt / Equity Ratio,1.12,1.12,1.29,1.26,1.27,1.13,1.26,1.18,1.16,1.06,1.19,1.10,1.12,1.26,0.95,0.91,0.84,0.86,0.72,0.62,0.62,0.71,0.68,0.66,0.69,0.65,0.75,0.71,0.73,0.77,0.80,0.69,0.68,0.65,0.74,0.70,0.68,0.62,0.61,0.71,0.59,Upgrade
Dividend Yield,10.44%,2.68%,2.91%,2.87%,2.62%,2.24%,1.94%,2.05%,2.05%,2.17%,2.36%,2.87%,2.77%,3.70%,2.27%,2.26%,2.34%,2.45%,2.50%,2.27%,2.31%,2.39%,2.41%,2.32%,2.32%,2.17%,2.30%,2.45%,2.68%,2.56%,2.65%,2.62%,2.31%,2.50%,2.43%,2.32%,2.13%,2.44%,2.45%,2.20%,2.19%,Upgrade
Payout Ratio,146.20%,92.30%,145.70%,219.00%,204.50%,102.30%,49.40%,56.20%,36.70%,46.00%,44.90%,38.50%,61.50%,-28.20%,87.50%,102.40%,89.40%,84.00%,111.40%,79.60%,63.30%,66.70%,69.10%,115.20%,90.50%,135.70%,158.30%,108.60%,76.00%,90.50%,950.00%,102.70%,80.90%,134.40%,77.60%,66.70%,79.20%,110.30%,91.50%,73.10%,76.00%,Upgrade
Buyback Yield / Dilution,-11.00%,-11.00%,-16.27%,-15.45%,-16.82%,-16.55%,-9.50%,-7.09%,-4.02%,0.23%,2.09%,0.94%,0.70%,-0.94%,-0.94%,-0.23%,-,-,-0.24%,-,-,-0.95%,-35.35%,-35.67%,-35.67%,-34.39%,-0.34%,0.15%,0.15%,0.03%,0.03%,-1.26%,-5.43%,-5.42%,-10.08%,-15.75%,-12.06%,-19.83%,-14.46%,-15.09%,-19.96%,Upgrade
Total Shareholder Return,-0.51%,-8.32%,-13.36%,-12.58%,-14.20%,-14.31%,-7.57%,-5.04%,-1.96%,2.40%,4.45%,3.81%,3.47%,2.76%,1.33%,2.02%,2.34%,2.45%,2.27%,2.27%,2.31%,1.44%,-32.94%,-33.35%,-33.35%,-32.23%,1.97%,2.60%,2.83%,2.59%,2.69%,1.37%,-3.12%,-2.91%,-7.65%,-13.42%,-9.93%,-17.39%,-12.02%,-12.90%,-17.77%,Upgrade
