Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+50 Quarters
Market Capitalization,"1,454","1,519","1,877","1,568","1,845","2,805","3,314","5,020","5,181","5,570","3,536","2,003","2,149","1,603","5,168","6,547","7,341","9,274","8,175","12,975","12,919","11,805","14,004","12,292","14,291","13,925","13,198","12,556","11,547","13,038","16,909","15,910","18,109","18,606","16,995","13,786","15,246","14,487","12,808","10,308","8,904",Upgrade
Market Cap Growth,-,-45.82%,-43.35%,-68.77%,-64.39%,-49.65%,-6.28%,150.61%,141.08%,247.57%,-31.57%,-69.41%,-70.72%,-82.72%,-36.79%,-49.54%,-43.18%,-21.45%,-41.62%,5.56%,-9.60%,-15.22%,6.11%,-2.10%,23.76%,6.81%,-21.95%,-21.08%,-36.23%,-29.93%,-0.50%,15.41%,18.78%,28.43%,32.69%,33.75%,71.22%,79.42%,77.47%,45.50%,30.99%,Upgrade
Enterprise Value,"2,663","2,792","5,993","3,916","6,171","6,653","7,707","-4,603","-4,265","-4,068","-5,520","-7,148","-8,014","-8,694","-6,551","-4,781",-418,"2,737",918,"4,620","5,254","4,867","6,181","5,780","9,693","9,377","7,882","8,515","8,236","10,646","14,088","13,778","16,583","17,221","14,520","11,706","13,774","13,244","11,099","9,143","8,240",Upgrade
PE Ratio,2.97,3.25,8.42,4.19,3.98,3.86,4.14,6.30,7.34,11.85,16.52,6.70,36.86,10.09,18.59,14.07,8.44,9.78,8.49,13.67,14.58,14.65,17.76,23.29,28.46,27.56,25.59,18.48,19.23,22.06,28.35,32.50,34.47,35.01,33.57,24.75,29.01,28.71,25.81,22.31,19.85,Upgrade
PS Ratio,0.52,0.57,0.84,0.66,0.77,1.04,1.22,5.85,4.25,3.93,1.74,0.93,0.85,0.55,1.81,1.17,1.32,1.65,1.44,3.19,2.84,2.37,2.56,1.65,1.93,1.90,1.85,1.78,1.71,2.00,2.63,2.58,3.07,3.28,3.21,2.78,3.22,3.22,2.97,2.48,2.25,Upgrade
PB Ratio,0.51,0.56,0.83,0.65,0.81,1.24,1.59,2.24,2.53,3.16,2.32,1.51,1.86,1.47,3.25,4.37,3.07,4.14,3.51,5.66,6.10,5.90,7.55,7.71,10.03,10.21,7.96,7.04,6.68,7.49,8.41,8.17,9.24,9.73,7.09,12.76,16.09,15.25,14.97,14.49,15.33,Upgrade
Debt / Equity Ratio,1.80,1.80,3.54,2.47,3.27,2.99,3.57,3.38,3.73,3.92,5.60,5.63,7.37,8.96,6.58,6.71,5.38,5.80,5.74,5.80,6.40,7.10,8.02,8.23,9.11,9.14,7.57,6.57,6.77,6.80,5.72,5.17,5.14,5.06,3.92,6.86,7.68,7.51,8.64,9.37,11.82,Upgrade
Current Ratio,-,-,-,-,-,-,-,1.50,1.79,1.70,1.88,1.74,1.81,2.02,2.03,2.10,2.67,2.55,2.15,2.40,2.14,2.14,2.44,2.11,2.25,2.09,2.12,2.37,2.23,2.44,2.54,2.36,2.20,2.08,2.19,2.12,2.35,2.51,2.31,2.60,2.02,Upgrade
Dividend Yield,2.90%,0.69%,0.56%,0.67%,0.57%,0.37%,0.32%,0.21%,0.20%,0.19%,0.29%,0.50%,0.47%,1.88%,0.58%,0.48%,0.45%,0.36%,0.38%,0.24%,0.24%,0.27%,0.21%,0.24%,0.20%,0.21%,0.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,9.00%,2.30%,-7.80%,7.80%,84.00%,5.00%,61.80%,4.70%,3.80%,3.60%,87.50%,7.50%,25.90%,100.00%,31.30%,-28.40%,23.80%,22.40%,10.80%,10.50%,14.50%,19.30%,10.60%,12.40%,21.00%,20.00%,236.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.20%,-0.20%,-0.40%,0.20%,0.20%,-0.40%,-3.09%,-4.60%,-4.82%,-4.40%,-2.54%,5.16%,9.32%,10.34%,12.73%,8.36%,5.05%,4.49%,2.52%,1.08%,0.72%,1.76%,4.14%,4.79%,5.42%,5.81%,5.54%,5.50%,5.30%,5.35%,-0.76%,-3.16%,0.54%,3.73%,7.61%,9.26%,8.11%,1.88%,-0.01%,-1.51%,-6.96%,Upgrade
Total Shareholder Return,2.83%,0.49%,0.16%,0.87%,0.77%,-0.03%,-2.78%,-4.39%,-4.62%,-4.21%,-2.25%,5.66%,9.78%,12.21%,13.31%,8.85%,5.51%,4.85%,2.90%,1.32%,0.96%,2.03%,4.34%,5.03%,5.63%,6.03%,5.77%,5.50%,5.30%,5.35%,-0.76%,-3.16%,0.54%,3.73%,7.61%,9.26%,8.11%,1.88%,-0.01%,-1.51%,-6.96%,Upgrade
