Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+38 Quarters
Market Capitalization,93,99,107,96,114,131,143,143,98,85,82,69,67,75,106,91,101,100,96,107,100,92,89,77,72,68,63,54,48,44,44,41,49,49,42,40,39,38,28,29,32,Upgrade
Market Cap Growth,-,-24.33%,-25.08%,-33.12%,16.67%,54.84%,74.38%,108.76%,45.26%,13.58%,-22.78%,-24.80%,-33.37%,-25.55%,10.56%,-14.50%,1.22%,9.10%,8.04%,39.04%,37.87%,34.35%,40.60%,41.06%,51.68%,55.84%,43.98%,33.27%,-2.32%,-9.73%,3.66%,1.41%,24.74%,27.14%,53.16%,37.85%,24.26%,20.00%,7.62%,19.00%,176.96%,Upgrade
Enterprise Value,42,36,55,34,4,-4,-14,-33,-11,-72,-26,-34,-22,41,75,75,92,77,82,99,73,37,63,57,36,37,36,12,23,19,19,-27,-62,56,27,41,26,10,2,-3,6,Upgrade
PE Ratio,5.44,5.87,6.39,6.74,9.39,11.26,13.82,12.62,9.15,8.84,9.27,8.14,7.35,8.29,11.13,9.95,10.81,10.32,9.49,11.67,12.04,12.10,13.80,11.25,10.85,10.77,10.72,10.78,12.75,18.09,28.51,9.95,10.58,8.41,6.53,3.91,4.07,4.19,3.09,18.84,12.74,Upgrade
PS Ratio,1.68,1.74,1.90,1.77,2.19,2.66,3.14,3.34,2.53,2.35,2.37,2.01,1.92,2.11,2.94,2.54,2.81,2.79,2.66,2.95,2.83,2.66,2.66,2.35,2.24,2.13,1.99,1.73,1.54,1.44,1.51,1.28,1.60,1.63,1.42,1.40,1.39,1.49,1.07,1.29,1.42,Upgrade
PB Ratio,0.87,0.89,0.99,0.97,1.14,1.23,1.22,1.22,1.10,0.99,0.97,0.83,0.83,0.95,1.38,1.21,1.39,1.44,1.44,1.67,1.62,1.54,1.53,1.33,1.29,1.27,1.21,1.07,0.97,0.92,0.96,0.68,0.82,0.81,0.71,0.70,0.69,0.70,0.52,0.67,0.73,Upgrade
Debt / Equity Ratio,0.13,0.13,0.13,0.14,0.14,0.13,0.16,0.16,0.22,0.22,0.23,0.23,0.24,0.18,0.18,0.19,0.20,0.28,0.21,0.22,0.23,0.24,0.24,0.25,0.25,0.26,0.27,0.28,0.53,0.30,0.31,0.15,0.00,0.28,0.16,0.20,0.11,0.11,0.11,0.14,0.14,Upgrade
Dividend Yield,3.84%,0.95%,0.82%,0.92%,0.77%,0.67%,0.52%,0.52%,0.60%,0.69%,0.65%,0.78%,0.79%,0.73%,0.42%,0.49%,0.44%,0.45%,0.26%,0.23%,0.25%,0.27%,0.19%,0.23%,0.24%,0.25%,0.23%,0.27%,0.31%,0.34%,0.28%,0.30%,0.25%,0.25%,0.29%,0.30%,0.31%,-,-,-,-,Upgrade
Payout Ratio,21.10%,24.60%,18.20%,19.70%,23.00%,23.30%,36.40%,30.80%,17.40%,24.00%,16.90%,30.60%,23.90%,32.40%,16.70%,18.00%,21.40%,19.60%,10.60%,9.30%,10.20%,9.30%,13.50%,9.50%,9.70%,11.30%,8.80%,8.80%,10.30%,13.60%,15.60%,31.20%,125.00%,62.50%,3.70%,13.20%,9.60%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,-0.58%,-0.51%,-0.58%,-0.54%,-28.37%,-28.37%,-28.16%,-28.16%,-0.39%,2.14%,2.22%,2.27%,2.29%,-0.26%,-0.23%,-0.17%,-0.22%,-0.19%,-0.24%,-0.24%,-0.24%,-0.24%,-0.38%,-0.38%,-0.33%,-0.33%,-0.28%,-0.28%,-0.30%,-0.30%,-0.18%,-0.18%,-0.17%,-0.17%,-0.04%,-0.02%,-,-,-,-,-65.83%,Upgrade
Total Shareholder Return,3.33%,0.43%,0.24%,0.37%,-27.61%,-27.71%,-27.64%,-27.64%,0.21%,2.83%,2.87%,3.05%,3.09%,0.47%,0.19%,0.32%,0.22%,0.25%,0.02%,-0.01%,0.01%,0.03%,-0.18%,-0.15%,-0.09%,-0.08%,-0.05%,-0.01%,0.01%,0.03%,0.09%,0.12%,0.08%,0.08%,0.25%,0.28%,0.31%,-,-,-,-65.83%,Upgrade
