Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+62 Quarters
Market Capitalization,"1,960","2,062","2,348","2,572","2,550","2,603","2,834","2,742","2,570","2,457","2,012","1,139","1,220","1,156","2,302","2,169","2,399","2,490","1,868","1,976","1,656","1,302","1,103","1,106","1,265","1,229","1,437","1,129",862,628,699,764,"1,031","1,321","1,250","1,011","1,138","1,127","1,282","1,176","1,460",Upgrade
Market Cap Growth,-,-20.78%,-17.13%,-6.21%,-0.79%,5.94%,40.84%,140.76%,110.75%,112.50%,-12.59%,-47.49%,-49.17%,-53.55%,23.21%,9.74%,44.93%,91.16%,69.43%,78.72%,30.88%,5.97%,-23.27%,-2.08%,46.79%,95.56%,105.66%,47.74%,-16.39%,-52.44%,-44.11%,-24.36%,-9.45%,17.27%,-2.45%,-14.04%,-22.05%,-12.29%,35.73%,29.04%,78.87%,Upgrade
Enterprise Value,"2,418","2,520","2,802","2,400","1,870","1,491",974,887,585,"1,863","1,442",-357,892,"1,178","2,512","2,217","2,683","2,924","2,356","2,294","1,866","1,558","1,610","1,792","2,023","1,891","2,324","1,772","1,405",973,"1,328","1,054","1,600","1,794","1,911","1,498","1,912","1,717","2,058","1,837","2,116",Upgrade
PE Ratio,6.94,7.03,7.70,8.46,8.38,8.69,10.22,10.76,12.37,15.51,20.20,13.26,11.77,9.35,13.98,9.46,10.94,11.91,9.39,16.20,22.10,18.12,17.15,17.17,12.66,13.00,15.45,13.39,11.49,33.08,32.81,2.27,2.98,3.29,3.17,12.96,16.10,-15.14,-7.79,-7.14,-9.03,Upgrade
PS Ratio,2.24,2.35,2.64,2.86,2.82,2.81,3.09,3.08,3.23,3.66,3.72,2.30,2.33,2.07,3.73,3.54,4.04,4.34,3.41,3.88,3.79,3.02,2.69,2.64,2.66,2.62,2.96,2.36,1.84,1.54,1.70,1.82,2.43,2.73,2.66,2.15,2.42,3.32,5.01,4.89,6.26,Upgrade
PB Ratio,1.39,1.47,1.77,2.03,1.64,1.46,1.35,1.25,1.17,1.11,0.88,0.51,0.55,0.53,1.03,0.99,1.11,1.19,0.91,1.02,0.87,0.69,0.59,0.60,0.68,0.67,0.81,0.63,0.48,0.36,0.41,0.45,0.62,0.78,0.75,0.76,0.87,0.90,1.05,0.96,1.20,Upgrade
Debt / Equity Ratio,0.91,0.91,0.70,0.30,0.37,0.33,0.33,0.37,0.36,0.42,0.41,0.44,0.44,0.50,0.38,0.47,0.48,0.49,0.53,0.51,0.58,0.59,0.65,0.77,0.64,0.60,0.66,0.65,0.77,0.78,0.82,0.74,0.75,0.85,0.87,1.10,1.11,1.14,1.18,1.22,1.22,Upgrade
Dividend Yield,4.59%,1.23%,0.94%,0.88%,0.93%,0.76%,0.73%,0.53%,0.59%,0.62%,0.54%,0.96%,0.89%,0.94%,0.47%,0.30%,0.27%,0.26%,0.35%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,31.80%,35.90%,30.00%,30.00%,31.60%,23.80%,28.60%,19.40%,21.20%,25.00%,21.70%,38.50%,55.60%,500.00%,31.20%,14.30%,15.80%,15.00%,6.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,8.99%,8.99%,10.23%,9.84%,8.39%,9.08%,5.77%,4.43%,1.17%,-0.40%,-0.40%,-0.39%,-0.38%,-0.06%,-0.05%,-0.06%,-0.43%,-0.42%,-0.48%,-0.55%,0.94%,0.54%,0.56%,0.55%,-0.65%,-1.07%,-1.12%,-1.14%,-1.51%,-0.99%,-0.94%,-0.92%,-2.20%,-2.89%,-2.87%,-2.79%,-1.44%,-0.45%,-0.43%,-0.42%,-0.05%,Upgrade
Total Shareholder Return,13.57%,10.21%,11.17%,10.72%,9.32%,9.84%,6.49%,4.96%,1.75%,0.22%,0.14%,0.57%,0.51%,0.88%,0.42%,0.24%,-0.16%,-0.16%,-0.13%,-0.55%,0.94%,0.54%,0.56%,0.55%,-0.65%,-1.07%,-1.12%,-1.14%,-1.51%,-0.99%,-0.94%,-0.92%,-2.20%,-2.89%,-2.87%,-2.79%,-1.44%,-0.45%,-0.43%,-0.42%,-0.05%,Upgrade
