Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"41,980","39,783","43,938","36,356","40,585","44,129","38,483","37,925","37,647","37,933","35,557","27,393","28,836","25,337","35,349","38,717","39,161","36,127","31,720","34,721","33,064","37,690","37,124","33,809","35,354","33,713","34,774","33,023","34,807","34,427","34,334","30,974","30,805","34,750","35,078","31,850","32,687","29,983","32,963","31,659","30,083",Upgrade
Market Cap Growth,-,-9.85%,14.17%,-4.14%,7.80%,16.34%,8.23%,38.45%,30.56%,49.71%,0.59%,-29.25%,-26.36%,-29.87%,11.44%,11.51%,18.44%,-4.15%,-14.56%,2.70%,-6.48%,11.80%,6.76%,2.38%,1.57%,-2.07%,1.28%,6.61%,12.99%,-0.93%,-2.12%,-2.75%,-5.76%,15.90%,6.42%,0.60%,8.65%,-5.77%,20.32%,20.36%,21.13%,Upgrade
Enterprise Value,"48,720","46,308","50,431","42,874","47,166","50,668","45,012","44,397","44,248","43,820","41,386","33,860","35,262","31,352","41,413","44,767","45,303","42,827","37,911","40,926","39,113","44,256","43,351","40,351","41,946","39,902","40,904","39,190","40,978","40,410","40,298","37,373","36,838","40,791","41,053","37,831","38,723","36,070","39,015","37,710","35,627",Upgrade
PE Ratio,15.59,14.21,15.46,10.83,11.39,11.18,10.51,10.42,9.90,13.40,13.18,12.12,15.77,10.44,13.48,16.34,14.60,13.63,12.57,14.16,16.23,17.88,18.06,13.81,12.31,11.47,11.54,11.24,11.05,10.44,9.98,8.58,8.55,10.01,9.50,8.74,9.11,7.83,8.97,10.59,10.07,Upgrade
PS Ratio,1.12,1.05,1.19,1.00,1.14,1.25,1.11,1.11,1.12,1.17,1.11,0.87,0.92,0.80,1.12,1.24,1.26,1.18,1.05,1.16,1.12,1.29,1.28,1.18,1.25,1.21,1.26,1.22,1.29,1.28,1.28,1.15,1.14,1.28,1.29,1.18,1.23,1.13,1.26,1.22,1.16,Upgrade
PB Ratio,1.83,1.73,2.04,1.83,1.77,1.73,1.33,1.33,1.29,1.34,1.22,0.98,1.07,1.00,1.36,1.51,1.55,1.48,1.39,1.55,1.46,1.64,1.56,1.42,1.48,1.43,1.50,1.35,1.41,1.43,1.46,1.29,1.28,1.40,1.41,1.26,1.28,1.18,1.33,1.28,1.21,Upgrade
Debt / Equity Ratio,0.32,0.32,0.34,0.37,0.32,0.29,0.25,0.26,0.25,0.23,0.22,0.25,0.26,0.26,0.25,0.26,0.26,0.29,0.29,0.29,0.29,0.30,0.28,0.29,0.29,0.27,0.28,0.26,0.26,0.26,0.27,0.28,0.26,0.26,0.26,0.25,0.25,0.25,0.26,0.26,0.24,Upgrade
Dividend Yield,2.05%,0.55%,0.50%,0.61%,0.55%,0.49%,0.56%,0.58%,0.59%,0.57%,0.61%,0.79%,0.74%,0.83%,0.60%,0.55%,0.55%,0.56%,0.65%,0.60%,0.63%,0.52%,0.53%,0.59%,0.57%,0.56%,0.55%,0.59%,0.57%,0.53%,0.54%,0.61%,0.63%,0.51%,0.52%,0.59%,0.58%,0.59%,0.55%,0.59%,0.63%,Upgrade
Payout Ratio,31.40%,22.20%,26.70%,48.70%,40.60%,21.00%,16.30%,33.20%,23.80%,29.40%,16.60%,26.20%,-531.20%,35.00%,24.40%,53.90%,38.90%,25.60%,32.90%,29.10%,39.90%,29.40%,36.00%,67.90%,33.80%,30.60%,20.30%,27.00%,29.50%,26.20%,21.30%,20.30%,23.80%,21.30%,17.50%,20.20%,27.80%,16.80%,18.40%,21.50%,20.50%,Upgrade
Buyback Yield / Dilution,3.82%,3.82%,4.02%,4.88%,4.74%,4.09%,3.49%,1.65%,-0.60%,0.70%,1.58%,2.86%,4.59%,3.36%,2.59%,2.46%,2.73%,3.32%,3.52%,2.96%,3.18%,3.01%,2.68%,4.55%,4.63%,5.20%,6.38%,6.82%,7.67%,8.20%,8.47%,8.23%,8.28%,8.49%,8.93%,9.12%,8.74%,7.15%,5.67%,3.87%,2.99%,Upgrade
Total Shareholder Return,5.85%,4.36%,4.52%,5.49%,5.29%,4.58%,4.05%,2.23%,-0.00%,1.27%,2.19%,3.65%,5.33%,4.19%,3.20%,3.01%,3.28%,3.89%,4.17%,3.56%,3.81%,3.53%,3.22%,5.14%,5.20%,5.76%,6.93%,7.40%,8.24%,8.73%,9.01%,8.84%,8.91%,9.00%,9.45%,9.70%,9.32%,7.74%,6.22%,4.46%,3.62%,Upgrade
