Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+38 Quarters
Market Capitalization,150,187,225,194,209,230,225,211,204,202,157,126,144,130,199,187,188,158,163,186,197,207,178,164,179,167,135,107,103,99,99,111,101,95,94,97,111,98,96,58,56,Upgrade
Market Cap Growth,-,-18.54%,0.09%,-8.04%,2.48%,13.88%,43.72%,66.96%,41.09%,54.93%,-21.17%,-32.44%,-23.39%,-17.64%,21.80%,0.27%,-4.47%,-23.59%,-8.42%,13.34%,10.29%,24.03%,31.85%,53.16%,73.50%,69.00%,36.80%,-3.11%,1.56%,4.48%,4.92%,14.03%,-8.87%,-3.78%,-2.23%,68.39%,98.71%,95.89%,98.52%,30.20%,12.29%,Upgrade
Enterprise Value,182,219,317,178,158,167,135,114,130,80,146,87,217,219,255,184,235,239,220,175,279,305,341,329,351,344,303,249,219,205,214,216,177,210,161,173,194,170,154,116,147,Upgrade
PE Ratio,4.84,6.39,7.96,7.06,7.94,8.89,8.69,8.34,8.98,10.26,9.70,8.97,10.33,9.22,13.01,12.45,12.41,11.41,14.53,26.80,33.53,34.04,24.71,16.97,20.15,20.72,18.42,15.70,16.73,16.13,15.62,17.63,14.82,14.75,14.96,15.21,17.94,15.24,14.92,9.19,9.26,Upgrade
PS Ratio,1.88,2.35,2.91,2.59,2.85,3.17,3.05,2.91,2.96,3.12,2.67,2.25,2.59,2.33,3.48,3.37,3.43,2.95,3.05,3.59,3.94,4.25,3.84,3.59,4.04,3.91,3.27,2.68,2.65,2.58,2.57,2.97,2.67,2.54,2.58,2.66,3.11,2.77,2.73,1.67,1.67,Upgrade
PB Ratio,0.76,0.94,1.21,1.08,1.13,1.19,1.08,1.03,1.00,1.01,0.79,0.66,0.76,0.70,1.09,1.12,1.15,1.00,1.06,1.24,1.34,1.42,1.62,1.48,1.64,1.57,1.29,1.03,1.01,0.98,0.99,1.11,1.02,0.96,0.81,0.85,0.98,0.88,0.87,0.70,0.69,Upgrade
Debt / Equity Ratio,0.30,0.30,0.62,0.21,0.21,0.26,0.24,0.25,0.32,0.33,0.34,0.77,1.16,0.62,0.49,0.68,0.52,0.63,0.59,0.40,0.69,0.91,1.62,1.64,1.73,1.76,1.72,1.50,1.26,1.15,1.27,1.20,1.19,1.29,0.76,0.77,0.83,0.78,0.74,1.04,1.31,Upgrade
Dividend Yield,2.74%,0.53%,0.44%,0.51%,0.47%,0.43%,0.38%,0.41%,0.43%,0.36%,0.47%,0.59%,0.51%,0.57%,0.35%,0.37%,0.37%,0.44%,0.34%,0.30%,0.28%,0.27%,0.26%,0.28%,0.26%,0.28%,0.34%,0.43%,0.45%,0.47%,0.48%,0.43%,0.47%,-,1.00%,0.48%,0.42%,-,0.97%,0.53%,-,Upgrade
Payout Ratio,13.50%,13.50%,13.00%,13.10%,14.50%,15.80%,12.70%,13.40%,13.60%,11.70%,12.00%,19.50%,21.20%,26.60%,16.90%,18.90%,19.20%,17.90%,14.70%,14.30%,23.80%,45.50%,-100.00%,16.70%,18.20%,19.60%,23.30%,23.30%,26.30%,28.60%,30.30%,35.70%,27.00%,0.00%,62.50%,25.00%,35.70%,0.00%,69.00%,18.20%,0.00%,Upgrade
Buyback Yield / Dilution,0.56%,0.56%,1.39%,1.15%,4.14%,3.56%,3.19%,3.32%,0.22%,0.03%,-5.89%,-5.91%,-5.90%,-5.73%,-0.12%,-0.15%,-0.15%,-0.25%,-19.96%,-19.91%,-20.08%,-19.96%,0.17%,0.17%,0.23%,0.24%,1.12%,1.24%,1.38%,1.67%,-0.47%,-0.59%,-0.67%,-1.03%,-0.89%,-53.93%,-53.53%,-53.91%,-53.19%,-0.31%,-0.36%,Upgrade
Total Shareholder Return,3.34%,1.09%,1.83%,1.66%,4.61%,4.00%,3.57%,3.72%,0.65%,0.39%,-5.42%,-5.32%,-5.39%,-5.16%,0.23%,0.22%,0.22%,0.19%,-19.62%,-19.61%,-19.80%,-19.70%,0.43%,0.45%,0.49%,0.52%,1.47%,1.68%,1.83%,2.14%,0.01%,-0.16%,-0.20%,-1.03%,0.11%,-53.45%,-53.11%,-53.91%,-52.22%,0.21%,-0.36%,Upgrade
