Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+35 Quarters
Market Capitalization,69,71,86,88,84,84,87,81,80,80,56,48,52,52,72,68,70,66,71,71,75,74,75,71,76,76,70,59,58,57,58,57,56,49,49,49,47,48,43,43,35,Upgrade
Market Cap Growth,-,-14.66%,-0.78%,8.56%,4.89%,4.83%,55.54%,67.67%,54.19%,52.52%,-21.76%,-29.01%,-26.16%,-20.07%,0.41%,-3.54%,-6.06%,-11.69%,-4.30%,-0.73%,-1.83%,-1.92%,6.67%,21.41%,32.55%,31.61%,19.91%,2.98%,2.66%,17.42%,18.68%,15.37%,20.26%,2.76%,13.22%,14.64%,33.93%,56.30%,77.80%,58.17%,50.02%,Upgrade
Enterprise Value,69,72,108,73,73,48,26,29,-18,83,64,54,57,54,83,83,113,50,73,91,110,91,92,81,96,99,89,73,83,66,52,71,90,53,69,70,85,68,80,57,58,Upgrade
PE Ratio,8.24,8.77,10.76,11.14,11.85,12.60,13.45,13.28,15.03,19.14,18.84,22.13,23.80,21.81,25.00,22.79,24.42,23.77,29.88,34.87,41.38,49.44,53.03,50.11,59.38,60.54,61.92,53.83,54.25,54.50,56.89,63.58,73.26,69.06,78.53,86.12,90.97,92.00,387.08,164.58,81.60,Upgrade
PS Ratio,2.28,2.37,2.92,3.00,2.98,3.02,3.14,2.97,3.08,3.24,2.46,2.26,2.43,2.46,3.27,3.12,3.25,3.05,3.42,3.40,3.67,3.74,3.83,3.78,4.18,4.18,3.93,3.32,3.28,3.32,3.35,3.36,3.35,2.96,3.03,3.07,2.94,3.00,2.87,2.86,2.30,Upgrade
PB Ratio,0.68,0.71,0.87,0.90,0.83,0.84,0.89,0.83,1.31,1.34,0.96,0.85,0.93,0.94,1.30,1.25,1.30,1.23,1.36,1.38,1.48,1.48,1.50,1.44,1.57,1.57,1.46,1.23,1.21,1.22,1.24,1.22,1.20,1.06,1.06,1.08,1.02,1.05,0.95,0.95,0.78,Upgrade
Debt / Equity Ratio,0.25,0.25,0.30,0.16,0.15,0.19,0.22,0.24,0.51,0.77,1.04,1.19,1.19,0.56,0.55,0.66,0.93,0.61,0.66,0.69,0.96,0.68,0.64,0.65,0.66,0.71,0.71,0.76,0.86,0.62,0.67,0.68,0.92,0.56,0.60,0.66,1.01,0.75,1.01,0.71,0.83,Upgrade
Dividend Yield,1.97%,-,0.82%,0.23%,0.24%,0.24%,0.94%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Payout Ratio,13.80%,0.00%,39.30%,8.30%,9.70%,12.00%,48.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,Upgrade
Buyback Yield / Dilution,5.36%,5.36%,4.90%,-11.53%,4.18%,4.23%,4.29%,15.02%,-22.05%,-21.94%,-21.92%,-22.06%,0.10%,0.01%,-,-,-,-,-,-,-,-,-,-,-0.02%,-0.02%,-0.02%,-0.02%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.01%,Upgrade
Total Shareholder Return,7.34%,5.36%,5.72%,-11.30%,4.43%,4.47%,5.22%,15.02%,-22.05%,-21.94%,-21.92%,-22.06%,0.10%,0.01%,-,-,-,-,-,-,-,-,-,-,-0.02%,-0.02%,-0.02%,-0.02%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.07%,-0.01%,Upgrade
