Metrics,Current,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Market Capitalization,"3,532","4,692","5,727","5,468","5,271","5,486","5,596","5,412","5,451","5,573","3,938","2,766","3,158","2,951","3,799","3,607","3,576","3,180","2,944","3,729","4,028","4,122","2,966","3,182","3,118","3,113","2,963","2,476","2,320","2,424","2,294","2,290","2,397","2,195","2,248","1,944","1,987","2,084","2,020","1,985","1,887",Upgrade
Market Cap Growth,-,-14.49%,2.35%,1.04%,-3.31%,-1.55%,42.10%,95.66%,72.63%,88.83%,3.65%,-23.31%,-11.70%,-7.20%,29.06%,-3.28%,-11.22%,-22.84%,-0.76%,17.21%,29.21%,32.40%,0.12%,28.49%,34.38%,28.42%,29.17%,8.12%,-3.23%,10.46%,2.04%,17.82%,20.67%,5.29%,11.26%,-2.06%,5.29%,2.27%,9.92%,0.31%,-14.05%,Upgrade
Enterprise Value,"6,849","8,008","6,876","7,235","7,234","6,988","5,965","6,461","6,662","7,589","6,385","6,465","6,593","7,207","6,946","7,551","7,672","6,645","6,347","8,125","8,593","7,652","5,656","6,577","6,355","6,097","5,127","5,003","5,006","4,820","4,809","4,873","4,718","4,137","4,135","4,672","4,879","5,084","4,771","4,792","4,202",Upgrade
PE Ratio,5.82,8.02,10.31,11.08,12.03,11.87,12.13,11.99,12.64,13.72,10.42,8.90,10.88,10.89,12.79,10.73,11.05,9.94,11.83,18.86,23.93,28.05,19.46,17.89,17.14,18.22,18.41,21.43,21.40,23.49,23.14,18.86,20.82,19.48,19.35,14.88,15.27,15.50,15.31,15.36,13.33,Upgrade
PS Ratio,1.83,2.43,3.17,3.34,3.59,4.00,4.20,4.14,4.30,4.57,3.35,2.45,2.92,2.83,3.49,3.38,3.40,3.03,3.07,4.11,4.70,5.12,3.89,4.20,4.20,4.29,4.18,3.62,3.48,3.76,3.66,3.74,4.09,3.85,4.08,3.55,3.63,3.78,3.61,3.57,3.24,Upgrade
PB Ratio,0.54,0.72,0.90,0.87,0.85,1.08,1.10,1.12,1.15,1.20,0.86,0.61,0.71,0.67,0.87,1.01,1.02,0.92,0.88,1.13,1.23,1.27,1.17,1.25,1.29,1.30,1.25,1.10,1.04,1.09,1.04,1.15,1.21,1.18,1.21,1.23,1.26,1.34,1.31,1.31,1.24,Upgrade
Debt / Equity Ratio,1.39,1.39,0.33,0.46,0.54,0.44,0.48,0.53,0.64,0.78,0.82,1.02,1.19,1.19,0.82,1.25,1.30,1.14,1.14,1.44,1.54,1.24,1.23,1.47,1.48,1.38,1.08,1.30,1.34,1.29,1.33,1.44,1.41,1.45,1.46,1.98,2.03,2.17,2.02,2.08,1.98,Upgrade
Dividend Yield,6.58%,1.19%,0.98%,1.02%,1.06%,0.85%,0.81%,0.83%,0.82%,0.80%,1.13%,1.61%,1.41%,1.51%,1.05%,1.02%,1.02%,1.15%,1.24%,0.98%,0.91%,0.89%,0.98%,0.92%,0.93%,0.93%,0.95%,1.13%,1.21%,1.15%,1.15%,1.12%,1.07%,1.16%,1.08%,1.14%,1.11%,1.06%,1.09%,1.61%,1.69%,Upgrade
Payout Ratio,38.30%,39.30%,32.40%,31.40%,61.10%,40.70%,40.70%,37.90%,37.90%,39.30%,42.30%,44.00%,47.80%,52.40%,122.20%,45.80%,50.00%,33.30%,50.00%,55.00%,52.40%,91.70%,122.20%,78.60%,61.10%,64.70%,57.90%,68.80%,73.30%,78.60%,1100.00%,73.30%,78.60%,84.60%,100.00%,78.60%,73.30%,64.70%,55.00%,114.30%,94.10%,Upgrade
Buyback Yield / Dilution,-20.34%,-20.34%,-22.88%,-24.30%,-24.43%,-3.89%,-2.24%,-1.10%,-1.00%,-0.55%,-12.20%,-21.41%,-21.53%,-21.81%,-8.61%,-0.12%,-0.02%,-0.11%,-25.41%,-25.69%,-25.73%,-25.67%,-3.24%,-3.92%,-3.93%,-4.01%,-7.05%,-9.52%,-9.54%,-9.47%,-8.30%,-16.03%,-16.02%,-16.10%,-11.04%,-0.59%,-0.62%,-0.60%,-0.92%,-1.02%,-1.01%,Upgrade
Total Shareholder Return,-13.77%,-19.15%,-21.90%,-23.28%,-23.36%,-3.04%,-1.43%,-0.27%,-0.17%,0.26%,-11.07%,-19.80%,-20.12%,-20.30%,-7.57%,0.90%,1.00%,1.04%,-24.16%,-24.71%,-24.82%,-24.79%,-2.25%,-3.00%,-2.99%,-3.08%,-6.10%,-8.39%,-8.33%,-8.32%,-7.15%,-14.92%,-14.95%,-14.93%,-9.95%,0.55%,0.49%,0.45%,0.17%,0.59%,0.68%,Upgrade
